customer_id,kyc_type,result,fail_reason,completed_at,is_test_data
C00000015,REAL_NAME,PASS,\N,2025-03-15 22:33:00,1
C00000015,FACE,PASS,\N,2025-03-15 22:35:00,1
C00000015,BANK_CARD,PASS,\N,2025-03-15 22:39:00,1
C00000016,REAL_NAME,PASS,\N,2025-01-07 14:01:03,1
C00000016,FACE,PASS,\N,2025-01-07 13:51:03,1
C00000016,BANK_CARD,PASS,\N,2025-01-07 13:58:03,1
C00000017,REAL_NAME,PASS,\N,2025-05-24 20:51:43,1
C00000017,FACE,PASS,\N,2025-05-24 20:47:43,1
C00000017,BANK_CARD,PASS,\N,2025-05-24 20:53:43,1
C00000018,REAL_NAME,PASS,\N,2025-01-28 14:29:09,1
C00000018,FACE,PASS,\N,2025-01-28 14:16:09,1
C00000018,BANK_CARD,PASS,\N,2025-01-28 14:17:09,1
C00000019,REAL_NAME,PASS,\N,2025-05-03 13:03:12,1
C00000019,FACE,PASS,\N,2025-05-03 13:18:12,1
C00000019,BANK_CARD,PASS,\N,2025-05-03 13:04:12,1
C00000020,REAL_NAME,PASS,\N,2025-02-15 00:02:02,1
C00000020,FACE,PASS,\N,2025-02-15 00:09:02,1
C00000020,BANK_CARD,PASS,\N,2025-02-15 00:13:02,1
C00000021,REAL_NAME,PASS,\N,2025-01-17 17:41:52,1
C00000021,FACE,PASS,\N,2025-01-17 17:47:52,1
C00000021,BANK_CARD,PASS,\N,2025-01-17 17:38:52,1
C00000022,REAL_NAME,PASS,\N,2025-01-16 13:18:31,1
C00000022,FACE,PASS,\N,2025-01-16 13:14:31,1
C00000022,BANK_CARD,PASS,\N,2025-01-16 13:20:31,1
C00000023,REAL_NAME,FAIL,证件识别失败,2025-01-01 14:05:54,1
C00000023,FACE,PASS,\N,2025-01-01 14:14:54,1
C00000023,BANK_CARD,FAIL,银行卡验证失败,2025-01-01 14:12:54,1
C00000024,REAL_NAME,PASS,\N,2025-02-28 22:31:14,1
C00000024,FACE,PASS,\N,2025-02-28 22:24:14,1
C00000024,BANK_CARD,PASS,\N,2025-02-28 22:24:14,1
C00000025,REAL_NAME,PASS,\N,2025-01-14 13:13:53,1
C00000025,FACE,PASS,\N,2025-01-14 13:22:53,1
C00000025,BANK_CARD,PASS,\N,2025-01-14 13:26:53,1
C00000026,REAL_NAME,FAIL,活体检测未通过,2025-01-30 08:51:41,1
C00000026,FACE,FAIL,证件识别失败,2025-01-30 09:06:41,1
C00000026,BANK_CARD,PASS,\N,2025-01-30 08:54:41,1
C00000027,REAL_NAME,PASS,\N,2025-02-14 20:14:35,1
C00000027,FACE,PASS,\N,2025-02-14 20:18:35,1
C00000027,BANK_CARD,PASS,\N,2025-02-14 20:19:35,1
C00000028,REAL_NAME,PASS,\N,2025-05-03 13:44:22,1
C00000028,FACE,PASS,\N,2025-05-03 13:55:22,1
C00000028,BANK_CARD,PASS,\N,2025-05-03 13:50:22,1
C00000029,REAL_NAME,PASS,\N,2025-02-08 14:20:18,1
C00000029,FACE,PASS,\N,2025-02-08 14:29:18,1
C00000029,BANK_CARD,PASS,\N,2025-02-08 14:18:18,1
C00000030,REAL_NAME,PASS,\N,2025-01-03 13:49:30,1
C00000030,FACE,PASS,\N,2025-01-03 14:01:30,1
C00000030,BANK_CARD,PASS,\N,2025-01-03 13:54:30,1
C00000031,REAL_NAME,PASS,\N,2025-01-16 19:20:22,1
C00000031,FACE,PASS,\N,2025-01-16 19:16:22,1
C00000031,BANK_CARD,PASS,\N,2025-01-16 19:25:22,1
C00000032,REAL_NAME,FAIL,银行卡验证失败,2025-01-07 22:41:19,1
C00000032,FACE,PASS,\N,2025-01-07 22:31:19,1
C00000032,BANK_CARD,PASS,\N,2025-01-07 22:33:19,1
C00000033,REAL_NAME,PASS,\N,2025-01-24 13:54:58,1
C00000033,FACE,PASS,\N,2025-01-24 13:52:58,1
C00000033,BANK_CARD,PASS,\N,2025-01-24 13:59:58,1
C00000034,REAL_NAME,PASS,\N,2025-06-02 10:42:47,1
C00000034,FACE,PASS,\N,2025-06-02 10:33:47,1
C00000034,BANK_CARD,PASS,\N,2025-06-02 10:43:47,1
C00000035,REAL_NAME,PASS,\N,2025-02-15 20:42:52,1
C00000035,FACE,PASS,\N,2025-02-15 20:37:52,1
C00000035,BANK_CARD,PASS,\N,2025-02-15 20:37:52,1
C00000036,REAL_NAME,PASS,\N,2025-01-28 01:26:21,1
C00000036,FACE,PASS,\N,2025-01-28 01:20:21,1
C00000036,BANK_CARD,PASS,\N,2025-01-28 01:23:21,1
C00000037,REAL_NAME,PASS,\N,2025-04-29 10:11:54,1
C00000037,FACE,PASS,\N,2025-04-29 10:06:54,1
C00000037,BANK_CARD,PASS,\N,2025-04-29 09:55:54,1
C00000038,REAL_NAME,PASS,\N,2025-01-20 21:13:40,1
C00000038,FACE,PASS,\N,2025-01-20 21:19:40,1
C00000038,BANK_CARD,PASS,\N,2025-01-20 21:22:40,1
C00000039,REAL_NAME,PASS,\N,2025-01-23 12:35:12,1
C00000039,FACE,PASS,\N,2025-01-23 12:32:12,1
C00000039,BANK_CARD,PASS,\N,2025-01-23 12:44:12,1
C00000040,REAL_NAME,PASS,\N,2025-05-01 21:20:17,1
C00000040,FACE,PASS,\N,2025-05-01 21:11:17,1
C00000040,BANK_CARD,PASS,\N,2025-05-01 21:16:17,1
C00000041,REAL_NAME,PASS,\N,2025-02-01 06:55:51,1
C00000041,FACE,PASS,\N,2025-02-01 06:59:51,1
C00000041,BANK_CARD,PASS,\N,2025-02-01 06:55:51,1
C00000042,REAL_NAME,PASS,\N,2025-01-03 12:42:06,1
C00000042,FACE,PASS,\N,2025-01-03 12:31:06,1
C00000042,BANK_CARD,PASS,\N,2025-01-03 12:33:06,1
C00000043,REAL_NAME,FAIL,银行卡验证失败,2025-02-13 17:27:07,1
C00000043,FACE,PASS,\N,2025-02-13 17:24:07,1
C00000043,BANK_CARD,PASS,\N,2025-02-13 17:27:07,1
C00000044,REAL_NAME,PASS,\N,2025-05-08 14:01:02,1
C00000044,FACE,PASS,\N,2025-05-08 13:53:02,1
C00000044,BANK_CARD,PASS,\N,2025-05-08 13:58:02,1
C00000045,REAL_NAME,PASS,\N,2025-05-11 13:50:06,1
C00000045,FACE,PASS,\N,2025-05-11 13:45:06,1
C00000045,BANK_CARD,PASS,\N,2025-05-11 13:42:06,1
C00000046,REAL_NAME,PASS,\N,2025-01-06 21:44:19,1
C00000046,FACE,PASS,\N,2025-01-06 21:51:19,1
C00000046,BANK_CARD,PASS,\N,2025-01-06 21:40:19,1
C00000047,REAL_NAME,PASS,\N,2025-04-19 21:02:57,1
C00000047,FACE,PASS,\N,2025-04-19 21:01:57,1
C00000047,BANK_CARD,PASS,\N,2025-04-19 20:57:57,1
C00000048,REAL_NAME,PASS,\N,2025-06-09 19:00:29,1
C00000048,FACE,PASS,\N,2025-06-09 18:58:29,1
C00000048,BANK_CARD,PASS,\N,2025-06-09 18:49:29,1
C00000049,REAL_NAME,PASS,\N,2025-05-09 22:16:05,1
C00000049,FACE,PASS,\N,2025-05-09 22:23:05,1
C00000049,BANK_CARD,PASS,\N,2025-05-09 22:27:05,1
C00000050,REAL_NAME,PASS,\N,2025-05-25 22:13:05,1
C00000050,FACE,PASS,\N,2025-05-25 22:01:05,1
C00000050,BANK_CARD,PASS,\N,2025-05-25 22:16:05,1
C00000051,REAL_NAME,PASS,\N,2025-01-08 13:24:32,1
C00000051,FACE,PASS,\N,2025-01-08 13:11:32,1
C00000051,BANK_CARD,PASS,\N,2025-01-08 13:25:32,1
C00000052,REAL_NAME,PASS,\N,2025-04-24 23:49:44,1
C00000052,FACE,PASS,\N,2025-04-24 23:37:44,1
C00000052,BANK_CARD,PASS,\N,2025-04-24 23:48:44,1
C00000053,REAL_NAME,PASS,\N,2025-02-17 13:46:10,1
C00000053,FACE,PASS,\N,2025-02-17 13:51:10,1
C00000053,BANK_CARD,PASS,\N,2025-02-17 13:55:10,1
C00000054,REAL_NAME,PASS,\N,2025-03-06 14:00:09,1
C00000054,FACE,PASS,\N,2025-03-06 14:09:09,1
C00000054,BANK_CARD,PASS,\N,2025-03-06 13:53:09,1
C00000055,REAL_NAME,PASS,\N,2025-02-10 19:14:22,1
C00000055,FACE,PASS,\N,2025-02-10 19:14:22,1
C00000055,BANK_CARD,PASS,\N,2025-02-10 19:05:22,1
C00000056,REAL_NAME,PASS,\N,2025-01-23 18:43:13,1
C00000056,FACE,PASS,\N,2025-01-23 19:01:13,1
C00000056,BANK_CARD,PASS,\N,2025-01-23 18:55:13,1
C00000057,REAL_NAME,PASS,\N,2025-04-07 21:56:36,1
C00000057,FACE,PASS,\N,2025-04-07 21:59:36,1
C00000057,BANK_CARD,PASS,\N,2025-04-07 21:57:36,1
C00000058,REAL_NAME,PASS,\N,2025-05-30 10:27:41,1
C00000058,FACE,PASS,\N,2025-05-30 10:28:41,1
C00000058,BANK_CARD,PASS,\N,2025-05-30 10:25:41,1
C00000059,REAL_NAME,FAIL,活体检测未通过,2025-05-13 13:54:18,1
C00000059,FACE,FAIL,银行卡验证失败,2025-05-13 13:55:18,1
C00000059,BANK_CARD,PASS,\N,2025-05-13 13:46:18,1
C00000060,REAL_NAME,PASS,\N,2025-04-13 12:39:19,1
C00000060,FACE,PASS,\N,2025-04-13 12:47:19,1
C00000060,BANK_CARD,PASS,\N,2025-04-13 12:50:19,1
C00000061,REAL_NAME,PASS,\N,2025-01-30 14:43:58,1
C00000061,FACE,PASS,\N,2025-01-30 14:29:58,1
C00000061,BANK_CARD,PASS,\N,2025-01-30 14:33:58,1
C00000062,REAL_NAME,PASS,\N,2025-01-06 22:09:40,1
C00000062,FACE,PASS,\N,2025-01-06 22:00:40,1
C00000062,BANK_CARD,PASS,\N,2025-01-06 22:02:40,1
C00000063,REAL_NAME,PASS,\N,2025-03-26 12:47:16,1
C00000063,FACE,PASS,\N,2025-03-26 12:59:16,1
C00000063,BANK_CARD,PASS,\N,2025-03-26 12:52:16,1
C00000064,REAL_NAME,PASS,\N,2025-02-14 21:10:22,1
C00000064,FACE,PASS,\N,2025-02-14 20:53:22,1
C00000064,BANK_CARD,PASS,\N,2025-02-14 21:00:22,1
C00000065,REAL_NAME,PASS,\N,2025-01-29 13:29:38,1
C00000065,FACE,PASS,\N,2025-01-29 13:31:38,1
C00000065,BANK_CARD,PASS,\N,2025-01-29 13:17:38,1
C00000066,REAL_NAME,PASS,\N,2025-05-25 13:13:02,1
C00000066,FACE,PASS,\N,2025-05-25 13:11:02,1
C00000066,BANK_CARD,FAIL,银行卡验证失败,2025-05-25 13:06:02,1
C00000067,REAL_NAME,PASS,\N,2025-01-13 20:51:25,1
C00000067,FACE,PASS,\N,2025-01-13 20:36:25,1
C00000067,BANK_CARD,PASS,\N,2025-01-13 20:47:25,1
C00000068,REAL_NAME,PASS,\N,2025-01-20 20:26:06,1
C00000068,FACE,PASS,\N,2025-01-20 20:32:06,1
C00000068,BANK_CARD,PASS,\N,2025-01-20 20:32:06,1
C00000069,REAL_NAME,PASS,\N,2025-02-12 21:30:08,1
C00000069,FACE,PASS,\N,2025-02-12 21:38:08,1
C00000069,BANK_CARD,PASS,\N,2025-02-12 21:32:08,1
C00000070,REAL_NAME,PASS,\N,2025-01-12 13:20:50,1
C00000070,FACE,PASS,\N,2025-01-12 13:12:50,1
C00000070,BANK_CARD,PASS,\N,2025-01-12 13:15:50,1
C00000071,REAL_NAME,PASS,\N,2025-05-01 15:21:53,1
C00000071,FACE,PASS,\N,2025-05-01 15:38:53,1
C00000071,BANK_CARD,PASS,\N,2025-05-01 15:22:53,1
C00000072,REAL_NAME,PASS,\N,2025-01-07 13:48:03,1
C00000072,FACE,PASS,\N,2025-01-07 13:48:03,1
C00000072,BANK_CARD,PASS,\N,2025-01-07 13:53:03,1
C00000073,REAL_NAME,PASS,\N,2025-05-20 22:29:25,1
C00000073,FACE,PASS,\N,2025-05-20 22:35:25,1
C00000073,BANK_CARD,PASS,\N,2025-05-20 22:32:25,1
C00000074,REAL_NAME,PASS,\N,2025-01-18 20:55:26,1
C00000074,FACE,PASS,\N,2025-01-18 21:06:26,1
C00000074,BANK_CARD,PASS,\N,2025-01-18 21:05:26,1
C00000075,REAL_NAME,PASS,\N,2025-01-06 21:39:26,1
C00000075,FACE,PASS,\N,2025-01-06 21:33:26,1
C00000075,BANK_CARD,PASS,\N,2025-01-06 21:39:26,1
C00000076,REAL_NAME,PASS,\N,2025-01-12 17:37:12,1
C00000076,FACE,PASS,\N,2025-01-12 17:46:12,1
C00000076,BANK_CARD,PASS,\N,2025-01-12 17:34:12,1
C00000077,REAL_NAME,PASS,\N,2025-03-30 21:02:13,1
C00000077,FACE,PASS,\N,2025-03-30 21:12:13,1
C00000077,BANK_CARD,PASS,\N,2025-03-30 20:57:13,1
C00000078,REAL_NAME,PASS,\N,2025-02-08 23:50:25,1
C00000078,FACE,PASS,\N,2025-02-08 23:51:25,1
C00000078,BANK_CARD,PASS,\N,2025-02-09 00:07:25,1
C00000079,REAL_NAME,PASS,\N,2025-01-09 16:36:30,1
C00000079,FACE,PASS,\N,2025-01-09 16:36:30,1
C00000079,BANK_CARD,PASS,\N,2025-01-09 16:32:30,1
C00000080,REAL_NAME,PASS,\N,2025-02-05 06:39:28,1
C00000080,FACE,PASS,\N,2025-02-05 06:36:28,1
C00000080,BANK_CARD,PASS,\N,2025-02-05 06:50:28,1
C00000081,REAL_NAME,PASS,\N,2025-01-25 22:22:24,1
C00000081,FACE,PASS,\N,2025-01-25 22:23:24,1
C00000081,BANK_CARD,PASS,\N,2025-01-25 22:22:24,1
C00000082,REAL_NAME,PASS,\N,2025-04-12 12:15:34,1
C00000082,FACE,PASS,\N,2025-04-12 12:15:34,1
C00000082,BANK_CARD,PASS,\N,2025-04-12 12:20:34,1
C00000083,REAL_NAME,PASS,\N,2025-01-04 13:02:47,1
C00000083,FACE,PASS,\N,2025-01-04 13:02:47,1
C00000083,BANK_CARD,PASS,\N,2025-01-04 12:55:47,1
C00000084,REAL_NAME,PASS,\N,2025-01-22 22:03:01,1
C00000084,FACE,PASS,\N,2025-01-22 22:11:01,1
C00000084,BANK_CARD,PASS,\N,2025-01-22 22:09:01,1
C00000085,REAL_NAME,PASS,\N,2025-01-22 00:14:46,1
C00000085,FACE,PASS,\N,2025-01-22 00:26:46,1
C00000085,BANK_CARD,FAIL,活体检测未通过,2025-01-22 00:22:46,1
C00000086,REAL_NAME,PASS,\N,2025-03-26 02:54:10,1
C00000086,FACE,PASS,\N,2025-03-26 03:00:10,1
C00000086,BANK_CARD,PASS,\N,2025-03-26 03:00:10,1
C00000087,REAL_NAME,PASS,\N,2025-01-30 13:46:31,1
C00000087,FACE,PASS,\N,2025-01-30 13:46:31,1
C00000087,BANK_CARD,PASS,\N,2025-01-30 13:58:31,1
C00000088,REAL_NAME,PASS,\N,2025-05-09 12:50:10,1
C00000088,FACE,PASS,\N,2025-05-09 12:54:10,1
C00000088,BANK_CARD,PASS,\N,2025-05-09 12:47:10,1
C00000089,REAL_NAME,PASS,\N,2025-05-29 06:46:07,1
C00000089,FACE,FAIL,活体检测未通过,2025-05-29 06:46:07,1
C00000089,BANK_CARD,FAIL,证件识别失败,2025-05-29 06:52:07,1
C00000090,REAL_NAME,PASS,\N,2025-02-04 22:33:27,1
C00000090,FACE,PASS,\N,2025-02-04 22:41:27,1
C00000090,BANK_CARD,PASS,\N,2025-02-04 22:33:27,1
C00000091,REAL_NAME,PASS,\N,2025-04-15 11:52:50,1
C00000091,FACE,PASS,\N,2025-04-15 11:53:50,1
C00000091,BANK_CARD,PASS,\N,2025-04-15 11:55:50,1
C00000092,REAL_NAME,PASS,\N,2025-01-22 21:44:27,1
C00000092,FACE,PASS,\N,2025-01-22 21:33:27,1
C00000092,BANK_CARD,PASS,\N,2025-01-22 21:34:27,1
C00000093,REAL_NAME,PASS,\N,2025-03-30 09:34:26,1
C00000093,FACE,PASS,\N,2025-03-30 09:30:26,1
C00000093,BANK_CARD,PASS,\N,2025-03-30 09:31:26,1
C00000094,REAL_NAME,PASS,\N,2025-04-12 16:00:41,1
C00000094,FACE,PASS,\N,2025-04-12 15:48:41,1
C00000094,BANK_CARD,PASS,\N,2025-04-12 16:05:41,1
C00000095,REAL_NAME,PASS,\N,2025-02-07 13:40:32,1
C00000095,FACE,PASS,\N,2025-02-07 13:39:32,1
C00000095,BANK_CARD,PASS,\N,2025-02-07 13:49:32,1
C00000096,REAL_NAME,PASS,\N,2025-02-06 18:39:35,1
C00000096,FACE,PASS,\N,2025-02-06 18:45:35,1
C00000096,BANK_CARD,PASS,\N,2025-02-06 18:45:35,1
C00000097,REAL_NAME,PASS,\N,2025-05-22 16:43:56,1
C00000097,FACE,PASS,\N,2025-05-22 16:42:56,1
C00000097,BANK_CARD,PASS,\N,2025-05-22 16:45:56,1
C00000098,REAL_NAME,PASS,\N,2025-01-30 13:12:26,1
C00000098,FACE,PASS,\N,2025-01-30 13:18:26,1
C00000098,BANK_CARD,PASS,\N,2025-01-30 13:17:26,1
C00000099,REAL_NAME,PASS,\N,2025-05-27 08:04:40,1
C00000099,FACE,PASS,\N,2025-05-27 08:03:40,1
C00000099,BANK_CARD,PASS,\N,2025-05-27 08:00:40,1
C00000100,REAL_NAME,FAIL,银行卡验证失败,2025-02-08 23:13:04,1
C00000100,FACE,PASS,\N,2025-02-08 23:06:04,1
C00000100,BANK_CARD,PASS,\N,2025-02-08 23:08:04,1
C00000101,REAL_NAME,PASS,\N,2025-01-12 02:40:01,1
C00000101,FACE,PASS,\N,2025-01-12 02:39:01,1
C00000101,BANK_CARD,PASS,\N,2025-01-12 02:36:01,1
C00000102,REAL_NAME,PASS,\N,2025-03-20 13:43:36,1
C00000102,FACE,PASS,\N,2025-03-20 13:27:36,1
C00000102,BANK_CARD,PASS,\N,2025-03-20 13:34:36,1
C00000103,REAL_NAME,PASS,\N,2025-01-21 07:14:21,1
C00000103,FACE,PASS,\N,2025-01-21 07:10:21,1
C00000103,BANK_CARD,PASS,\N,2025-01-21 07:24:21,1
C00000104,REAL_NAME,PASS,\N,2025-03-17 23:17:19,1
C00000104,FACE,PASS,\N,2025-03-17 23:26:19,1
C00000104,BANK_CARD,PASS,\N,2025-03-17 23:23:19,1
C00000105,REAL_NAME,PASS,\N,2025-01-30 13:59:12,1
C00000105,FACE,PASS,\N,2025-01-30 14:13:12,1
C00000105,BANK_CARD,PASS,\N,2025-01-30 14:14:12,1
C00000106,REAL_NAME,PASS,\N,2025-01-16 13:11:15,1
C00000106,FACE,PASS,\N,2025-01-16 13:17:15,1
C00000106,BANK_CARD,PASS,\N,2025-01-16 13:12:15,1
C00000107,REAL_NAME,PASS,\N,2025-04-02 00:02:37,1
C00000107,FACE,PASS,\N,2025-04-02 00:00:37,1
C00000107,BANK_CARD,PASS,\N,2025-04-02 00:09:37,1
C00000108,REAL_NAME,PASS,\N,2025-04-08 14:01:34,1
C00000108,FACE,PASS,\N,2025-04-08 14:13:34,1
C00000108,BANK_CARD,PASS,\N,2025-04-08 14:13:34,1
C00000109,REAL_NAME,PASS,\N,2025-04-29 13:08:25,1
C00000109,FACE,FAIL,银行卡验证失败,2025-04-29 12:56:25,1
C00000109,BANK_CARD,FAIL,银行卡验证失败,2025-04-29 12:55:25,1
C00000110,REAL_NAME,PASS,\N,2025-04-12 18:44:25,1
C00000110,FACE,PASS,\N,2025-04-12 18:33:25,1
C00000110,BANK_CARD,PASS,\N,2025-04-12 18:37:25,1
C00000111,REAL_NAME,PASS,\N,2025-01-28 17:03:34,1
C00000111,FACE,PASS,\N,2025-01-28 17:15:34,1
C00000111,BANK_CARD,PASS,\N,2025-01-28 17:08:34,1
C00000112,REAL_NAME,PASS,\N,2025-05-21 21:13:53,1
C00000112,FACE,PASS,\N,2025-05-21 21:20:53,1
C00000112,BANK_CARD,PASS,\N,2025-05-21 21:24:53,1
C00000113,REAL_NAME,PASS,\N,2025-03-19 13:15:45,1
C00000113,FACE,PASS,\N,2025-03-19 13:29:45,1
C00000113,BANK_CARD,PASS,\N,2025-03-19 13:30:45,1
C00000114,REAL_NAME,PASS,\N,2025-04-17 08:55:54,1
C00000114,FACE,PASS,\N,2025-04-17 08:55:54,1
C00000114,BANK_CARD,PASS,\N,2025-04-17 08:55:54,1
C00000115,REAL_NAME,PASS,\N,2025-06-05 21:41:43,1
C00000115,FACE,PASS,\N,2025-06-05 21:35:43,1
C00000115,BANK_CARD,PASS,\N,2025-06-05 21:28:43,1
C00000116,REAL_NAME,PASS,\N,2025-02-13 20:35:56,1
C00000116,FACE,PASS,\N,2025-02-13 20:43:56,1
C00000116,BANK_CARD,PASS,\N,2025-02-13 20:40:56,1
C00000117,REAL_NAME,PASS,\N,2025-04-25 14:06:11,1
C00000117,FACE,PASS,\N,2025-04-25 14:15:11,1
C00000117,BANK_CARD,PASS,\N,2025-04-25 14:15:11,1
C00000118,REAL_NAME,PASS,\N,2025-01-17 13:23:26,1
C00000118,FACE,PASS,\N,2025-01-17 13:28:26,1
C00000118,BANK_CARD,PASS,\N,2025-01-17 13:15:26,1
C00000119,REAL_NAME,PASS,\N,2025-04-18 13:08:54,1
C00000119,FACE,PASS,\N,2025-04-18 12:56:54,1
C00000119,BANK_CARD,PASS,\N,2025-04-18 13:08:54,1
C00000120,REAL_NAME,PASS,\N,2025-01-31 12:36:58,1
C00000120,FACE,PASS,\N,2025-01-31 12:46:58,1
C00000120,BANK_CARD,PASS,\N,2025-01-31 12:47:58,1
C00000121,REAL_NAME,FAIL,证件识别失败,2025-02-28 12:05:38,1
C00000121,FACE,PASS,\N,2025-02-28 12:11:38,1
C00000121,BANK_CARD,FAIL,证件识别失败,2025-02-28 12:18:38,1
C00000122,REAL_NAME,PASS,\N,2025-03-02 14:00:31,1
C00000122,FACE,PASS,\N,2025-03-02 13:55:31,1
C00000122,BANK_CARD,PASS,\N,2025-03-02 14:07:31,1
C00000123,REAL_NAME,PASS,\N,2025-01-30 13:35:33,1
C00000123,FACE,PASS,\N,2025-01-30 13:27:33,1
C00000123,BANK_CARD,PASS,\N,2025-01-30 13:20:33,1
C00000124,REAL_NAME,PASS,\N,2025-01-11 19:09:55,1
C00000124,FACE,PASS,\N,2025-01-11 19:16:55,1
C00000124,BANK_CARD,PASS,\N,2025-01-11 19:04:55,1
C00000125,REAL_NAME,PASS,\N,2025-05-20 19:14:21,1
C00000125,FACE,PASS,\N,2025-05-20 19:14:21,1
C00000125,BANK_CARD,PASS,\N,2025-05-20 19:01:21,1
C00000126,REAL_NAME,PASS,\N,2025-01-06 23:04:31,1
C00000126,FACE,PASS,\N,2025-01-06 22:54:31,1
C00000126,BANK_CARD,PASS,\N,2025-01-06 22:53:31,1
C00000127,REAL_NAME,PASS,\N,2025-05-27 14:22:33,1
C00000127,FACE,PASS,\N,2025-05-27 14:13:33,1
C00000127,BANK_CARD,PASS,\N,2025-05-27 14:15:33,1
C00000128,REAL_NAME,PASS,\N,2025-05-05 09:09:54,1
C00000128,FACE,PASS,\N,2025-05-05 09:27:54,1
C00000128,BANK_CARD,PASS,\N,2025-05-05 09:23:54,1
C00000129,REAL_NAME,PASS,\N,2025-03-13 13:21:37,1
C00000129,FACE,PASS,\N,2025-03-13 13:31:37,1
C00000129,BANK_CARD,PASS,\N,2025-03-13 13:31:37,1
C00000130,REAL_NAME,PASS,\N,2025-04-24 20:56:26,1
C00000130,FACE,PASS,\N,2025-04-24 20:52:26,1
C00000130,BANK_CARD,PASS,\N,2025-04-24 20:49:26,1
C00000131,REAL_NAME,PASS,\N,2025-05-09 11:48:51,1
C00000131,FACE,PASS,\N,2025-05-09 11:38:51,1
C00000131,BANK_CARD,PASS,\N,2025-05-09 11:48:51,1
C00000132,REAL_NAME,PASS,\N,2025-05-10 13:00:44,1
C00000132,FACE,PASS,\N,2025-05-10 13:03:44,1
C00000132,BANK_CARD,PASS,\N,2025-05-10 13:04:44,1
C00000133,REAL_NAME,FAIL,银行卡验证失败,2025-05-31 16:25:04,1
C00000133,FACE,FAIL,活体检测未通过,2025-05-31 16:28:04,1
C00000133,BANK_CARD,PASS,\N,2025-05-31 16:28:04,1
C00000134,REAL_NAME,PASS,\N,2025-03-19 13:12:00,1
C00000134,FACE,PASS,\N,2025-03-19 13:11:00,1
C00000134,BANK_CARD,PASS,\N,2025-03-19 13:01:00,1
C00000135,REAL_NAME,PASS,\N,2025-04-10 21:07:13,1
C00000135,FACE,PASS,\N,2025-04-10 21:05:13,1
C00000135,BANK_CARD,PASS,\N,2025-04-10 21:00:13,1
C00000136,REAL_NAME,PASS,\N,2025-01-29 15:06:12,1
C00000136,FACE,PASS,\N,2025-01-29 15:02:12,1
C00000136,BANK_CARD,PASS,\N,2025-01-29 15:01:12,1
C00000137,REAL_NAME,PASS,\N,2025-01-17 21:37:27,1
C00000137,FACE,PASS,\N,2025-01-17 21:52:27,1
