customer_id,tag_code,tag_name,tag_source,valid_from,valid_to,is_test_data
C00000444,HIGH_QUALITY,优质客户,MODEL,2025-02-24,\N,1
C00000447,HIGH_QUALITY,优质客户,MODEL,2025-01-11,\N,1
C00000448,ACTIVE_USER,活跃客户,MODEL,2025-03-29,\N,1
C00000448,VIP,VIP 客户,MODEL,2025-03-29,\N,1
C00000453,HIGH_QUALITY,优质客户,MODEL,2025-02-10,\N,1
C00000463,HIGH_QUALITY,优质客户,MODEL,2025-04-22,\N,1
C00000463,LOAN_RISK,风险客户,MODEL,2025-04-22,\N,1
C00000464,LOAN_RISK,风险客户,MODEL,2025-05-03,\N,1
C00000469,REFERRER,推荐人,MODEL,2025-01-27,\N,1
C00000469,ACTIVE_USER,活跃客户,MODEL,2025-01-27,\N,1
C00000495,LOAN_RISK,风险客户,MODEL,2025-01-07,\N,1
C00000495,HIGH_QUALITY,优质客户,MODEL,2025-01-07,\N,1
C00000497,REFERRER,推荐人,MODEL,2025-02-04,\N,1
C00000500,REFERRER,推荐人,MODEL,2025-01-13,\N,1
C00000500,HIGH_QUALITY,优质客户,MODEL,2025-01-13,\N,1
C00000504,VIP,VIP 客户,MODEL,2025-01-06,\N,1
C00000505,ACTIVE_USER,活跃客户,MODEL,2025-01-25,\N,1
C00000505,REFERRER,推荐人,MODEL,2025-01-25,\N,1
C00000509,LOAN_RISK,风险客户,MODEL,2025-01-02,\N,1
C00000509,VIP,VIP 客户,MODEL,2025-01-02,\N,1
C00000511,REFERRER,推荐人,MODEL,2025-01-30,\N,1
C00000511,ACTIVE_USER,活跃客户,MODEL,2025-01-30,\N,1
C00000514,HIGH_QUALITY,优质客户,MODEL,2025-04-04,\N,1
C00000514,VIP,VIP 客户,MODEL,2025-04-04,\N,1
C00000517,NEW_CUSTOMER,新客,MODEL,2025-02-11,\N,1
C00000517,HIGH_QUALITY,优质客户,MODEL,2025-02-11,\N,1
C00000523,NEW_CUSTOMER,新客,MODEL,2025-05-21,\N,1
C00000532,NEW_CUSTOMER,新客,MODEL,2025-02-18,\N,1
C00000532,LOAN_RISK,风险客户,MODEL,2025-02-18,\N,1
C00000533,ACTIVE_USER,活跃客户,MODEL,2025-04-08,\N,1
C00000534,NEW_CUSTOMER,新客,MODEL,2025-03-26,\N,1
C00000534,VIP,VIP 客户,MODEL,2025-03-26,\N,1
C00000537,LOAN_RISK,风险客户,MODEL,2025-01-05,\N,1
C00000537,VIP,VIP 客户,MODEL,2025-01-05,\N,1
C00000539,LOAN_RISK,风险客户,MODEL,2025-04-21,\N,1
C00000539,HIGH_QUALITY,优质客户,MODEL,2025-04-21,\N,1
C00000540,LOAN_RISK,风险客户,MODEL,2025-04-26,\N,1
C00000540,NEW_CUSTOMER,新客,MODEL,2025-04-26,\N,1
C00000543,ACTIVE_USER,活跃客户,MODEL,2025-02-01,\N,1
C00000543,NEW_CUSTOMER,新客,MODEL,2025-02-01,\N,1
C00000546,ACTIVE_USER,活跃客户,MODEL,2025-02-09,\N,1
C00000546,HIGH_QUALITY,优质客户,MODEL,2025-02-09,\N,1
C00000547,NEW_CUSTOMER,新客,MODEL,2025-03-29,\N,1
C00000549,ACTIVE_USER,活跃客户,MODEL,2025-03-16,\N,1
C00000550,NEW_CUSTOMER,新客,MODEL,2025-05-27,\N,1
C00000552,NEW_CUSTOMER,新客,MODEL,2025-03-29,\N,1
C00000552,ACTIVE_USER,活跃客户,MODEL,2025-03-29,\N,1
C00000557,HIGH_QUALITY,优质客户,MODEL,2025-06-05,\N,1
C00000564,REFERRER,推荐人,MODEL,2025-01-10,\N,1
C00000564,HIGH_QUALITY,优质客户,MODEL,2025-01-10,\N,1
C00000565,NEW_CUSTOMER,新客,MODEL,2025-01-29,\N,1
C00000565,HIGH_QUALITY,优质客户,MODEL,2025-01-29,\N,1
C00000569,HIGH_QUALITY,优质客户,MODEL,2025-05-18,\N,1
C00000569,VIP,VIP 客户,MODEL,2025-05-18,\N,1
C00000570,HIGH_QUALITY,优质客户,MODEL,2025-01-17,\N,1
C00000573,HIGH_QUALITY,优质客户,MODEL,2025-04-10,\N,1
C00000573,LOAN_RISK,风险客户,MODEL,2025-04-10,\N,1
C00000580,NEW_CUSTOMER,新客,MODEL,2025-02-02,\N,1
C00000585,ACTIVE_USER,活跃客户,MODEL,2025-06-02,\N,1
C00000585,NEW_CUSTOMER,新客,MODEL,2025-06-02,\N,1
C00000594,LOAN_RISK,风险客户,MODEL,2025-01-23,\N,1
C00000595,NEW_CUSTOMER,新客,MODEL,2025-05-19,\N,1
C00000597,LOAN_RISK,风险客户,MODEL,2025-06-04,\N,1
C00000598,REFERRER,推荐人,MODEL,2025-04-06,\N,1
C00000599,LOAN_RISK,风险客户,MODEL,2025-04-21,\N,1
C00000600,HIGH_QUALITY,优质客户,MODEL,2025-04-08,\N,1
C00000600,REFERRER,推荐人,MODEL,2025-04-08,\N,1
C00000609,LOAN_RISK,风险客户,MODEL,2025-03-15,\N,1
C00000611,ACTIVE_USER,活跃客户,MODEL,2025-03-15,\N,1
C00000611,LOAN_RISK,风险客户,MODEL,2025-03-15,\N,1
C00000612,NEW_CUSTOMER,新客,MODEL,2025-04-28,\N,1
C00000622,LOAN_RISK,风险客户,MODEL,2025-04-03,\N,1
C00000622,VIP,VIP 客户,MODEL,2025-04-03,\N,1
C00000624,REFERRER,推荐人,MODEL,2025-05-28,\N,1
C00000624,LOAN_RISK,风险客户,MODEL,2025-05-28,\N,1
C00000629,LOAN_RISK,风险客户,MODEL,2025-02-20,\N,1
C00000635,NEW_CUSTOMER,新客,MODEL,2025-02-10,\N,1
C00000639,HIGH_QUALITY,优质客户,MODEL,2025-04-18,\N,1
C00000643,HIGH_QUALITY,优质客户,MODEL,2025-01-28,\N,1
C00000644,ACTIVE_USER,活跃客户,MODEL,2025-06-05,\N,1
C00000648,ACTIVE_USER,活跃客户,MODEL,2025-04-27,\N,1
C00000649,LOAN_RISK,风险客户,MODEL,2025-05-23,\N,1
C00000649,VIP,VIP 客户,MODEL,2025-05-23,\N,1
C00000654,VIP,VIP 客户,MODEL,2025-05-04,\N,1
C00000657,REFERRER,推荐人,MODEL,2025-04-14,\N,1
C00000657,VIP,VIP 客户,MODEL,2025-04-14,\N,1
C00000658,ACTIVE_USER,活跃客户,MODEL,2025-04-30,\N,1
C00000658,HIGH_QUALITY,优质客户,MODEL,2025-04-30,\N,1
C00000662,LOAN_RISK,风险客户,MODEL,2025-03-11,\N,1
C00000664,NEW_CUSTOMER,新客,MODEL,2025-01-31,\N,1
C00000676,ACTIVE_USER,活跃客户,MODEL,2025-05-23,\N,1
C00000686,NEW_CUSTOMER,新客,MODEL,2025-02-25,\N,1
C00000688,LOAN_RISK,风险客户,MODEL,2025-01-16,\N,1
C00000688,REFERRER,推荐人,MODEL,2025-01-16,\N,1
C00000690,NEW_CUSTOMER,新客,MODEL,2025-04-03,\N,1
C00000690,REFERRER,推荐人,MODEL,2025-04-03,\N,1
C00000695,HIGH_QUALITY,优质客户,MODEL,2025-02-27,\N,1
C00000697,HIGH_QUALITY,优质客户,MODEL,2025-02-05,\N,1
C00000697,ACTIVE_USER,活跃客户,MODEL,2025-02-05,\N,1
C00000699,HIGH_QUALITY,优质客户,MODEL,2025-05-22,\N,1
C00000701,NEW_CUSTOMER,新客,MODEL,2025-03-16,\N,1
C00000701,REFERRER,推荐人,MODEL,2025-03-16,\N,1
C00000705,LOAN_RISK,风险客户,MODEL,2025-02-03,\N,1
C00000705,HIGH_QUALITY,优质客户,MODEL,2025-02-03,\N,1
C00000707,LOAN_RISK,风险客户,MODEL,2025-02-17,\N,1
C00000707,NEW_CUSTOMER,新客,MODEL,2025-02-17,\N,1
C00000714,HIGH_QUALITY,优质客户,MODEL,2025-04-03,\N,1
C00000714,REFERRER,推荐人,MODEL,2025-04-03,\N,1
C00000717,LOAN_RISK,风险客户,MODEL,2025-03-17,\N,1
C00000717,HIGH_QUALITY,优质客户,MODEL,2025-03-17,\N,1
C00000720,VIP,VIP 客户,MODEL,2025-04-12,\N,1
C00000722,HIGH_QUALITY,优质客户,MODEL,2025-05-28,\N,1
C00000722,NEW_CUSTOMER,新客,MODEL,2025-05-28,\N,1
C00000724,REFERRER,推荐人,MODEL,2025-01-29,\N,1
C00000724,LOAN_RISK,风险客户,MODEL,2025-01-29,\N,1
C00000725,ACTIVE_USER,活跃客户,MODEL,2025-06-19,\N,1
C00000730,ACTIVE_USER,活跃客户,MODEL,2025-04-13,\N,1
C00000736,REFERRER,推荐人,MODEL,2025-05-11,\N,1
C00000736,VIP,VIP 客户,MODEL,2025-05-11,\N,1
C00000739,HIGH_QUALITY,优质客户,MODEL,2025-05-07,\N,1
C00000739,REFERRER,推荐人,MODEL,2025-05-07,\N,1
C00000742,VIP,VIP 客户,MODEL,2025-01-30,\N,1
C00000742,LOAN_RISK,风险客户,MODEL,2025-01-30,\N,1
C00000743,VIP,VIP 客户,MODEL,2025-04-01,\N,1
C00000743,NEW_CUSTOMER,新客,MODEL,2025-04-01,\N,1
C00000744,HIGH_QUALITY,优质客户,MODEL,2025-04-07,\N,1
C00000746,VIP,VIP 客户,MODEL,2025-01-19,\N,1
C00000746,LOAN_RISK,风险客户,MODEL,2025-01-19,\N,1
C00000754,REFERRER,推荐人,MODEL,2025-06-02,\N,1
C00000754,LOAN_RISK,风险客户,MODEL,2025-06-02,\N,1
C00000757,VIP,VIP 客户,MODEL,2025-02-08,\N,1
C00000766,LOAN_RISK,风险客户,MODEL,2025-01-01,\N,1
C00000766,HIGH_QUALITY,优质客户,MODEL,2025-01-01,\N,1
C00000769,NEW_CUSTOMER,新客,MODEL,2025-05-05,\N,1
C00000770,ACTIVE_USER,活跃客户,MODEL,2025-05-01,\N,1
C00000771,LOAN_RISK,风险客户,MODEL,2025-02-15,\N,1
C00000776,REFERRER,推荐人,MODEL,2025-05-20,\N,1
C00000778,NEW_CUSTOMER,新客,MODEL,2025-01-08,\N,1
C00000785,REFERRER,推荐人,MODEL,2025-03-29,\N,1
C00000785,LOAN_RISK,风险客户,MODEL,2025-03-29,\N,1
C00000792,REFERRER,推荐人,MODEL,2025-05-20,\N,1
C00000792,NEW_CUSTOMER,新客,MODEL,2025-05-20,\N,1
C00000797,LOAN_RISK,风险客户,MODEL,2025-06-28,\N,1
C00000797,REFERRER,推荐人,MODEL,2025-06-28,\N,1
C00000801,HIGH_QUALITY,优质客户,MODEL,2025-06-21,\N,1
C00000803,VIP,VIP 客户,MODEL,2025-02-03,\N,1
C00000803,ACTIVE_USER,活跃客户,MODEL,2025-02-03,\N,1
C00000805,ACTIVE_USER,活跃客户,MODEL,2025-02-12,\N,1
C00000805,REFERRER,推荐人,MODEL,2025-02-12,\N,1
C00000809,ACTIVE_USER,活跃客户,MODEL,2025-06-02,\N,1
C00000809,NEW_CUSTOMER,新客,MODEL,2025-06-02,\N,1
C00000815,ACTIVE_USER,活跃客户,MODEL,2025-01-03,\N,1
C00000817,REFERRER,推荐人,MODEL,2025-03-06,\N,1
C00000821,VIP,VIP 客户,MODEL,2025-02-06,\N,1
C00000822,VIP,VIP 客户,MODEL,2025-02-14,\N,1
C00000822,LOAN_RISK,风险客户,MODEL,2025-02-14,\N,1
C00000825,HIGH_QUALITY,优质客户,MODEL,2025-03-12,\N,1
C00000825,ACTIVE_USER,活跃客户,MODEL,2025-03-12,\N,1
C00000826,NEW_CUSTOMER,新客,MODEL,2025-03-24,\N,1
C00000826,VIP,VIP 客户,MODEL,2025-03-24,\N,1
C00000827,HIGH_QUALITY,优质客户,MODEL,2025-06-06,\N,1
C00000828,ACTIVE_USER,活跃客户,MODEL,2025-03-09,\N,1
C00000828,NEW_CUSTOMER,新客,MODEL,2025-03-09,\N,1
C00000833,REFERRER,推荐人,MODEL,2025-01-24,\N,1
C00000833,LOAN_RISK,风险客户,MODEL,2025-01-24,\N,1
C00000842,HIGH_QUALITY,优质客户,MODEL,2025-01-06,\N,1
C00000846,REFERRER,推荐人,MODEL,2025-02-12,\N,1
C00000848,VIP,VIP 客户,MODEL,2025-05-19,\N,1
C00000848,HIGH_QUALITY,优质客户,MODEL,2025-05-19,\N,1
C00000853,LOAN_RISK,风险客户,MODEL,2025-01-12,\N,1
C00000853,HIGH_QUALITY,优质客户,MODEL,2025-01-12,\N,1
C00000857,HIGH_QUALITY,优质客户,MODEL,2025-06-09,\N,1
C00000863,LOAN_RISK,风险客户,MODEL,2025-01-21,\N,1
C00000864,LOAN_RISK,风险客户,MODEL,2025-04-22,\N,1
C00000866,ACTIVE_USER,活跃客户,MODEL,2025-06-14,\N,1
C00000866,REFERRER,推荐人,MODEL,2025-06-14,\N,1
C00000867,NEW_CUSTOMER,新客,MODEL,2025-01-03,\N,1
C00000867,ACTIVE_USER,活跃客户,MODEL,2025-01-03,\N,1
C00000868,ACTIVE_USER,活跃客户,MODEL,2025-02-15,\N,1
C00000868,REFERRER,推荐人,MODEL,2025-02-15,\N,1
C00000871,NEW_CUSTOMER,新客,MODEL,2025-04-20,\N,1
C00000871,ACTIVE_USER,活跃客户,MODEL,2025-04-20,\N,1
C00000872,NEW_CUSTOMER,新客,MODEL,2025-04-06,\N,1
C00000872,HIGH_QUALITY,优质客户,MODEL,2025-04-06,\N,1
C00000877,NEW_CUSTOMER,新客,MODEL,2025-05-05,\N,1
C00000880,REFERRER,推荐人,MODEL,2025-01-10,\N,1
C00000880,LOAN_RISK,风险客户,MODEL,2025-01-10,\N,1
C00000885,ACTIVE_USER,活跃客户,MODEL,2025-02-06,\N,1
C00000885,LOAN_RISK,风险客户,MODEL,2025-02-06,\N,1
C00000886,NEW_CUSTOMER,新客,MODEL,2025-01-22,\N,1
C00000886,VIP,VIP 客户,MODEL,2025-01-22,\N,1
C00000889,LOAN_RISK,风险客户,MODEL,2025-05-10,\N,1
C00000889,NEW_CUSTOMER,新客,MODEL,2025-05-10,\N,1
C00000890,LOAN_RISK,风险客户,MODEL,2025-01-24,\N,1
C00000895,LOAN_RISK,风险客户,MODEL,2025-04-24,\N,1
C00000896,REFERRER,推荐人,MODEL,2025-05-12,\N,1
C00000896,LOAN_RISK,风险客户,MODEL,2025-05-12,\N,1
C00000904,NEW_CUSTOMER,新客,MODEL,2025-02-12,\N,1
C00000904,ACTIVE_USER,活跃客户,MODEL,2025-02-12,\N,1
C00000907,VIP,VIP 客户,MODEL,2025-01-07,\N,1
