customer_id,device_id,element_id,element_text,page_path,click_time,is_test_data
C00000009,D00000009,link_help,确认,/home,2025-06-29 12:27:01,1
C00000009,D00000009,banner_promo,点我,/kyc,2025-06-29 22:29:44,1
C00000009,D00000009,btn_login,确认,/promo/list,2025-06-25 21:49:05,1
C00000009,D00000009,tab_home,取消,/loan/history,2025-06-28 11:56:10,1
C00000009,D00000009,btn_confirm,点我,/apply,2025-06-29 15:51:55,1
C00000009,D00000009,btn_repay,取消,/promo/list,2025-06-29 13:08:00,1
C00000009,D00000009,btn_apply,确认,/kyc,2025-06-29 12:18:12,1
C00000009,D00000009,link_help,点我,/loan/history,2025-06-28 13:38:14,1
C00000009,D00000009,link_help,点我,/loan/history,2025-06-26 20:47:30,1
C00000009,D00000009,tab_product,点我,/profile,2025-06-29 09:12:06,1
C00000009,D00000009,banner_promo,确认,/kyc,2025-06-28 13:58:30,1
C00000009,D00000009,btn_confirm,点我,/help,2025-06-28 20:51:08,1
C00000010,D00000010,btn_confirm,确认,/promo/list,2025-06-18 12:15:33,1
C00000011,D00000011,btn_apply,取消,/product/list,2025-05-04 19:27:52,1
C00000011,D00000011,btn_confirm,确认,/profile,2025-05-02 21:50:41,1
C00000011,D00000011,btn_apply,取消,/kyc,2025-04-21 12:51:51,1
C00000011,D00000011,btn_apply,确认,/product/list,2025-06-01 13:16:43,1
C00000011,D00000011,tab_home,取消,/product/detail,2025-06-20 20:21:31,1
C00000011,D00000011,link_help,确认,/loan/repay,2025-06-09 12:34:35,1
C00000012,D00000012,btn_login,点我,/help,2025-03-16 22:00:47,1
C00000012,D00000012,btn_apply,取消,/profile,2025-02-08 20:07:30,1
C00000012,D00000012,tab_product,取消,/apply,2025-02-25 21:51:59,1
C00000012,D00000012,btn_apply,取消,/home,2025-04-24 13:59:09,1
C00000012,D00000012,btn_confirm,点我,/loan/history,2025-02-06 13:46:02,1
C00000012,D00000012,tab_home,点我,/product/detail,2025-06-08 12:00:36,1
C00000012,D00000012,banner_promo,确认,/home,2025-02-17 15:05:14,1
C00000013,D00000013,tab_home,取消,/loan/repay,2025-03-21 12:56:26,1
C00000013,D00000013,banner_promo,确认,/home,2025-05-08 20:57:31,1
C00000014,D00000014,btn_confirm,确认,/product/list,2025-02-05 08:36:27,1
C00000014,D00000014,banner_promo,取消,/product/detail,2025-02-05 08:43:42,1
C00000014,D00000014,btn_apply,取消,/product/list,2025-04-04 22:18:08,1
C00000014,D00000014,banner_promo,确认,/help,2025-01-27 00:01:37,1
C00000014,D00000014,btn_confirm,确认,/help,2025-02-06 21:27:07,1
C00000015,D00000015,btn_repay,确认,/loan/repay,2025-04-20 01:28:40,1
C00000015,D00000015,btn_login,取消,/product/detail,2025-04-23 12:55:26,1
C00000015,D00000015,btn_apply,确认,/loan/history,2025-04-19 21:26:36,1
C00000015,D00000015,btn_confirm,确认,/loan/history,2025-03-23 11:03:55,1
C00000015,D00000015,btn_login,确认,/help,2025-04-03 22:08:50,1
C00000015,D00000015,btn_login,点我,/home,2025-05-16 16:24:19,1
C00000015,D00000015,btn_confirm,确认,/profile,2025-04-01 11:36:48,1
C00000015,D00000015,btn_apply,确认,/profile,2025-04-07 21:52:19,1
C00000015,D00000015,link_help,点我,/help,2025-04-01 21:28:37,1
C00000015,D00000015,link_help,取消,/product/detail,2025-05-12 13:38:09,1
C00000016,D00000016,tab_home,确认,/home,2025-02-10 01:28:19,1
C00000016,D00000016,tab_home,确认,/promo/list,2025-04-09 13:02:50,1
C00000016,D00000016,btn_repay,点我,/promo/list,2025-02-16 20:05:53,1
C00000016,D00000016,tab_home,点我,/profile,2025-01-29 19:52:17,1
C00000016,D00000016,btn_apply,确认,/product/list,2025-03-11 17:09:53,1
C00000016,D00000016,banner_promo,取消,/product/detail,2025-01-25 15:15:55,1
C00000016,D00000016,btn_apply,点我,/apply,2025-04-10 10:13:51,1
C00000016,D00000016,btn_repay,取消,/help,2025-01-29 22:54:03,1
C00000017,D00000017,btn_apply,取消,/help,2025-06-16 12:17:13,1
C00000017,D00000017,btn_apply,取消,/home,2025-06-07 22:49:00,1
C00000017,D00000017,btn_repay,确认,/help,2025-06-15 10:22:56,1
C00000017,D00000017,banner_promo,点我,/help,2025-05-28 11:51:24,1
C00000017,D00000017,btn_login,点我,/product/detail,2025-06-11 09:07:28,1
C00000017,D00000017,tab_home,点我,/apply,2025-06-08 18:11:32,1
C00000017,D00000017,link_help,点我,/loan/repay,2025-05-31 20:48:02,1
C00000018,D00000018,btn_confirm,点我,/product/list,2025-02-18 14:26:10,1
C00000018,D00000018,btn_apply,确认,/help,2025-03-22 09:13:41,1
C00000018,D00000018,banner_promo,取消,/product/detail,2025-05-09 21:41:21,1
C00000018,D00000018,btn_repay,确认,/help,2025-04-07 20:52:05,1
C00000019,D00000019,btn_repay,取消,/promo/list,2025-05-12 09:19:05,1
C00000019,D00000019,btn_login,确认,/loan/repay,2025-05-24 12:12:01,1
C00000019,D00000019,link_help,确认,/loan/repay,2025-06-02 12:25:14,1
C00000019,D00000019,banner_promo,取消,/kyc,2025-05-04 13:16:54,1
C00000020,D00000020,tab_product,取消,/product/list,2025-03-27 13:49:26,1
C00000020,D00000020,banner_promo,确认,/kyc,2025-03-29 20:20:48,1
C00000020,D00000020,tab_product,点我,/kyc,2025-05-21 20:14:42,1
C00000020,D00000020,btn_repay,点我,/apply,2025-04-14 12:21:47,1
C00000020,D00000020,link_help,点我,/apply,2025-02-21 20:17:05,1
C00000021,D00000021,btn_confirm,点我,/home,2025-02-03 22:22:42,1
C00000021,D00000021,tab_home,确认,/loan/repay,2025-02-19 19:51:34,1
C00000021,D00000021,btn_repay,取消,/kyc,2025-02-27 06:57:07,1
C00000021,D00000021,btn_apply,点我,/profile,2025-01-20 09:32:39,1
C00000022,D00000022,btn_apply,取消,/help,2025-01-23 02:11:11,1
C00000022,D00000022,banner_promo,确认,/apply,2025-03-12 10:46:41,1
C00000022,D00000022,tab_home,确认,/product/detail,2025-01-21 13:49:11,1
C00000022,D00000022,banner_promo,点我,/product/list,2025-02-20 19:20:34,1
C00000022,D00000022,btn_apply,点我,/apply,2025-03-23 17:13:42,1
C00000022,D00000022,tab_product,取消,/profile,2025-03-18 12:31:40,1
C00000022,D00000022,tab_product,确认,/promo/list,2025-06-11 11:40:33,1
C00000022,D00000022,btn_apply,点我,/loan/repay,2025-02-10 15:34:54,1
C00000022,D00000022,btn_repay,点我,/promo/list,2025-02-16 12:24:54,1
C00000022,D00000022,tab_home,确认,/home,2025-03-05 22:17:23,1
C00000022,D00000022,btn_apply,点我,/kyc,2025-03-28 20:42:29,1
C00000023,D00000023,banner_promo,取消,/kyc,2025-02-19 13:09:45,1
C00000023,D00000023,banner_promo,确认,/product/list,2025-01-07 13:27:30,1
C00000024,D00000024,banner_promo,取消,/product/list,2025-04-14 20:39:08,1
C00000024,D00000024,btn_apply,确认,/loan/repay,2025-04-26 22:31:53,1
C00000025,D00000025,tab_home,点我,/loan/repay,2025-02-17 15:41:01,1
C00000025,D00000025,btn_repay,确认,/product/detail,2025-01-31 12:34:14,1
C00000026,D00000026,tab_home,取消,/promo/list,2025-02-02 18:52:30,1
C00000027,D00000027,link_help,确认,/product/list,2025-02-25 06:34:18,1
C00000028,D00000028,btn_login,取消,/loan/history,2025-05-17 20:55:52,1
C00000028,D00000028,btn_confirm,确认,/profile,2025-05-05 10:11:50,1
C00000028,D00000028,tab_home,点我,/home,2025-05-20 11:55:28,1
C00000029,D00000029,tab_home,点我,/help,2025-05-09 22:52:12,1
C00000029,D00000029,tab_home,取消,/profile,2025-02-21 17:51:21,1
C00000029,D00000029,banner_promo,确认,/apply,2025-02-12 14:11:36,1
C00000029,D00000029,btn_apply,点我,/profile,2025-02-21 13:39:47,1
C00000029,D00000029,tab_product,确认,/help,2025-06-09 12:26:30,1
C00000029,D00000029,link_help,取消,/promo/list,2025-02-11 11:29:05,1
C00000029,D00000029,tab_home,确认,/profile,2025-02-22 18:20:15,1
C00000029,D00000029,banner_promo,点我,/apply,2025-04-14 10:23:03,1
C00000029,D00000029,btn_confirm,确认,/product/list,2025-06-21 02:01:13,1
C00000030,D00000030,btn_repay,取消,/kyc,2025-02-12 12:58:30,1
C00000030,D00000030,banner_promo,确认,/home,2025-04-25 21:48:04,1
C00000030,D00000030,btn_apply,取消,/apply,2025-04-06 19:46:48,1
C00000030,D00000030,btn_login,取消,/help,2025-04-20 07:15:27,1
C00000030,D00000030,btn_apply,确认,/product/list,2025-01-04 21:26:54,1
C00000030,D00000030,tab_product,确认,/loan/repay,2025-02-19 12:25:01,1
C00000030,D00000030,link_help,点我,/kyc,2025-03-29 06:13:40,1
C00000030,D00000030,btn_login,点我,/loan/repay,2025-02-15 15:33:35,1
C00000030,D00000030,banner_promo,点我,/kyc,2025-01-13 21:17:11,1
C00000030,D00000030,tab_product,点我,/product/list,2025-03-10 13:51:12,1
C00000030,D00000030,link_help,点我,/loan/history,2025-02-19 09:57:34,1
C00000030,D00000030,tab_home,确认,/profile,2025-04-04 07:35:59,1
C00000030,D00000030,btn_confirm,确认,/apply,2025-02-22 22:53:44,1
C00000031,D00000031,btn_confirm,点我,/profile,2025-02-28 12:51:15,1
C00000031,D00000031,tab_product,取消,/loan/history,2025-03-17 12:29:21,1
C00000031,D00000031,link_help,点我,/kyc,2025-01-28 12:03:39,1
C00000031,D00000031,btn_repay,取消,/loan/repay,2025-05-21 17:12:51,1
C00000031,D00000031,btn_login,确认,/loan/history,2025-04-05 22:36:50,1
C00000031,D00000031,btn_repay,确认,/apply,2025-06-15 13:04:29,1
C00000031,D00000031,banner_promo,点我,/home,2025-02-01 07:03:52,1
C00000031,D00000031,banner_promo,确认,/loan/repay,2025-01-28 12:04:43,1
C00000031,D00000031,tab_product,点我,/profile,2025-04-13 13:48:39,1
C00000031,D00000031,btn_repay,点我,/apply,2025-02-26 12:44:14,1
C00000031,D00000031,btn_login,确认,/profile,2025-02-06 06:57:37,1
C00000031,D00000031,tab_home,点我,/help,2025-02-16 13:45:19,1
C00000032,D00000032,btn_confirm,取消,/kyc,2025-02-28 16:08:40,1
C00000032,D00000032,tab_home,点我,/product/list,2025-04-18 12:07:43,1
C00000032,D00000032,btn_confirm,确认,/product/list,2025-03-07 20:49:00,1
C00000032,D00000032,tab_home,确认,/loan/history,2025-01-11 17:03:27,1
C00000032,D00000032,link_help,确认,/kyc,2025-01-12 07:13:49,1
C00000032,D00000032,btn_login,取消,/home,2025-02-25 09:38:32,1
C00000032,D00000032,btn_repay,确认,/help,2025-01-31 16:17:44,1
C00000032,D00000032,link_help,点我,/product/list,2025-04-28 21:02:12,1
C00000032,D00000032,btn_confirm,确认,/kyc,2025-03-24 00:50:36,1
C00000033,D00000033,link_help,取消,/loan/history,2025-03-02 11:19:02,1
C00000033,D00000033,btn_repay,取消,/apply,2025-02-26 12:16:22,1
C00000033,D00000033,link_help,确认,/loan/history,2025-01-31 18:42:28,1
C00000033,D00000033,link_help,点我,/home,2025-02-01 12:35:05,1
C00000033,D00000033,btn_apply,确认,/loan/history,2025-04-25 20:39:18,1
C00000034,D00000034,tab_home,取消,/product/detail,2025-06-24 13:35:58,1
C00000034,D00000034,btn_login,确认,/help,2025-06-13 08:28:21,1
C00000034,D00000034,banner_promo,确认,/loan/repay,2025-06-08 17:31:06,1
C00000034,D00000034,tab_home,确认,/home,2025-06-02 18:20:13,1
C00000035,D00000035,btn_apply,点我,/loan/repay,2025-04-14 10:00:31,1
C00000035,D00000035,btn_apply,确认,/loan/repay,2025-03-31 21:52:05,1
C00000035,D00000035,tab_home,取消,/loan/repay,2025-04-29 21:40:37,1
C00000035,D00000035,btn_login,点我,/loan/repay,2025-05-04 20:17:59,1
C00000036,D00000036,banner_promo,确认,/product/list,2025-01-29 22:45:56,1
C00000036,D00000036,btn_confirm,确认,/loan/history,2025-04-07 22:11:48,1
C00000036,D00000036,link_help,取消,/help,2025-03-25 20:42:44,1
C00000036,D00000036,btn_login,确认,/help,2025-04-05 22:39:55,1
C00000036,D00000036,btn_login,取消,/product/detail,2025-04-15 11:24:31,1
C00000036,D00000036,btn_login,确认,/promo/list,2025-02-08 12:22:05,1
C00000036,D00000036,btn_repay,取消,/loan/history,2025-02-13 13:46:21,1
C00000036,D00000036,btn_repay,点我,/apply,2025-05-07 21:26:55,1
C00000036,D00000036,link_help,确认,/loan/history,2025-03-05 16:25:32,1
C00000036,D00000036,tab_home,确认,/loan/repay,2025-03-02 23:05:59,1
C00000037,D00000037,tab_product,取消,/profile,2025-05-24 10:03:08,1
C00000037,D00000037,tab_home,确认,/promo/list,2025-05-23 15:45:37,1
C00000037,D00000037,btn_confirm,取消,/product/list,2025-06-13 22:58:15,1
C00000038,D00000038,btn_confirm,取消,/profile,2025-04-04 12:14:26,1
C00000038,D00000038,btn_repay,点我,/home,2025-04-25 22:44:34,1
C00000038,D00000038,link_help,点我,/loan/repay,2025-03-02 17:45:53,1
C00000038,D00000038,banner_promo,确认,/product/list,2025-01-30 14:13:34,1
C00000038,D00000038,btn_apply,取消,/promo/list,2025-02-14 14:57:21,1
C00000038,D00000038,banner_promo,确认,/product/detail,2025-05-17 02:58:43,1
C00000038,D00000038,tab_product,点我,/kyc,2025-03-26 12:15:15,1
C00000038,D00000038,btn_login,取消,/loan/repay,2025-03-22 21:06:44,1
C00000039,D00000039,btn_apply,取消,/help,2025-03-23 00:28:55,1
C00000039,D00000039,banner_promo,确认,/loan/history,2025-02-04 01:19:55,1
C00000039,D00000039,btn_confirm,确认,/help,2025-04-07 21:59:36,1
C00000039,D00000039,btn_apply,确认,/loan/history,2025-02-22 20:10:24,1
C00000039,D00000039,banner_promo,确认,/product/detail,2025-02-06 12:31:33,1
C00000039,D00000039,btn_repay,确认,/product/list,2025-03-18 10:05:49,1
C00000040,D00000040,btn_confirm,点我,/loan/history,2025-05-02 13:28:44,1
C00000040,D00000040,btn_apply,点我,/product/detail,2025-06-22 08:46:14,1
C00000040,D00000040,btn_apply,取消,/promo/list,2025-06-13 08:44:26,1
C00000040,D00000040,link_help,取消,/promo/list,2025-05-08 21:25:50,1
C00000040,D00000040,btn_confirm,取消,/home,2025-05-29 16:36:51,1
C00000040,D00000040,btn_confirm,取消,/kyc,2025-06-07 22:27:29,1
C00000040,D00000040,tab_home,确认,/help,2025-06-14 21:22:18,1
C00000040,D00000040,btn_login,确认,/product/detail,2025-05-17 21:11:30,1
C00000040,D00000040,btn_apply,点我,/help,2025-06-12 21:01:54,1
C00000041,D00000041,tab_home,取消,/apply,2025-03-01 21:13:10,1
C00000041,D00000041,link_help,点我,/promo/list,2025-03-28 13:50:25,1
C00000042,D00000042,tab_home,确认,/kyc,2025-01-13 20:47:25,1
C00000042,D00000042,tab_home,取消,/help,2025-02-23 21:10:32,1
C00000042,D00000042,banner_promo,确认,/loan/repay,2025-04-03 20:52:57,1
C00000042,D00000042,tab_home,取消,/loan/repay,2025-01-22 20:33:25,1
C00000042,D00000042,tab_product,取消,/apply,2025-03-27 10:45:47,1
C00000042,D00000042,link_help,取消,/product/list,2025-02-24 22:10:24,1
C00000042,D00000042,btn_repay,取消,/promo/list,2025-04-02 19:09:56,1
C00000042,D00000042,tab_product,点我,/home,2025-04-03 18:05:05,1
C00000042,D00000042,btn_confirm,取消,/product/list,2025-01-10 12:35:23,1
C00000042,D00000042,banner_promo,取消,/help,2025-05-18 09:32:54,1
C00000042,D00000042,btn_login,点我,/product/list,2025-03-18 13:53:22,1
C00000043,D00000043,btn_login,取消,/loan/history,2025-04-20 06:18:37,1
C00000043,D00000043,link_help,确认,/promo/list,2025-03-18 20:29:45,1
C00000043,D00000043,btn_login,取消,/loan/history,2025-04-13 02:08:04,1
C00000044,D00000044,banner_promo,取消,/help,2025-05-14 16:23:52,1
C00000044,D00000044,banner_promo,确认,/kyc,2025-06-02 12:39:29,1
C00000044,D00000044,btn_login,确认,/loan/history,2025-06-01 21:07:54,1
C00000044,D00000044,btn_apply,点我,/home,2025-05-24 13:18:02,1
C00000044,D00000044,btn_repay,取消,/loan/repay,2025-05-20 20:15:57,1
C00000044,D00000044,link_help,点我,/product/detail,2025-05-20 20:18:03,1
C00000045,D00000045,btn_confirm,确认,/profile,2025-05-16 20:43:34,1
C00000045,D00000045,tab_home,确认,/kyc,2025-05-14 13:04:10,1
C00000045,D00000045,link_help,确认,/home,2025-06-03 21:58:50,1
C00000045,D00000045,link_help,确认,/home,2025-06-07 21:40:20,1
C00000045,D00000045,btn_repay,取消,/loan/repay,2025-06-03 21:58:39,1
C00000045,D00000045,btn_repay,取消,/help,2025-06-15 08:54:20,1
C00000045,D00000045,btn_apply,点我,/product/list,2025-05-16 12:27:08,1
C00000045,D00000045,btn_repay,取消,/product/list,2025-05-22 21:48:03,1
C00000046,D00000046,btn_apply,确认,/product/detail,2025-02-26 21:56:31,1
C00000046,D00000046,btn_login,点我,/loan/history,2025-02-16 13:24:58,1
C00000047,D00000047,btn_login,取消,/help,2025-06-10 12:12:16,1
C00000047,D00000047,btn_confirm,点我,/product/list,2025-06-01 12:52:57,1
C00000047,D00000047,tab_product,点我,/product/list,2025-05-16 19:31:15,1
C00000047,D00000047,tab_product,点我,/loan/repay,2025-04-27 18:20:34,1
C00000047,D00000047,tab_product,点我,/loan/repay,2025-04-27 18:57:10,1
C00000047,D00000047,banner_promo,确认,/loan/repay,2025-05-23 22:51:04,1
C00000048,D00000048,banner_promo,取消,/profile,2025-06-23 20:58:02,1
C00000048,D00000048,btn_repay,取消,/kyc,2025-06-16 22:46:38,1
C00000048,D00000048,link_help,确认,/loan/history,2025-06-23 20:04:48,1
C00000049,D00000049,btn_apply,取消,/profile,2025-05-25 15:20:38,1
C00000049,D00000049,btn_login,确认,/home,2025-05-10 22:31:30,1
C00000049,D00000049,btn_confirm,确认,/kyc,2025-05-18 13:05:57,1
C00000049,D00000049,link_help,取消,/loan/history,2025-05-31 06:35:45,1
C00000050,D00000050,btn_repay,点我,/kyc,2025-06-07 11:18:45,1
C00000050,D00000050,btn_confirm,取消,/product/list,2025-06-02 22:39:43,1
C00000050,D00000050,btn_confirm,点我,/promo/list,2025-06-12 09:34:07,1
C00000050,D00000050,tab_home,取消,/loan/history,2025-06-13 13:16:12,1
C00000050,D00000050,btn_apply,点我,/home,2025-06-03 20:43:13,1
C00000050,D00000050,btn_apply,点我,/loan/repay,2025-06-24 12:52:51,1
C00000050,D00000050,banner_promo,确认,/loan/repay,2025-06-03 13:24:45,1
C00000050,D00000050,tab_product,点我,/apply,2025-06-06 01:19:09,1
C00000051,D00000051,btn_repay,确认,/apply,2025-02-28 11:59:02,1
C00000051,D00000051,tab_product,取消,/loan/history,2025-01-20 13:03:32,1
C00000051,D00000051,banner_promo,取消,/product/detail,2025-01-27 22:57:01,1
C00000051,D00000051,link_help,取消,/apply,2025-03-09 09:53:15,1
C00000051,D00000051,btn_confirm,点我,/kyc,2025-02-01 22:21:47,1
C00000051,D00000051,link_help,确认,/apply,2025-03-04 17:35:12,1
C00000051,D00000051,tab_home,取消,/loan/repay,2025-03-21 16:57:30,1
C00000051,D00000051,banner_promo,确认,/kyc,2025-01-28 21:44:06,1
C00000051,D00000051,btn_login,确认,/home,2025-05-16 20:56:00,1
C00000052,D00000052,btn_login,确认,/help,2025-05-20 22:05:38,1
C00000052,D00000052,btn_confirm,点我,/loan/repay,2025-05-08 07:44:10,1
C00000052,D00000052,btn_login,取消,/loan/repay,2025-05-03 13:06:03,1
C00000053,D00000053,banner_promo,点我,/help,2025-03-07 02:42:48,1
C00000053,D00000053,btn_confirm,确认,/apply,2025-05-15 15:17:00,1
C00000053,D00000053,btn_apply,确认,/help,2025-04-20 22:47:05,1
C00000053,D00000053,btn_confirm,确认,/loan/history,2025-03-13 17:00:27,1
C00000053,D00000053,btn_apply,取消,/product/detail,2025-05-01 13:06:42,1
C00000053,D00000053,btn_apply,确认,/loan/history,2025-04-25 00:20:04,1
C00000053,D00000053,tab_product,取消,/loan/history,2025-04-15 23:15:20,1
C00000053,D00000053,link_help,取消,/home,2025-05-13 20:17:30,1
C00000053,D00000053,banner_promo,取消,/product/list,2025-03-07 22:56:03,1
C00000054,D00000054,btn_apply,取消,/loan/repay,2025-04-29 18:16:27,1
C00000054,D00000054,btn_confirm,点我,/home,2025-05-07 21:16:39,1
C00000054,D00000054,btn_login,点我,/product/list,2025-06-10 12:41:17,1
C00000054,D00000054,btn_confirm,确认,/home,2025-03-08 20:25:05,1
C00000054,D00000054,btn_login,取消,/apply,2025-04-08 16:55:05,1
C00000054,D00000054,tab_home,点我,/apply,2025-05-10 14:42:26,1
C00000055,D00000055,tab_product,取消,/apply,2025-06-03 12:42:35,1
C00000055,D00000055,tab_product,确认,/product/detail,2025-02-17 20:09:31,1
C00000055,D00000055,link_help,取消,/loan/repay,2025-03-27 06:24:45,1
C00000055,D00000055,tab_home,点我,/product/detail,2025-03-28 21:27:19,1
C00000055,D00000055,btn_apply,确认,/loan/repay,2025-03-10 22:02:56,1
C00000055,D00000055,btn_confirm,点我,/help,2025-05-01 20:17:00,1
C00000055,D00000055,banner_promo,点我,/product/detail,2025-03-26 08:44:41,1
C00000056,D00000056,banner_promo,确认,/product/list,2025-02-11 09:42:55,1
C00000056,D00000056,link_help,确认,/loan/history,2025-02-19 12:16:40,1
C00000056,D00000056,btn_apply,取消,/home,2025-04-23 02:37:33,1
C00000057,D00000057,btn_login,确认,/profile,2025-06-01 20:49:07,1
C00000058,D00000058,btn_confirm,确认,/apply,2025-06-02 22:52:46,1
C00000058,D00000058,banner_promo,确认,/loan/history,2025-06-22 13:18:40,1
C00000058,D00000058,link_help,点我,/product/list,2025-06-09 17:06:52,1
C00000059,D00000059,link_help,取消,/promo/list,2025-06-18 11:03:55,1
C00000059,D00000059,tab_product,取消,/home,2025-05-25 07:27:25,1
C00000060,D00000060,tab_product,点我,/product/list,2025-05-13 12:00:01,1
C00000060,D00000060,btn_apply,点我,/apply,2025-05-01 13:19:09,1
C00000060,D00000060,tab_home,点我,/product/detail,2025-06-18 12:06:07,1
C00000060,D00000060,btn_login,确认,/home,2025-04-18 19:17:23,1
C00000060,D00000060,tab_product,确认,/loan/history,2025-04-20 21:18:30,1
C00000060,D00000060,tab_product,点我,/product/detail,2025-05-22 20:07:37,1
C00000060,D00000060,btn_login,点我,/loan/history,2025-06-16 00:12:23,1
C00000061,D00000061,btn_repay,点我,/loan/repay,2025-01-31 12:22:39,1
C00000061,D00000061,banner_promo,点我,/kyc,2025-03-06 13:15:40,1
C00000061,D00000061,banner_promo,点我,/product/list,2025-03-01 16:39:26,1
C00000061,D00000061,btn_apply,点我,/profile,2025-03-20 12:07:56,1
C00000061,D00000061,banner_promo,点我,/product/list,2025-03-21 22:56:09,1
C00000061,D00000061,btn_confirm,确认,/help,2025-03-11 20:21:48,1
C00000061,D00000061,link_help,取消,/promo/list,2025-02-23 07:49:24,1
C00000061,D00000061,btn_login,点我,/home,2025-05-31 18:16:24,1
C00000061,D00000061,btn_confirm,确认,/apply,2025-03-29 02:20:56,1
C00000062,D00000062,btn_apply,点我,/product/detail,2025-04-08 12:53:19,1
C00000062,D00000062,tab_home,取消,/apply,2025-01-31 21:22:29,1
C00000062,D00000062,btn_confirm,取消,/loan/repay,2025-04-02 12:16:03,1
C00000062,D00000062,btn_repay,确认,/loan/repay,2025-05-28 13:16:45,1
C00000062,D00000062,banner_promo,点我,/loan/history,2025-02-06 21:48:32,1
C00000062,D00000062,btn_login,确认,/loan/history,2025-02-12 20:08:19,1
C00000062,D00000062,btn_confirm,确认,/home,2025-03-13 15:51:42,1
C00000063,D00000063,tab_product,点我,/product/list,2025-04-06 11:05:47,1
C00000063,D00000063,banner_promo,确认,/promo/list,2025-04-19 14:03:19,1
C00000064,D00000064,btn_login,取消,/loan/history,2025-03-29 13:38:25,1
C00000064,D00000064,tab_product,取消,/help,2025-03-16 13:19:57,1
C00000064,D00000064,link_help,点我,/home,2025-03-07 11:59:39,1
C00000064,D00000064,tab_home,点我,/apply,2025-03-08 21:02:37,1
C00000064,D00000064,btn_repay,点我,/product/list,2025-03-16 21:46:01,1
C00000064,D00000064,btn_repay,取消,/loan/repay,2025-03-18 20:39:00,1
C00000065,D00000065,banner_promo,点我,/home,2025-03-23 08:41:10,1
C00000065,D00000065,btn_apply,取消,/kyc,2025-03-12 18:57:54,1
C00000065,D00000065,btn_login,点我,/profile,2025-02-01 21:58:50,1
C00000065,D00000065,tab_product,确认,/promo/list,2025-02-19 15:43:10,1
C00000065,D00000065,tab_product,取消,/loan/repay,2025-04-03 22:19:53,1
