biz_date,loan_id,fee_type,amount,is_test_data
2025-04-09,LN20250310000001,SERVICE_FEE,269.19,1
2025-04-22,LN20250323000001,SERVICE_FEE,436.78,1
2025-04-07,LN20250308000001,SERVICE_FEE,300.00,1
2025-03-26,LN20250224000001,SERVICE_FEE,59.77,1
2025-03-11,LN20250209000003,SERVICE_FEE,10.00,1
2025-06-14,LN20250515000001,SERVICE_FEE,200.00,1
2025-06-04,LN20250505000001,SERVICE_FEE,285.70,1
2025-06-13,LN20250514000001,SERVICE_FEE,50.00,1
2025-05-11,LN20250411000002,SERVICE_FEE,839.69,1
2025-04-12,LN20250313000001,SERVICE_FEE,450.00,1
2025-04-27,LN20250328000001,SERVICE_FEE,79.22,1
2025-04-10,LN20250311000002,SERVICE_FEE,150.00,1
2025-03-25,LN20250223000002,SERVICE_FEE,200.00,1
2025-04-15,LN20250316000002,SERVICE_FEE,710.81,1
2025-04-11,LN20250312000001,SERVICE_FEE,400.00,1
2025-04-21,LN20250322000001,SERVICE_FEE,400.00,1
2025-04-25,LN20250326000001,SERVICE_FEE,80.00,1
2025-06-10,LN20250511000002,SERVICE_FEE,592.61,1
2025-06-02,LN20250503000001,SERVICE_FEE,40.00,1
2025-04-16,LN20250317000001,SERVICE_FEE,450.00,1
2025-03-03,LN20250201000001,SERVICE_FEE,10.00,1
2025-03-12,LN20250210000002,SERVICE_FEE,50.00,1
2025-03-20,LN20250218000002,SERVICE_FEE,20.00,1
2025-04-25,LN20250326000002,SERVICE_FEE,12.41,1
2025-05-06,LN20250406000001,SERVICE_FEE,50.00,1
2025-05-12,LN20250412000001,SERVICE_FEE,20.00,1
2025-02-17,LN20250118000001,SERVICE_FEE,16.48,1
2025-03-26,LN20250224000002,SERVICE_FEE,300.00,1
2025-03-04,LN20250202000001,SERVICE_FEE,827.81,1
2025-02-28,LN20250129000001,SERVICE_FEE,40.00,1
2025-02-23,LN20250124000002,SERVICE_FEE,449.39,1
2025-06-28,LN20250529000001,SERVICE_FEE,450.00,1
2025-03-18,LN20250216000002,SERVICE_FEE,27.22,1
2025-03-25,LN20250223000003,SERVICE_FEE,474.80,1
2025-06-29,LN20250530000001,SERVICE_FEE,50.00,1
2025-02-20,LN20250121000001,SERVICE_FEE,250.00,1
2025-04-03,LN20250304000005,SERVICE_FEE,64.88,1
2025-03-17,LN20250215000002,SERVICE_FEE,34.05,1
2025-03-27,LN20250225000001,SERVICE_FEE,192.62,1
2025-05-09,LN20250409000001,SERVICE_FEE,30.00,1
2025-06-11,LN20250512000001,SERVICE_FEE,85.27,1
2025-06-25,LN20250526000003,SERVICE_FEE,56.42,1
2025-03-30,LN20250228000001,SERVICE_FEE,854.22,1
2025-03-23,LN20250221000002,SERVICE_FEE,100.00,1
2025-03-05,LN20250203000002,SERVICE_FEE,204.99,1
2025-03-15,LN20250213000002,SERVICE_FEE,1500.00,1
2025-06-26,LN20250527000001,SERVICE_FEE,50.00,1
2025-03-17,LN20250215000003,SERVICE_FEE,100.00,1
2025-04-20,LN20250321000001,SERVICE_FEE,21.84,1
2025-05-31,LN20250501000001,SERVICE_FEE,200.00,1
2025-05-25,LN20250425000002,SERVICE_FEE,13.37,1
2025-04-27,LN20250328000002,SERVICE_FEE,100.00,1
2025-04-05,LN20250306000001,SERVICE_FEE,882.38,1
2025-04-05,LN20250306000002,SERVICE_FEE,80.00,1
2025-03-14,LN20250212000002,SERVICE_FEE,181.93,1
2025-05-04,LN20250404000001,SERVICE_FEE,25.00,1
2025-04-16,LN20250317000002,SERVICE_FEE,100.00,1
2025-04-01,LN20250302000001,SERVICE_FEE,40.00,1
2025-05-22,LN20250422000001,SERVICE_FEE,5.00,1
2025-05-09,LN20250409000002,SERVICE_FEE,40.00,1
2025-05-05,LN20250405000001,SERVICE_FEE,80.00,1
2025-04-19,LN20250320000001,SERVICE_FEE,600.00,1
2025-06-22,LN20250523000001,SERVICE_FEE,820.69,1
2025-06-27,LN20250528000001,SERVICE_FEE,10.00,1
2025-05-27,LN20250427000001,SERVICE_FEE,279.06,1
2025-06-15,LN20250516000003,SERVICE_FEE,300.00,1
2025-04-23,LN20250324000001,SERVICE_FEE,251.95,1
2025-05-22,LN20250422000002,SERVICE_FEE,100.00,1
2025-05-28,LN20250428000001,SERVICE_FEE,33.99,1
2025-06-05,LN20250506000001,SERVICE_FEE,50.00,1
2025-06-12,LN20250513000002,SERVICE_FEE,20.00,1
2025-06-23,LN20250524000001,SERVICE_FEE,770.77,1
2025-03-06,LN20250204000002,SERVICE_FEE,200.00,1
2025-03-20,LN20250218000003,SERVICE_FEE,200.00,1
2025-02-17,LN20250118000002,SERVICE_FEE,300.00,1
2025-04-16,LN20250317000003,SERVICE_FEE,82.97,1
2025-03-16,LN20250214000003,SERVICE_FEE,595.36,1
2025-03-15,LN20250213000003,SERVICE_FEE,160.00,1
2025-03-20,LN20250218000004,SERVICE_FEE,100.00,1
2025-06-13,LN20250514000002,SERVICE_FEE,300.00,1
2025-05-11,LN20250411000003,SERVICE_FEE,563.03,1
2025-04-09,LN20250310000002,SERVICE_FEE,50.00,1
2025-03-30,LN20250228000002,SERVICE_FEE,256.99,1
2025-03-18,LN20250216000003,SERVICE_FEE,80.00,1
2025-04-27,LN20250328000003,SERVICE_FEE,20.00,1
2025-05-05,LN20250405000002,SERVICE_FEE,250.00,1
2025-05-01,LN20250401000001,SERVICE_FEE,73.75,1
2025-04-08,LN20250309000002,SERVICE_FEE,137.63,1
2025-06-25,LN20250526000004,SERVICE_FEE,300.00,1
2025-06-28,LN20250529000002,SERVICE_FEE,200.00,1
2025-04-05,LN20250306000003,SERVICE_FEE,20.00,1
2025-05-18,LN20250418000001,SERVICE_FEE,594.17,1
2025-04-25,LN20250326000003,SERVICE_FEE,400.00,1
2025-04-16,LN20250317000004,SERVICE_FEE,10.00,1
2025-04-28,LN20250329000001,SERVICE_FEE,10.00,1
2025-04-03,LN20250304000006,SERVICE_FEE,20.00,1
2025-04-08,LN20250309000003,SERVICE_FEE,279.56,1
2025-04-04,LN20250305000001,SERVICE_FEE,400.00,1
2025-05-03,LN20250403000001,SERVICE_FEE,31.98,1
2025-04-23,LN20250324000002,SERVICE_FEE,200.00,1
2025-04-22,LN20250323000002,SERVICE_FEE,50.00,1
2025-05-18,LN20250418000002,SERVICE_FEE,5.00,1
2025-05-11,LN20250411000004,SERVICE_FEE,590.32,1
2025-04-27,LN20250328000004,SERVICE_FEE,119.98,1
2025-04-14,LN20250315000001,SERVICE_FEE,212.79,1
2025-03-25,LN20250223000004,SERVICE_FEE,250.00,1
2025-04-16,LN20250317000005,SERVICE_FEE,243.59,1
2025-03-09,LN20250207000002,SERVICE_FEE,48.06,1
2025-03-27,LN20250225000002,SERVICE_FEE,221.41,1
2025-04-26,LN20250327000003,SERVICE_FEE,20.00,1
2025-04-24,LN20250325000001,SERVICE_FEE,528.74,1
2025-03-26,LN20250224000003,SERVICE_FEE,300.00,1
2025-03-22,LN20250220000001,SERVICE_FEE,100.00,1
2025-03-24,LN20250222000002,SERVICE_FEE,100.00,1
2025-04-26,LN20250327000004,SERVICE_FEE,591.78,1
2025-03-17,LN20250215000004,SERVICE_FEE,300.00,1
2025-04-08,LN20250309000004,SERVICE_FEE,10.46,1
2025-04-27,LN20250328000005,SERVICE_FEE,400.00,1
2025-03-07,LN20250205000001,SERVICE_FEE,85.28,1
2025-06-05,LN20250506000002,SERVICE_FEE,536.60,1
2025-06-19,LN20250520000001,SERVICE_FEE,100.00,1
2025-05-12,LN20250412000002,SERVICE_FEE,20.00,1
2025-05-19,LN20250419000001,SERVICE_FEE,40.95,1
2025-05-07,LN20250407000002,SERVICE_FEE,152.88,1
2025-04-28,LN20250329000002,SERVICE_FEE,95.82,1
2025-04-21,LN20250322000002,SERVICE_FEE,300.00,1
2025-04-09,LN20250310000003,SERVICE_FEE,100.00,1
2025-04-12,LN20250313000002,SERVICE_FEE,559.50,1
2025-03-03,LN20250201000002,SERVICE_FEE,385.25,1
2025-03-31,LN20250301000002,SERVICE_FEE,479.12,1
2025-03-14,LN20250212000003,SERVICE_FEE,88.47,1
2025-03-09,LN20250207000003,SERVICE_FEE,148.31,1
2025-04-23,LN20250324000003,SERVICE_FEE,900.00,1
2025-06-02,LN20250503000002,SERVICE_FEE,133.05,1
2025-04-01,LN20250302000002,SERVICE_FEE,200.00,1
2025-04-11,LN20250312000002,SERVICE_FEE,100.00,1
2025-03-24,LN20250222000003,SERVICE_FEE,37.28,1
2025-04-02,LN20250303000001,SERVICE_FEE,20.00,1
2025-03-21,LN20250219000001,SERVICE_FEE,80.00,1
2025-03-17,LN20250215000005,SERVICE_FEE,628.08,1
2025-06-25,LN20250526000005,SERVICE_FEE,290.89,1
2025-06-16,LN20250517000001,SERVICE_FEE,656.97,1
2025-03-30,LN20250228000003,SERVICE_FEE,563.10,1
2025-03-29,LN20250227000003,SERVICE_FEE,470.02,1
2025-03-30,LN20250228000004,SERVICE_FEE,200.00,1
2025-04-02,LN20250303000002,SERVICE_FEE,400.00,1
2025-02-24,LN20250125000002,SERVICE_FEE,845.30,1
2025-03-25,LN20250223000005,SERVICE_FEE,50.00,1
2025-03-06,LN20250204000003,SERVICE_FEE,150.00,1
2025-03-10,LN20250208000001,SERVICE_FEE,400.00,1
2025-04-17,LN20250318000002,SERVICE_FEE,200.00,1
2025-03-03,LN20250201000003,SERVICE_FEE,20.00,1
2025-03-20,LN20250218000005,SERVICE_FEE,200.00,1
2025-04-06,LN20250307000001,SERVICE_FEE,200.00,1
2025-05-09,LN20250409000003,SERVICE_FEE,179.04,1
2025-03-30,LN20250228000005,SERVICE_FEE,20.00,1
2025-03-25,LN20250223000006,SERVICE_FEE,75.00,1
2025-06-09,LN20250510000001,SERVICE_FEE,79.73,1
2025-06-24,LN20250525000001,SERVICE_FEE,61.19,1
2025-06-12,LN20250513000003,SERVICE_FEE,50.00,1
2025-06-24,LN20250525000002,SERVICE_FEE,587.90,1
2025-05-08,LN20250408000001,SERVICE_FEE,200.00,1
2025-05-11,LN20250411000005,SERVICE_FEE,100.00,1
2025-04-25,LN20250326000004,SERVICE_FEE,740.06,1
2025-03-22,LN20250220000002,SERVICE_FEE,259.00,1
2025-04-22,LN20250323000003,SERVICE_FEE,847.92,1
2025-03-13,LN20250211000001,SERVICE_FEE,20.00,1
2025-02-21,LN20250122000001,SERVICE_FEE,17.48,1
2025-03-22,LN20250220000003,SERVICE_FEE,50.00,1
2025-03-28,LN20250226000001,SERVICE_FEE,424.84,1
2025-03-22,LN20250220000004,SERVICE_FEE,100.00,1
2025-03-01,LN20250130000002,SERVICE_FEE,376.42,1
2025-02-21,LN20250122000002,SERVICE_FEE,20.00,1
2025-02-28,LN20250129000002,SERVICE_FEE,300.00,1
2025-03-21,LN20250219000002,SERVICE_FEE,719.50,1
2025-05-01,LN20250401000002,SERVICE_FEE,125.36,1
2025-04-06,LN20250307000002,SERVICE_FEE,25.00,1
2025-03-24,LN20250222000004,SERVICE_FEE,284.54,1
2025-04-12,LN20250313000003,SERVICE_FEE,10.00,1
2025-06-03,LN20250504000002,SERVICE_FEE,300.00,1
2025-06-28,LN20250529000003,SERVICE_FEE,200.00,1
2025-03-29,LN20250227000004,SERVICE_FEE,179.64,1
2025-04-08,LN20250309000005,SERVICE_FEE,300.00,1
2025-03-30,LN20250228000006,SERVICE_FEE,1362.31,1
2025-04-11,LN20250312000003,SERVICE_FEE,50.00,1
2025-06-16,LN20250517000002,SERVICE_FEE,10.00,1
2025-06-13,LN20250514000003,SERVICE_FEE,30.00,1
2025-03-29,LN20250227000005,SERVICE_FEE,160.00,1
2025-03-11,LN20250209000004,SERVICE_FEE,135.47,1
2025-04-09,LN20250310000004,SERVICE_FEE,998.15,1
2025-03-30,LN20250228000007,SERVICE_FEE,10.00,1
2025-05-22,LN20250422000003,SERVICE_FEE,10.00,1
2025-05-09,LN20250409000004,SERVICE_FEE,50.00,1
2025-03-13,LN20250211000002,SERVICE_FEE,49.00,1
2025-04-28,LN20250329000003,SERVICE_FEE,139.56,1
2025-05-21,LN20250421000001,SERVICE_FEE,15.86,1
2025-06-07,LN20250508000001,SERVICE_FEE,20.00,1
2025-06-24,LN20250525000003,SERVICE_FEE,18.34,1
2025-06-16,LN20250517000003,SERVICE_FEE,20.00,1
2025-05-24,LN20250424000002,SERVICE_FEE,362.38,1
2025-06-02,LN20250503000003,SERVICE_FEE,5.37,1
2025-03-12,LN20250210000003,SERVICE_FEE,50.00,1
2025-03-03,LN20250201000004,SERVICE_FEE,512.15,1
2025-04-11,LN20250312000004,SERVICE_FEE,438.67,1
2025-03-31,LN20250301000003,SERVICE_FEE,25.00,1
2025-03-31,LN20250301000004,SERVICE_FEE,199.58,1
2025-04-15,LN20250316000003,SERVICE_FEE,10.00,1
2025-04-17,LN20250318000003,SERVICE_FEE,1388.74,1
2025-06-16,LN20250517000004,SERVICE_FEE,74.35,1
2025-06-25,LN20250526000006,SERVICE_FEE,16.12,1
2025-06-04,LN20250505000002,SERVICE_FEE,37.25,1
2025-05-20,LN20250420000001,SERVICE_FEE,660.07,1
2025-04-02,LN20250303000003,SERVICE_FEE,100.00,1
2025-04-10,LN20250311000003,SERVICE_FEE,60.00,1
2025-03-20,LN20250218000006,SERVICE_FEE,100.00,1
2025-02-23,LN20250124000003,SERVICE_FEE,300.00,1
2025-03-17,LN20250215000006,SERVICE_FEE,150.00,1
2025-03-24,LN20250222000005,SERVICE_FEE,39.48,1
2025-06-21,LN20250522000001,SERVICE_FEE,805.90,1
2025-06-20,LN20250521000001,SERVICE_FEE,29.49,1
2025-05-18,LN20250418000003,SERVICE_FEE,146.11,1
2025-06-10,LN20250511000003,SERVICE_FEE,10.00,1
2025-06-07,LN20250508000002,SERVICE_FEE,20.00,1
2025-05-23,LN20250423000001,SERVICE_FEE,450.00,1
2025-03-26,LN20250224000004,SERVICE_FEE,200.00,1
2025-03-05,LN20250203000003,SERVICE_FEE,200.00,1
2025-04-20,LN20250321000002,SERVICE_FEE,28.24,1
2025-04-23,LN20250324000004,SERVICE_FEE,110.28,1
2025-06-03,LN20250504000003,SERVICE_FEE,113.20,1
2025-05-22,LN20250422000004,SERVICE_FEE,70.15,1
2025-04-20,LN20250321000003,SERVICE_FEE,20.00,1
2025-04-22,LN20250323000004,SERVICE_FEE,5.00,1
2025-04-19,LN20250320000002,SERVICE_FEE,178.75,1
2025-04-05,LN20250306000004,SERVICE_FEE,466.60,1
2025-06-29,LN20250530000002,SERVICE_FEE,345.39,1
2025-04-22,LN20250323000005,SERVICE_FEE,995.61,1
2025-06-14,LN20250515000002,SERVICE_FEE,67.06,1
2025-06-18,LN20250519000002,SERVICE_FEE,80.00,1
2025-06-24,LN20250525000004,SERVICE_FEE,20.00,1
2025-03-26,LN20250224000005,SERVICE_FEE,100.00,1
2025-06-20,LN20250521000002,SERVICE_FEE,100.00,1
2025-04-10,LN20250311000004,SERVICE_FEE,123.99,1
2025-03-18,LN20250216000004,SERVICE_FEE,40.00,1
2025-06-30,LN20250531000002,SERVICE_FEE,580.71,1
2025-06-30,LN20250531000003,SERVICE_FEE,18.33,1
2025-03-23,LN20250221000003,SERVICE_FEE,536.93,1
2025-04-09,LN20250310000005,SERVICE_FEE,41.42,1
2025-05-07,LN20250407000003,SERVICE_FEE,476.56,1
2025-05-02,LN20250402000002,SERVICE_FEE,233.81,1
2025-05-03,LN20250403000002,SERVICE_FEE,144.72,1
2025-05-31,LN20250501000002,SERVICE_FEE,111.45,1
2025-05-28,LN20250428000002,SERVICE_FEE,54.67,1
2025-03-17,LN20250215000007,SERVICE_FEE,801.84,1
2025-04-13,LN20250314000001,SERVICE_FEE,931.69,1
2025-03-01,LN20250130000003,SERVICE_FEE,300.00,1
2025-03-20,LN20250218000007,SERVICE_FEE,25.00,1
2025-06-16,LN20250517000005,SERVICE_FEE,152.49,1
2025-03-25,LN20250223000007,SERVICE_FEE,600.00,1
2025-04-05,LN20250306000005,SERVICE_FEE,156.10,1
2025-06-11,LN20250512000002,SERVICE_FEE,300.00,1
2025-06-24,LN20250525000005,SERVICE_FEE,757.39,1
2025-06-29,LN20250530000003,SERVICE_FEE,100.00,1
2025-06-17,LN20250518000001,SERVICE_FEE,986.80,1
2025-04-18,LN20250319000001,SERVICE_FEE,566.16,1
2025-03-27,LN20250225000003,SERVICE_FEE,400.00,1
2025-03-08,LN20250206000001,SERVICE_FEE,20.00,1
2025-02-28,LN20250129000003,SERVICE_FEE,48.58,1
2025-03-21,LN20250219000003,SERVICE_FEE,698.37,1
2025-04-09,LN20250310000006,SERVICE_FEE,50.00,1
2025-04-02,LN20250303000004,SERVICE_FEE,10.00,1
2025-03-18,LN20250216000005,SERVICE_FEE,856.29,1
2025-06-26,LN20250527000002,SERVICE_FEE,200.00,1
2025-02-27,LN20250128000003,SERVICE_FEE,20.00,1
2025-04-11,LN20250312000005,SERVICE_FEE,300.00,1
2025-03-26,LN20250224000006,SERVICE_FEE,300.00,1
2025-04-22,LN20250323000006,SERVICE_FEE,97.04,1
2025-04-24,LN20250325000002,SERVICE_FEE,300.00,1
2025-04-05,LN20250306000006,SERVICE_FEE,450.00,1
2025-04-03,LN20250304000007,SERVICE_FEE,480.98,1
2025-04-02,LN20250303000005,SERVICE_FEE,25.00,1
2025-05-21,LN20250421000002,SERVICE_FEE,473.20,1
2025-06-11,LN20250512000003,SERVICE_FEE,200.00,1
2025-05-15,LN20250415000001,SERVICE_FEE,148.07,1
2025-05-30,LN20250430000002,SERVICE_FEE,514.10,1
2025-06-06,LN20250507000002,SERVICE_FEE,80.00,1
2025-06-09,LN20250510000002,SERVICE_FEE,174.77,1
2025-06-27,LN20250528000002,SERVICE_FEE,50.00,1
2025-06-08,LN20250509000001,SERVICE_FEE,200.00,1
2025-03-22,LN20250220000005,SERVICE_FEE,400.00,1
2025-04-08,LN20250309000006,SERVICE_FEE,150.00,1
2025-04-08,LN20250309000007,SERVICE_FEE,37.10,1
2025-03-31,LN20250301000005,SERVICE_FEE,150.00,1
2025-05-15,LN20250415000002,SERVICE_FEE,20.00,1
2025-04-18,LN20250319000002,SERVICE_FEE,84.72,1
2025-03-20,LN20250218000008,SERVICE_FEE,80.00,1
2025-06-30,LN20250531000004,SERVICE_FEE,30.00,1
2025-03-24,LN20250222000006,SERVICE_FEE,200.00,1
2025-04-05,LN20250306000007,SERVICE_FEE,812.82,1
2025-03-13,LN20250211000003,SERVICE_FEE,22.14,1
2025-03-15,LN20250213000004,SERVICE_FEE,222.54,1
2025-04-01,LN20250302000003,SERVICE_FEE,2315.79,1
2025-04-20,LN20250321000004,SERVICE_FEE,848.57,1
2025-04-06,LN20250307000003,SERVICE_FEE,634.42,1
2025-03-18,LN20250216000006,SERVICE_FEE,100.00,1
2025-06-02,LN20250503000004,SERVICE_FEE,20.00,1
2025-06-15,LN20250516000004,SERVICE_FEE,108.61,1
2025-06-28,LN20250529000004,SERVICE_FEE,47.94,1
2025-06-25,LN20250526000007,SERVICE_FEE,562.26,1
2025-06-19,LN20250520000002,SERVICE_FEE,60.00,1
2025-03-25,LN20250223000008,SERVICE_FEE,224.31,1
2025-03-16,LN20250214000004,SERVICE_FEE,872.24,1
2025-05-10,LN20250410000001,SERVICE_FEE,10.00,1
2025-04-29,LN20250330000001,SERVICE_FEE,300.00,1
2025-05-09,LN20250409000005,SERVICE_FEE,495.71,1
2025-04-13,LN20250314000002,SERVICE_FEE,150.00,1
2025-06-28,LN20250529000005,SERVICE_FEE,25.00,1
2025-05-03,LN20250403000003,SERVICE_FEE,400.00,1
2025-05-02,LN20250402000003,SERVICE_FEE,200.00,1
2025-04-03,LN20250304000008,SERVICE_FEE,10.00,1
2025-05-22,LN20250422000005,SERVICE_FEE,46.46,1
2025-04-07,LN20250308000002,SERVICE_FEE,20.00,1
2025-05-08,LN20250408000002,SERVICE_FEE,47.13,1
2025-06-14,LN20250515000003,SERVICE_FEE,841.79,1
2025-05-03,LN20250403000004,SERVICE_FEE,300.00,1
2025-05-02,LN20250402000004,SERVICE_FEE,100.00,1
2025-05-24,LN20250424000003,SERVICE_FEE,20.00,1
2025-05-30,LN20250430000003,SERVICE_FEE,300.00,1
2025-03-21,LN20250219000004,SERVICE_FEE,497.16,1
2025-06-02,LN20250503000005,SERVICE_FEE,511.67,1
2025-06-11,LN20250512000004,SERVICE_FEE,424.12,1
2025-05-02,LN20250402000005,SERVICE_FEE,40.00,1
2025-03-25,LN20250223000009,SERVICE_FEE,956.65,1
2025-05-02,LN20250402000006,SERVICE_FEE,57.12,1
2025-06-22,LN20250523000002,SERVICE_FEE,85.44,1
2025-03-24,LN20250222000007,SERVICE_FEE,20.00,1
2025-04-22,LN20250323000007,SERVICE_FEE,73.07,1
2025-03-16,LN20250214000005,SERVICE_FEE,10.00,1
2025-04-09,LN20250310000007,SERVICE_FEE,856.87,1
2025-03-14,LN20250212000004,SERVICE_FEE,14.58,1
2025-04-25,LN20250326000005,SERVICE_FEE,998.93,1
2025-03-20,LN20250218000009,SERVICE_FEE,150.00,1
2025-04-06,LN20250307000004,SERVICE_FEE,100.00,1
2025-04-25,LN20250326000006,SERVICE_FEE,150.00,1
2025-03-01,LN20250130000004,SERVICE_FEE,10.00,1
2025-03-20,LN20250218000010,SERVICE_FEE,300.00,1
2025-05-07,LN20250407000004,SERVICE_FEE,577.37,1
2025-05-05,LN20250405000003,SERVICE_FEE,796.63,1
2025-04-21,LN20250322000003,SERVICE_FEE,182.73,1
2025-04-22,LN20250323000008,SERVICE_FEE,264.49,1
2025-04-07,LN20250308000003,SERVICE_FEE,80.00,1
2025-04-18,LN20250319000003,SERVICE_FEE,48.77,1
2025-03-14,LN20250212000005,SERVICE_FEE,101.03,1
2025-03-15,LN20250213000005,SERVICE_FEE,100.00,1
2025-04-24,LN20250325000003,SERVICE_FEE,264.21,1
2025-03-31,LN20250301000006,SERVICE_FEE,86.12,1
2025-04-20,LN20250321000005,SERVICE_FEE,25.00,1
2025-04-03,LN20250304000009,SERVICE_FEE,25.00,1
2025-06-25,LN20250526000008,SERVICE_FEE,200.00,1
2025-05-06,LN20250406000002,SERVICE_FEE,5.00,1
2025-04-09,LN20250310000008,SERVICE_FEE,400.00,1
2025-03-22,LN20250220000006,SERVICE_FEE,50.00,1
2025-03-16,LN20250214000006,SERVICE_FEE,400.00,1
2025-04-24,LN20250325000004,SERVICE_FEE,20.00,1
2025-03-14,LN20250212000006,SERVICE_FEE,300.00,1
2025-03-06,LN20250204000004,SERVICE_FEE,75.00,1
2025-03-24,LN20250222000008,SERVICE_FEE,80.00,1
2025-05-07,LN20250407000005,SERVICE_FEE,7.27,1
2025-05-29,LN20250429000002,SERVICE_FEE,715.81,1
2025-06-10,LN20250511000004,SERVICE_FEE,270.18,1
2025-03-25,LN20250223000010,SERVICE_FEE,40.00,1
2025-02-11,LN20250112000001,SERVICE_FEE,235.39,1
2025-03-13,LN20250211000004,SERVICE_FEE,50.00,1
2025-05-24,LN20250424000004,SERVICE_FEE,25.00,1
2025-03-17,LN20250215000008,SERVICE_FEE,20.00,1
2025-04-13,LN20250314000003,SERVICE_FEE,100.00,1
2025-03-15,LN20250213000006,SERVICE_FEE,275.98,1
2025-04-20,LN20250321000006,SERVICE_FEE,249.50,1
2025-06-26,LN20250527000003,SERVICE_FEE,92.77,1
2025-06-17,LN20250518000002,SERVICE_FEE,344.26,1
2025-04-30,LN20250331000002,SERVICE_FEE,439.66,1
2025-05-16,LN20250416000001,SERVICE_FEE,150.00,1
2025-06-07,LN20250508000003,SERVICE_FEE,80.00,1
2025-04-26,LN20250327000005,SERVICE_FEE,100.00,1
2025-03-29,LN20250227000006,SERVICE_FEE,200.00,1
2025-03-16,LN20250214000007,SERVICE_FEE,992.55,1
2025-04-04,LN20250305000002,SERVICE_FEE,600.00,1
2025-04-29,LN20250330000002,SERVICE_FEE,20.00,1
2025-06-29,LN20250530000004,SERVICE_FEE,200.00,1
2025-06-21,LN20250522000002,SERVICE_FEE,100.00,1
