settle_date,settle_type,ref_id,amount,from_account,to_account,channel,status,is_test_data
2025-02-03,DISBURSE,LN20250203000001,48462.90,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-03-04,DISBURSE,LN20250304000003,22866.95,COMPANY_ACC,GTE_A,BANK,SUCCESS,1
2025-02-10,DISBURSE,LN20250210000001,24335.92,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-06-08,DISBURSE,LN20250608000001,6582.82,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-05-26,DISBURSE,LN20250526000002,10000.00,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-05-31,DISBURSE,LN20250531000001,31025.72,COMPANY_ACC,BANK_C,BANK,SUCCESS,1
2025-03-01,DISBURSE,LN20250301000001,2000.00,COMPANY_ACC,BANK_C,BANK,SUCCESS,1
2025-01-30,DISBURSE,LN20250130000001,20000.00,COMPANY_ACC,GTE_A,BANK,SUCCESS,1
2025-04-24,DISBURSE,LN20250424000001,23789.98,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-04-13,DISBURSE,LN20250413000001,1000.00,COMPANY_ACC,GTE_A,BANK,SUCCESS,1
2025-04-25,DISBURSE,LN20250425000001,7316.51,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-05-04,DISBURSE,LN20250504000001,8158.50,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-04-17,DISBURSE,LN20250417000002,8181.01,COMPANY_ACC,BANK_C,BANK,SUCCESS,1
2025-04-30,DISBURSE,LN20250430000001,8000.00,COMPANY_ACC,GTE_A,BANK,SUCCESS,1
2025-06-12,DISBURSE,LN20250612000001,10000.00,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-02-09,DISBURSE,LN20250209000001,20274.51,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-02-16,DISBURSE,LN20250216000001,5000.00,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-02-27,DISBURSE,LN20250227000001,4166.48,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-02-21,DISBURSE,LN20250221000001,75170.72,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-02-27,DISBURSE,LN20250227000002,31961.92,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-06-14,DISBURSE,LN20250614000001,2494.90,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-05-11,DISBURSE,LN20250511000001,2000.00,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-05-13,DISBURSE,LN20250513000001,8000.00,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-05-07,DISBURSE,LN20250507000001,5000.00,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-03-18,DISBURSE,LN20250318000001,2000.00,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-03-27,DISBURSE,LN20250327000001,2000.00,COMPANY_ACC,BANK_C,BANK,SUCCESS,1
2025-06-04,DISBURSE,LN20250604000002,45265.65,COMPANY_ACC,BANK_C,BANK,SUCCESS,1
2025-05-16,DISBURSE,LN20250516000001,884.30,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-03-04,DISBURSE,LN20250304000004,3712.77,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-02-09,DISBURSE,LN20250209000002,6772.06,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-04-07,DISBURSE,LN20250407000001,24596.34,COMPANY_ACC,BANK_C,BANK,SUCCESS,1
2025-06-12,DISBURSE,LN20250612000002,15000.00,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-04-29,DISBURSE,LN20250429000001,5000.00,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-03-09,DISBURSE,LN20250309000001,22352.61,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-03-27,DISBURSE,LN20250327000002,10000.00,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-03-16,DISBURSE,LN20250316000001,426.16,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-02-23,DISBURSE,LN20250223000001,30000.00,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-04-02,DISBURSE,LN20250402000001,4418.52,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-02-22,DISBURSE,LN20250222000001,50000.00,COMPANY_ACC,BANK_C,BANK,SUCCESS,1
2025-01-25,DISBURSE,LN20250125000001,1000.00,COMPANY_ACC,BANK_C,BANK,SUCCESS,1
2025-01-15,DISBURSE,LN20250115000001,22302.58,COMPANY_ACC,BANK_C,BANK,SUCCESS,1
2025-01-28,DISBURSE,LN20250128000002,27790.28,COMPANY_ACC,BANK_C,BANK,SUCCESS,1
2025-06-12,DISBURSE,LN20250612000003,8000.00,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-05-16,DISBURSE,LN20250516000002,25838.90,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-03-11,DISBURSE,LN20250311000001,15000.00,COMPANY_ACC,BANK_C,BANK,SUCCESS,1
2025-04-13,DISBURSE,LN20250413000002,1000.00,COMPANY_ACC,GTE_A,BANK,SUCCESS,1
2025-02-14,DISBURSE,LN20250214000002,48042.98,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-02-17,DISBURSE,LN20250217000001,25759.83,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-02-17,DISBURSE,LN20250217000002,10000.00,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-03-10,DISBURSE,LN20250310000001,26918.81,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-03-23,DISBURSE,LN20250323000001,43678.35,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-03-08,DISBURSE,LN20250308000001,15000.00,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-02-24,DISBURSE,LN20250224000001,2988.59,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-02-09,DISBURSE,LN20250209000003,2000.00,COMPANY_ACC,BANK_C,BANK,SUCCESS,1
2025-05-15,DISBURSE,LN20250515000001,10000.00,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-05-05,DISBURSE,LN20250505000001,57139.94,COMPANY_ACC,BANK_C,BANK,SUCCESS,1
2025-05-14,DISBURSE,LN20250514000001,10000.00,COMPANY_ACC,BANK_C,BANK,SUCCESS,1
2025-04-11,DISBURSE,LN20250411000002,41984.58,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-06-19,DISBURSE,LN20250619000001,20000.00,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-03-13,DISBURSE,LN20250313000001,15000.00,COMPANY_ACC,GTE_A,BANK,SUCCESS,1
2025-03-28,DISBURSE,LN20250328000001,7921.63,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-03-11,DISBURSE,LN20250311000002,5000.00,COMPANY_ACC,GTE_A,BANK,SUCCESS,1
2025-02-23,DISBURSE,LN20250223000002,10000.00,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-03-16,DISBURSE,LN20250316000002,35540.45,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-03-12,DISBURSE,LN20250312000001,20000.00,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-03-22,DISBURSE,LN20250322000001,20000.00,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-03-26,DISBURSE,LN20250326000001,8000.00,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-05-11,DISBURSE,LN20250511000002,29630.70,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-05-03,DISBURSE,LN20250503000001,2000.00,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-03-17,DISBURSE,LN20250317000001,15000.00,COMPANY_ACC,GTE_A,BANK,SUCCESS,1
2025-02-01,DISBURSE,LN20250201000001,1000.00,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-02-10,DISBURSE,LN20250210000002,5000.00,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-02-18,DISBURSE,LN20250218000002,2000.00,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-03-26,DISBURSE,LN20250326000002,2481.31,COMPANY_ACC,BANK_C,BANK,SUCCESS,1
2025-04-06,DISBURSE,LN20250406000001,10000.00,COMPANY_ACC,BANK_C,BANK,SUCCESS,1
2025-04-12,DISBURSE,LN20250412000001,2000.00,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-01-18,DISBURSE,LN20250118000001,1647.93,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-02-24,DISBURSE,LN20250224000002,15000.00,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-02-02,DISBURSE,LN20250202000001,41390.42,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-01-29,DISBURSE,LN20250129000001,8000.00,COMPANY_ACC,BANK_C,BANK,SUCCESS,1
2025-01-24,DISBURSE,LN20250124000002,22469.42,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-06-08,DISBURSE,LN20250608000002,24150.31,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-06-30,DISBURSE,LN20250630000001,20000.00,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-06-15,DISBURSE,LN20250615000001,12773.49,COMPANY_ACC,GTE_A,BANK,SUCCESS,1
2025-05-29,DISBURSE,LN20250529000001,15000.00,COMPANY_ACC,GTE_A,BANK,SUCCESS,1
2025-02-16,DISBURSE,LN20250216000002,907.31,COMPANY_ACC,GTE_A,BANK,SUCCESS,1
2025-02-23,DISBURSE,LN20250223000003,47480.49,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-05-30,DISBURSE,LN20250530000001,5000.00,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-06-04,DISBURSE,LN20250604000003,20000.00,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-01-21,DISBURSE,LN20250121000001,50000.00,COMPANY_ACC,BANK_C,BANK,SUCCESS,1
2025-03-04,DISBURSE,LN20250304000005,12975.59,COMPANY_ACC,BANK_C,BANK,SUCCESS,1
2025-02-15,DISBURSE,LN20250215000002,6810.82,COMPANY_ACC,BANK_C,BANK,SUCCESS,1
2025-02-25,DISBURSE,LN20250225000001,9631.18,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-04-09,DISBURSE,LN20250409000001,1000.00,COMPANY_ACC,GTE_A,BANK,SUCCESS,1
2025-06-26,DISBURSE,LN20250626000001,1000.00,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-05-12,DISBURSE,LN20250512000001,8527.31,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-05-26,DISBURSE,LN20250526000003,5641.52,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-02-28,DISBURSE,LN20250228000001,42710.86,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-02-21,DISBURSE,LN20250221000002,20000.00,COMPANY_ACC,BANK_C,BANK,SUCCESS,1
2025-02-03,DISBURSE,LN20250203000002,20499.24,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-02-13,DISBURSE,LN20250213000002,50000.00,COMPANY_ACC,GTE_A,BANK,SUCCESS,1
2025-05-27,DISBURSE,LN20250527000001,5000.00,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-06-18,DISBURSE,LN20250618000001,1000.00,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-02-15,DISBURSE,LN20250215000003,5000.00,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-03-21,DISBURSE,LN20250321000001,4367.14,COMPANY_ACC,BANK_C,BANK,SUCCESS,1
2025-05-01,DISBURSE,LN20250501000001,10000.00,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-04-25,DISBURSE,LN20250425000002,1336.97,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-03-28,DISBURSE,LN20250328000002,10000.00,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-03-06,DISBURSE,LN20250306000001,44118.83,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-03-06,DISBURSE,LN20250306000002,8000.00,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-02-12,DISBURSE,LN20250212000002,9096.51,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-04-04,DISBURSE,LN20250404000001,5000.00,COMPANY_ACC,BANK_C,BANK,SUCCESS,1
2025-03-17,DISBURSE,LN20250317000002,5000.00,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-06-14,DISBURSE,LN20250614000002,5000.00,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-06-15,DISBURSE,LN20250615000002,5000.00,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-06-29,DISBURSE,LN20250629000002,2000.00,COMPANY_ACC,BANK_C,BANK,SUCCESS,1
2025-06-17,DISBURSE,LN20250617000001,25573.07,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-06-24,DISBURSE,LN20250624000001,8040.16,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-06-20,DISBURSE,LN20250620000001,6328.51,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-03-02,DISBURSE,LN20250302000001,2000.00,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-04-22,DISBURSE,LN20250422000001,1000.00,COMPANY_ACC,BANK_C,BANK,SUCCESS,1
2025-04-09,DISBURSE,LN20250409000002,8000.00,COMPANY_ACC,BANK_C,BANK,SUCCESS,1
2025-04-05,DISBURSE,LN20250405000001,8000.00,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-03-20,DISBURSE,LN20250320000001,30000.00,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-05-23,DISBURSE,LN20250523000001,41034.40,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-05-28,DISBURSE,LN20250528000001,1000.00,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-04-27,DISBURSE,LN20250427000001,27906.48,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-05-16,DISBURSE,LN20250516000003,15000.00,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-03-24,DISBURSE,LN20250324000001,25194.72,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-04-22,DISBURSE,LN20250422000002,10000.00,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-04-28,DISBURSE,LN20250428000001,3398.56,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-05-06,DISBURSE,LN20250506000001,5000.00,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-05-13,DISBURSE,LN20250513000002,1000.00,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-06-21,DISBURSE,LN20250621000002,2000.00,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-05-24,DISBURSE,LN20250524000001,38538.38,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-02-04,DISBURSE,LN20250204000002,20000.00,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-02-18,DISBURSE,LN20250218000003,10000.00,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-01-18,DISBURSE,LN20250118000002,15000.00,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-03-17,DISBURSE,LN20250317000003,8296.62,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-02-14,DISBURSE,LN20250214000003,59536.38,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-02-13,DISBURSE,LN20250213000003,8000.00,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-02-18,DISBURSE,LN20250218000004,20000.00,COMPANY_ACC,BANK_C,BANK,SUCCESS,1
2025-05-14,DISBURSE,LN20250514000002,15000.00,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-06-21,DISBURSE,LN20250621000003,3879.75,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-04-11,DISBURSE,LN20250411000003,28151.36,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-06-05,DISBURSE,LN20250605000001,30000.00,COMPANY_ACC,BANK_C,BANK,SUCCESS,1
2025-06-22,DISBURSE,LN20250622000001,5000.00,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-06-10,DISBURSE,LN20250610000001,2000.00,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-06-17,DISBURSE,LN20250617000002,5000.00,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-06-24,DISBURSE,LN20250624000002,2000.00,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-03-10,DISBURSE,LN20250310000002,5000.00,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-02-28,DISBURSE,LN20250228000002,8566.21,COMPANY_ACC,GTE_A,BANK,SUCCESS,1
2025-02-16,DISBURSE,LN20250216000003,8000.00,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-03-28,DISBURSE,LN20250328000003,2000.00,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-04-05,DISBURSE,LN20250405000002,50000.00,COMPANY_ACC,BANK_C,BANK,SUCCESS,1
2025-04-01,DISBURSE,LN20250401000001,7375.41,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-03-09,DISBURSE,LN20250309000002,6881.69,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-05-26,DISBURSE,LN20250526000004,15000.00,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-05-29,DISBURSE,LN20250529000002,10000.00,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-03-06,DISBURSE,LN20250306000003,2000.00,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-04-18,DISBURSE,LN20250418000001,29708.74,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-03-26,DISBURSE,LN20250326000003,20000.00,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-03-17,DISBURSE,LN20250317000004,1000.00,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-03-29,DISBURSE,LN20250329000001,1000.00,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-03-04,DISBURSE,LN20250304000006,2000.00,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-03-09,DISBURSE,LN20250309000003,55912.73,COMPANY_ACC,BANK_C,BANK,SUCCESS,1
2025-06-13,DISBURSE,LN20250613000001,50000.00,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-06-15,DISBURSE,LN20250615000003,18995.46,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-03-05,DISBURSE,LN20250305000001,20000.00,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-04-03,DISBURSE,LN20250403000001,1599.05,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-03-24,DISBURSE,LN20250324000002,10000.00,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-03-23,DISBURSE,LN20250323000002,10000.00,COMPANY_ACC,BANK_C,BANK,SUCCESS,1
2025-04-18,DISBURSE,LN20250418000002,1000.00,COMPANY_ACC,BANK_C,BANK,SUCCESS,1
2025-04-11,DISBURSE,LN20250411000004,29516.16,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-03-28,DISBURSE,LN20250328000004,5999.24,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-03-15,DISBURSE,LN20250315000001,10639.56,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-02-23,DISBURSE,LN20250223000004,50000.00,COMPANY_ACC,BANK_C,BANK,SUCCESS,1
2025-03-17,DISBURSE,LN20250317000005,24358.75,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-02-07,DISBURSE,LN20250207000002,4806.07,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-02-25,DISBURSE,LN20250225000002,22140.54,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-03-27,DISBURSE,LN20250327000003,2000.00,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-03-25,DISBURSE,LN20250325000001,26436.85,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-02-24,DISBURSE,LN20250224000003,15000.00,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-02-20,DISBURSE,LN20250220000001,5000.00,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-02-22,DISBURSE,LN20250222000002,5000.00,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-03-27,DISBURSE,LN20250327000004,29588.75,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-02-15,DISBURSE,LN20250215000004,15000.00,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-03-09,DISBURSE,LN20250309000004,522.82,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-03-28,DISBURSE,LN20250328000005,20000.00,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-02-05,DISBURSE,LN20250205000001,8528.46,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-06-02,DISBURSE,LN20250602000001,9142.88,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-05-06,DISBURSE,LN20250506000002,26829.87,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-05-20,DISBURSE,LN20250520000001,10000.00,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-04-12,DISBURSE,LN20250412000002,2000.00,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-04-19,DISBURSE,LN20250419000001,4094.70,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-04-07,DISBURSE,LN20250407000002,7644.15,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-03-29,DISBURSE,LN20250329000002,9581.89,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-03-22,DISBURSE,LN20250322000002,30000.00,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-03-10,DISBURSE,LN20250310000003,20000.00,COMPANY_ACC,BANK_C,BANK,SUCCESS,1
2025-03-13,DISBURSE,LN20250313000002,55950.42,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-06-12,DISBURSE,LN20250612000004,7652.79,COMPANY_ACC,BANK_C,BANK,SUCCESS,1
2025-02-01,DISBURSE,LN20250201000002,19262.29,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-03-01,DISBURSE,LN20250301000002,23956.02,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-02-12,DISBURSE,LN20250212000003,17694.85,COMPANY_ACC,BANK_C,BANK,SUCCESS,1
2025-02-07,DISBURSE,LN20250207000003,7415.56,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-03-24,DISBURSE,LN20250324000003,30000.00,COMPANY_ACC,GTE_A,BANK,SUCCESS,1
2025-05-03,DISBURSE,LN20250503000002,26609.32,COMPANY_ACC,BANK_C,BANK,SUCCESS,1
2025-03-02,DISBURSE,LN20250302000002,20000.00,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-03-12,DISBURSE,LN20250312000002,5000.00,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-02-22,DISBURSE,LN20250222000003,7455.61,COMPANY_ACC,BANK_C,BANK,SUCCESS,1
2025-03-03,DISBURSE,LN20250303000001,2000.00,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-02-19,DISBURSE,LN20250219000001,8000.00,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-02-15,DISBURSE,LN20250215000005,20935.84,COMPANY_ACC,GTE_A,BANK,SUCCESS,1
2025-05-26,DISBURSE,LN20250526000005,58177.45,COMPANY_ACC,BANK_C,BANK,SUCCESS,1
2025-06-24,DISBURSE,LN20250624000003,15000.00,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-05-17,DISBURSE,LN20250517000001,65696.93,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-02-28,DISBURSE,LN20250228000003,28155.14,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-02-27,DISBURSE,LN20250227000003,23501.04,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-02-28,DISBURSE,LN20250228000004,10000.00,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-03-03,DISBURSE,LN20250303000002,20000.00,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-01-25,DISBURSE,LN20250125000002,42264.75,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-02-23,DISBURSE,LN20250223000005,5000.00,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-02-04,DISBURSE,LN20250204000003,15000.00,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-02-08,DISBURSE,LN20250208000001,20000.00,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-03-18,DISBURSE,LN20250318000002,10000.00,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
