campaign_id,channel_code,cost_date,impression,click,cost,is_test_data
CAMP0003,BAIDU_SEM,2025-02-20,2245,50,79.87,1
CAMP0003,BAIDU_SEM,2025-02-21,17455,607,3903.66,1
CAMP0003,BAIDU_SEM,2025-02-22,16441,598,2381.48,1
CAMP0003,BAIDU_SEM,2025-02-23,19708,576,3531.56,1
CAMP0003,BAIDU_SEM,2025-02-24,18865,177,304.92,1
CAMP0003,BAIDU_SEM,2025-02-25,15260,525,3471.18,1
CAMP0003,BAIDU_SEM,2025-02-26,13879,202,763.86,1
CAMP0003,BAIDU_SEM,2025-02-27,24344,854,1141.55,1
CAMP0003,BAIDU_SEM,2025-02-28,26642,321,1508.96,1
CAMP0003,BAIDU_SEM,2025-03-01,15785,735,1750.15,1
CAMP0003,BAIDU_SEM,2025-03-02,25486,1144,1244.46,1
CAMP0003,BAIDU_SEM,2025-03-03,14764,562,2975.22,1
CAMP0003,BAIDU_SEM,2025-03-04,1205,13,84.48,1
CAMP0003,BAIDU_SEM,2025-03-05,8376,56,104.45,1
CAMP0003,BAIDU_SEM,2025-03-06,15682,750,2965.46,1
CAMP0003,BAIDU_SEM,2025-03-07,5417,238,637.28,1
CAMP0003,BAIDU_SEM,2025-03-08,3854,117,135.68,1
CAMP0003,BAIDU_SEM,2025-03-09,7333,40,188.66,1
CAMP0003,BAIDU_SEM,2025-03-10,23807,994,6199.45,1
CAMP0003,BAIDU_SEM,2025-03-11,24360,607,3611.49,1
CAMP0003,BAIDU_SEM,2025-03-12,18958,299,2077.98,1
CAMP0003,BAIDU_SEM,2025-03-13,28777,587,4372.94,1
CAMP0003,BAIDU_SEM,2025-03-14,27073,261,482.54,1
CAMP0003,BAIDU_SEM,2025-03-15,16520,688,3438.99,1
CAMP0003,BAIDU_SEM,2025-03-16,9801,145,795.42,1
CAMP0003,BAIDU_SEM,2025-03-17,25306,205,1393.08,1
CAMP0003,BAIDU_SEM,2025-03-18,6297,102,348.48,1
CAMP0003,BAIDU_SEM,2025-03-19,23121,1087,5517.85,1
CAMP0003,BAIDU_SEM,2025-03-20,1367,10,10.23,1
CAMP0003,BAIDU_SEM,2025-03-21,16675,468,2462.51,1
CAMP0003,BAIDU_SEM,2025-03-22,18717,727,3009.60,1
CAMP0003,BAIDU_SEM,2025-03-23,18674,519,679.91,1
CAMP0003,BAIDU_SEM,2025-03-24,20983,1004,5775.80,1
CAMP0003,BAIDU_SEM,2025-03-25,15147,575,4447.29,1
CAMP0003,BAIDU_SEM,2025-03-26,14583,244,582.00,1
CAMP0003,BAIDU_SEM,2025-03-27,13903,633,3895.83,1
CAMP0003,BAIDU_SEM,2025-03-28,11555,363,2754.98,1
CAMP0003,BAIDU_SEM,2025-03-29,22884,446,3303.06,1
CAMP0003,BAIDU_SEM,2025-03-30,6304,121,604.74,1
CAMP0003,BAIDU_SEM,2025-03-31,10448,64,312.54,1
CAMP0003,BAIDU_SEM,2025-04-01,26953,784,4464.88,1
CAMP0003,BAIDU_SEM,2025-04-02,24723,638,658.43,1
CAMP0003,BAIDU_SEM,2025-04-03,12635,626,779.90,1
CAMP0003,BAIDU_SEM,2025-04-04,14753,86,271.84,1
CAMP0003,BAIDU_SEM,2025-04-05,6248,139,878.58,1
CAMP0003,BAIDU_SEM,2025-04-06,15609,554,1105.33,1
CAMP0003,BAIDU_SEM,2025-04-07,5734,169,596.70,1
CAMP0003,BAIDU_SEM,2025-04-08,21634,765,1505.92,1
CAMP0003,BAIDU_SEM,2025-04-09,10025,477,1414.81,1
CAMP0003,BAIDU_SEM,2025-04-10,19217,786,1312.59,1
CAMP0003,BAIDU_SEM,2025-04-11,6686,132,584.29,1
CAMP0003,BAIDU_SEM,2025-04-12,3361,57,361.10,1
CAMP0003,BAIDU_SEM,2025-04-13,22061,326,475.00,1
CAMP0003,BAIDU_SEM,2025-04-14,12977,170,994.59,1
CAMP0003,BAIDU_SEM,2025-04-15,20621,638,1855.99,1
CAMP0003,BAIDU_SEM,2025-04-16,18698,693,5162.67,1
CAMP0003,BAIDU_SEM,2025-04-17,2268,108,724.38,1
CAMP0003,BAIDU_SEM,2025-04-18,9702,456,1285.43,1
CAMP0003,BAIDU_SEM,2025-04-19,19847,569,1627.72,1
CAMP0003,BAIDU_SEM,2025-04-20,7744,75,123.33,1
CAMP0003,BAIDU_SEM,2025-04-21,8953,413,1552.17,1
CAMP0003,BAIDU_SEM,2025-04-22,16488,93,657.44,1
CAMP0003,BAIDU_SEM,2025-04-23,22250,999,3684.17,1
CAMP0003,BAIDU_SEM,2025-04-24,9983,231,365.24,1
CAMP0003,BAIDU_SEM,2025-04-25,15259,105,297.88,1
CAMP0003,BAIDU_SEM,2025-04-26,13160,193,381.17,1
CAMP0003,BAIDU_SEM,2025-04-27,24127,425,2651.55,1
CAMP0003,BAIDU_SEM,2025-04-28,12506,256,1357.69,1
CAMP0003,BAIDU_SEM,2025-04-29,1910,31,206.06,1
CAMP0003,BAIDU_SEM,2025-04-30,10306,64,170.84,1
CAMP0003,BAIDU_SEM,2025-05-01,29313,1260,1736.19,1
CAMP0003,BAIDU_SEM,2025-05-02,14117,274,1873.32,1
CAMP0003,BAIDU_SEM,2025-05-03,17912,180,863.86,1
CAMP0003,BAIDU_SEM,2025-05-04,19476,499,1548.45,1
CAMP0003,BAIDU_SEM,2025-05-05,3934,164,465.30,1
CAMP0003,BAIDU_SEM,2025-05-06,26215,772,3932.08,1
CAMP0003,BAIDU_SEM,2025-05-07,9156,265,1735.27,1
CAMP0003,BAIDU_SEM,2025-05-08,19063,328,733.32,1
CAMP0003,BAIDU_SEM,2025-05-09,12104,182,1305.93,1
CAMP0003,BAIDU_SEM,2025-05-10,1509,8,59.58,1
CAMP0003,BAIDU_SEM,2025-05-11,5541,113,305.81,1
CAMP0004,BAIDU_SEM,2025-01-01,26592,177,618.06,1
CAMP0004,BAIDU_SEM,2025-01-02,15052,698,5478.16,1
CAMP0004,BAIDU_SEM,2025-01-03,13766,683,4143.30,1
CAMP0004,BAIDU_SEM,2025-01-04,10307,264,1440.70,1
CAMP0004,BAIDU_SEM,2025-01-05,12700,191,552.42,1
CAMP0004,BAIDU_SEM,2025-01-06,2069,43,261.00,1
CAMP0004,BAIDU_SEM,2025-01-07,20579,229,296.08,1
CAMP0004,BAIDU_SEM,2025-01-08,20084,961,1750.04,1
CAMP0004,BAIDU_SEM,2025-01-09,13736,521,2661.14,1
CAMP0004,BAIDU_SEM,2025-01-10,14558,424,2175.13,1
CAMP0004,BAIDU_SEM,2025-01-11,9480,59,352.78,1
CAMP0004,BAIDU_SEM,2025-01-12,25908,1191,1358.45,1
CAMP0004,BAIDU_SEM,2025-01-13,29866,1193,5879.57,1
CAMP0004,BAIDU_SEM,2025-01-14,19746,881,4946.63,1
CAMP0004,BAIDU_SEM,2025-01-15,26768,891,6768.24,1
CAMP0004,BAIDU_SEM,2025-01-16,20200,484,3626.03,1
CAMP0004,BAIDU_SEM,2025-01-17,12757,213,1569.58,1
CAMP0004,BAIDU_SEM,2025-01-18,5980,45,221.51,1
CAMP0004,BAIDU_SEM,2025-01-19,27101,1264,6312.52,1
CAMP0004,BAIDU_SEM,2025-01-20,17853,608,4315.64,1
CAMP0004,BAIDU_SEM,2025-01-21,26111,232,884.35,1
CAMP0004,BAIDU_SEM,2025-01-22,8015,188,443.81,1
CAMP0004,BAIDU_SEM,2025-01-23,8925,297,2125.46,1
CAMP0004,BAIDU_SEM,2025-01-24,18009,653,4017.41,1
CAMP0004,BAIDU_SEM,2025-01-25,2084,51,216.42,1
CAMP0004,BAIDU_SEM,2025-01-26,22858,123,344.18,1
CAMP0004,BAIDU_SEM,2025-01-27,17519,469,2658.15,1
CAMP0004,BAIDU_SEM,2025-01-28,29857,295,752.54,1
CAMP0004,BAIDU_SEM,2025-01-29,16760,737,3497.92,1
CAMP0004,BAIDU_SEM,2025-01-30,14600,328,2175.17,1
CAMP0004,BAIDU_SEM,2025-01-31,25038,357,1107.25,1
CAMP0004,BAIDU_SEM,2025-02-01,12527,99,160.05,1
CAMP0004,BAIDU_SEM,2025-02-02,19587,971,6327.37,1
CAMP0004,BAIDU_SEM,2025-02-03,24250,583,852.17,1
CAMP0005,BAIDU_SEM,2025-01-17,6734,102,726.77,1
CAMP0005,BAIDU_SEM,2025-01-18,9272,325,1665.17,1
CAMP0005,BAIDU_SEM,2025-01-19,27466,954,2890.50,1
CAMP0005,BAIDU_SEM,2025-01-20,7903,78,276.39,1
CAMP0005,BAIDU_SEM,2025-01-21,25868,500,3622.42,1
CAMP0005,BAIDU_SEM,2025-01-22,12544,348,1640.20,1
CAMP0005,BAIDU_SEM,2025-01-23,13515,69,87.50,1
CAMP0005,BAIDU_SEM,2025-01-24,20709,173,1123.25,1
CAMP0005,BAIDU_SEM,2025-01-25,19996,933,3292.24,1
CAMP0005,BAIDU_SEM,2025-01-26,2669,110,406.85,1
CAMP0005,BAIDU_SEM,2025-01-27,10463,512,649.43,1
CAMP0005,BAIDU_SEM,2025-01-28,25812,1004,7665.52,1
CAMP0005,BAIDU_SEM,2025-01-29,10929,137,266.48,1
CAMP0005,BAIDU_SEM,2025-01-30,8411,185,323.28,1
CAMP0005,BAIDU_SEM,2025-01-31,17205,710,2701.58,1
CAMP0005,BAIDU_SEM,2025-02-01,27603,957,4943.05,1
CAMP0005,BAIDU_SEM,2025-02-02,27681,616,2624.62,1
CAMP0005,BAIDU_SEM,2025-02-03,16143,290,2314.14,1
CAMP0005,BAIDU_SEM,2025-02-04,18886,191,479.28,1
CAMP0005,BAIDU_SEM,2025-02-05,3227,57,438.20,1
CAMP0005,BAIDU_SEM,2025-02-06,22632,544,938.42,1
CAMP0005,BAIDU_SEM,2025-02-07,2556,50,100.07,1
CAMP0005,BAIDU_SEM,2025-02-08,20870,157,318.22,1
CAMP0005,BAIDU_SEM,2025-02-09,10483,461,2580.32,1
CAMP0005,BAIDU_SEM,2025-02-10,3660,137,164.95,1
CAMP0005,BAIDU_SEM,2025-02-11,9601,387,2163.29,1
CAMP0005,BAIDU_SEM,2025-02-12,6830,310,1959.52,1
CAMP0005,BAIDU_SEM,2025-02-13,1232,26,186.86,1
CAMP0005,BAIDU_SEM,2025-02-14,18290,130,877.10,1
CAMP0005,BAIDU_SEM,2025-02-15,9098,418,3002.48,1
CAMP0005,BAIDU_SEM,2025-02-16,28601,497,3729.88,1
CAMP0005,BAIDU_SEM,2025-02-17,13955,486,1862.73,1
CAMP0005,BAIDU_SEM,2025-02-18,8524,186,1076.56,1
CAMP0005,BAIDU_SEM,2025-02-19,28625,1259,7590.30,1
CAMP0005,BAIDU_SEM,2025-02-20,14458,343,387.62,1
CAMP0005,BAIDU_SEM,2025-02-21,11466,508,3779.56,1
CAMP0005,BAIDU_SEM,2025-02-22,15123,330,2211.30,1
CAMP0005,BAIDU_SEM,2025-02-23,11092,147,1001.39,1
CAMP0005,BAIDU_SEM,2025-02-24,27888,1036,2180.63,1
CAMP0005,BAIDU_SEM,2025-02-25,20670,110,635.23,1
CAMP0005,BAIDU_SEM,2025-02-26,11050,407,2247.43,1
CAMP0005,BAIDU_SEM,2025-02-27,22283,1084,3752.18,1
CAMP0005,BAIDU_SEM,2025-02-28,27543,434,498.23,1
CAMP0005,BAIDU_SEM,2025-03-01,11425,370,1152.94,1
CAMP0005,BAIDU_SEM,2025-03-02,28752,1397,10446.84,1
CAMP0005,BAIDU_SEM,2025-03-03,2618,84,148.81,1
CAMP0005,BAIDU_SEM,2025-03-04,17387,526,2725.72,1
CAMP0005,BAIDU_SEM,2025-03-05,12637,101,180.72,1
CAMP0005,BAIDU_SEM,2025-03-06,20570,292,2319.32,1
CAMP0005,BAIDU_SEM,2025-03-07,15227,640,2813.51,1
CAMP0005,BAIDU_SEM,2025-03-08,20867,620,1263.31,1
CAMP0005,BAIDU_SEM,2025-03-09,11596,296,1351.59,1
CAMP0005,BAIDU_SEM,2025-03-10,11415,243,1452.29,1
CAMP0005,BAIDU_SEM,2025-03-11,21238,854,4979.88,1
CAMP0005,BAIDU_SEM,2025-03-12,11112,479,1437.28,1
CAMP0005,BAIDU_SEM,2025-03-13,21399,783,1898.17,1
CAMP0005,BAIDU_SEM,2025-03-14,16794,611,4389.11,1
CAMP0005,BAIDU_SEM,2025-03-15,12364,215,1583.55,1
CAMP0005,BAIDU_SEM,2025-03-16,12767,328,369.30,1
CAMP0005,BAIDU_SEM,2025-03-17,19643,485,3820.89,1
CAMP0005,BAIDU_SEM,2025-03-18,29578,1344,9961.44,1
CAMP0005,BAIDU_SEM,2025-03-19,14972,568,1613.73,1
CAMP0005,BAIDU_SEM,2025-03-20,3319,38,293.16,1
CAMP0005,BAIDU_SEM,2025-03-21,13604,221,1314.83,1
CAMP0005,BAIDU_SEM,2025-03-22,16480,233,279.46,1
CAMP0005,BAIDU_SEM,2025-03-23,13363,139,792.07,1
CAMP0005,BAIDU_SEM,2025-03-24,13434,316,2239.91,1
CAMP0005,BAIDU_SEM,2025-03-25,19266,444,1054.06,1
CAMP0005,BAIDU_SEM,2025-03-26,29147,900,6384.63,1
CAMP0005,BAIDU_SEM,2025-03-27,9683,363,456.17,1
CAMP0005,BAIDU_SEM,2025-03-28,13818,382,1055.55,1
CAMP0005,BAIDU_SEM,2025-03-29,25335,137,315.33,1
CAMP0005,BAIDU_SEM,2025-03-30,21131,535,2344.48,1
