customer_id,campaign_id,channel_code,attribute_time,event_type,weight,is_test_data
C00004450,CAMP0038,KUAISHOU_AD,2025-01-23 22:05:22,APPLY,1.0,1
C00005495,CAMP0038,KUAISHOU_AD,2025-03-06 12:48:23,APPLY,1.0,1
C00007970,CAMP0014,TENCENT_AD,2025-05-13 11:53:35,APPLY,1.0,1
C00000948,CAMP0019,REFERRAL,2025-03-02 21:10:22,APPLY,1.0,1
C00007187,CAMP0035,BAIDU_SEM,2025-03-17 02:46:53,APPLY,1.0,1
C00009541,CAMP0035,KUAISHOU_AD,2025-03-15 22:07:16,APPLY,1.0,1
C00009034,CAMP0023,BYTEDANCE_AD,2025-02-13 20:45:58,APPLY,1.0,1
C00007071,CAMP0036,TENCENT_AD,2025-02-16 20:58:56,APPLY,1.0,1
C00008296,CAMP0024,KUAISHOU_AD,2025-03-10 12:30:32,APPLY,1.0,1
C00001830,CAMP0018,H5_PROMO,2025-01-28 16:24:33,APPLY,1.0,1
C00003289,CAMP0027,KUAISHOU_AD,2025-01-15 11:09:33,APPLY,1.0,1
C00004267,CAMP0040,BAIDU_SEM,2025-03-10 11:42:14,APPLY,1.0,1
C00007401,CAMP0015,PARTNER_BANK1,2025-03-03 22:19:28,APPLY,1.0,1
C00003459,CAMP0033,TENCENT_AD,2025-04-03 13:32:34,APPLY,1.0,1
C00006130,CAMP0034,KUAISHOU_AD,2025-03-04 18:26:35,APPLY,1.0,1
C00003763,CAMP0023,KUAISHOU_AD,2025-03-20 22:36:35,APPLY,1.0,1
C00005617,CAMP0029,WECHAT_MP,2025-02-28 00:54:46,APPLY,1.0,1
C00004772,CAMP0014,REFERRAL,2025-02-27 22:30:57,APPLY,1.0,1
C00008914,CAMP0024,TENCENT_AD,2025-02-19 13:05:56,APPLY,1.0,1
C00009063,CAMP0014,TENCENT_AD,2025-05-07 12:13:59,APPLY,1.0,1
C00004707,CAMP0009,REFERRAL,2025-01-15 12:14:13,APPLY,1.0,1
C00005906,CAMP0016,WECHAT_MP,2025-02-01 09:24:51,APPLY,1.0,1
C00003854,CAMP0003,H5_PROMO,2025-02-06 08:42:00,APPLY,1.0,1
C00009665,CAMP0014,WECHAT_MP,2025-02-27 22:39:26,APPLY,1.0,1
C00003256,CAMP0033,REFERRAL,2025-02-04 12:37:28,APPLY,1.0,1
C00003559,CAMP0029,PARTNER_BANK1,2025-02-17 21:29:38,APPLY,1.0,1
C00003044,CAMP0037,BYTEDANCE_AD,2025-03-03 07:22:50,APPLY,1.0,1
C00008850,CAMP0035,H5_PROMO,2025-02-18 10:08:01,APPLY,1.0,1
C00009402,CAMP0031,BAIDU_SEM,2025-03-11 12:09:04,APPLY,1.0,1
C00009462,CAMP0008,REFERRAL,2025-02-10 20:34:23,APPLY,1.0,1
C00005983,CAMP0029,REFERRAL,2025-02-09 12:19:40,APPLY,1.0,1
C00001684,CAMP0014,BYTEDANCE_AD,2025-05-12 09:10:36,APPLY,1.0,1
C00008870,CAMP0040,PARTNER_BANK1,2025-03-22 16:32:45,APPLY,1.0,1
C00007536,CAMP0035,WECHAT_MP,2025-02-14 13:46:37,APPLY,1.0,1
C00007990,CAMP0018,PARTNER_BANK1,2025-03-11 12:16:17,APPLY,1.0,1
C00005417,CAMP0029,BAIDU_SEM,2025-02-27 13:20:15,APPLY,1.0,1
C00002453,CAMP0014,BAIDU_SEM,2025-04-20 01:57:07,APPLY,1.0,1
C00005391,CAMP0003,TENCENT_AD,2025-02-23 13:02:19,APPLY,1.0,1
C00006271,CAMP0025,BYTEDANCE_AD,2025-03-12 18:49:51,APPLY,1.0,1
C00003263,CAMP0018,KUAISHOU_AD,2025-03-22 16:24:59,APPLY,1.0,1
C00005034,CAMP0035,BYTEDANCE_AD,2025-05-04 13:26:25,APPLY,1.0,1
C00009373,CAMP0033,BAIDU_SEM,2025-03-09 09:28:53,APPLY,1.0,1
C00000094,CAMP0035,BYTEDANCE_AD,2025-05-03 00:50:41,APPLY,1.0,1
C00000750,CAMP0024,WECHAT_MP,2025-04-15 08:32:47,APPLY,1.0,1
C00002025,CAMP0014,BYTEDANCE_AD,2025-05-18 20:13:05,APPLY,1.0,1
C00007148,CAMP0029,APP_ORG,2025-02-06 06:42:10,APPLY,1.0,1
C00003747,CAMP0016,BAIDU_SEM,2025-02-22 12:17:27,APPLY,1.0,1
C00009323,CAMP0005,TENCENT_AD,2025-02-18 13:59:37,APPLY,1.0,1
C00008680,CAMP0015,BAIDU_SEM,2025-01-19 06:02:04,APPLY,1.0,1
C00004121,CAMP0039,BYTEDANCE_AD,2025-02-14 12:31:42,APPLY,1.0,1
C00001241,CAMP0012,H5_PROMO,2025-01-29 16:23:42,APPLY,1.0,1
C00009671,CAMP0020,KUAISHOU_AD,2025-01-19 19:36:49,APPLY,1.0,1
C00000056,CAMP0025,BYTEDANCE_AD,2025-01-28 09:32:55,APPLY,1.0,1
C00009828,CAMP0036,BAIDU_SEM,2025-04-08 06:30:49,APPLY,1.0,1
C00008380,CAMP0005,BYTEDANCE_AD,2025-02-18 22:07:05,APPLY,1.0,1
C00009706,CAMP0017,TENCENT_AD,2025-04-03 22:16:05,APPLY,1.0,1
C00008473,CAMP0014,TENCENT_AD,2025-02-07 13:47:33,APPLY,1.0,1
C00003820,CAMP0034,PARTNER_MALL,2025-02-27 22:33:19,APPLY,1.0,1
C00002208,CAMP0010,TENCENT_AD,2025-02-13 11:19:59,APPLY,1.0,1
C00000978,CAMP0004,TENCENT_AD,2025-01-17 12:30:39,APPLY,1.0,1
C00008693,CAMP0014,KUAISHOU_AD,2025-05-11 06:36:03,APPLY,1.0,1
C00005547,CAMP0005,TENCENT_AD,2025-02-26 20:18:19,APPLY,1.0,1
C00005563,CAMP0014,APP_ORG,2025-02-14 13:43:16,APPLY,1.0,1
C00006089,CAMP0033,PARTNER_BANK1,2025-04-23 13:48:46,APPLY,1.0,1
C00005464,CAMP0014,BAIDU_SEM,2025-05-17 01:48:47,APPLY,1.0,1
C00008553,CAMP0005,REFERRAL,2025-02-16 22:22:37,APPLY,1.0,1
C00006766,CAMP0034,KUAISHOU_AD,2025-02-25 02:30:27,APPLY,1.0,1
C00001968,CAMP0029,BYTEDANCE_AD,2025-01-29 13:04:25,APPLY,1.0,1
C00000299,CAMP0014,TENCENT_AD,2025-03-19 12:27:13,APPLY,1.0,1
C00002672,CAMP0010,BYTEDANCE_AD,2025-02-07 21:40:46,APPLY,1.0,1
C00009281,CAMP0033,REFERRAL,2025-05-01 21:49:37,APPLY,1.0,1
C00003463,CAMP0012,WECHAT_MP,2025-04-30 20:48:46,APPLY,1.0,1
C00004065,CAMP0038,KUAISHOU_AD,2025-02-07 20:40:27,APPLY,1.0,1
C00007652,CAMP0034,TENCENT_AD,2025-03-26 12:00:40,APPLY,1.0,1
C00004853,CAMP0031,KUAISHOU_AD,2025-02-17 21:42:37,APPLY,1.0,1
C00006945,CAMP0033,BYTEDANCE_AD,2025-02-05 12:21:12,APPLY,1.0,1
C00006443,CAMP0018,TENCENT_AD,2025-03-01 12:13:20,APPLY,1.0,1
C00006486,CAMP0022,TENCENT_AD,2025-01-07 08:12:12,APPLY,1.0,1
C00008059,CAMP0033,H5_PROMO,2025-04-22 23:39:51,APPLY,1.0,1
C00006506,CAMP0003,TENCENT_AD,2025-02-13 20:08:14,APPLY,1.0,1
C00009588,CAMP0031,TENCENT_AD,2025-04-14 20:47:00,APPLY,1.0,1
C00009232,CAMP0014,BYTEDANCE_AD,2025-05-07 12:56:01,APPLY,1.0,1
C00001689,CAMP0036,APP_ORG,2025-04-11 13:13:09,APPLY,1.0,1
C00000763,CAMP0034,BAIDU_SEM,2025-02-15 12:19:29,APPLY,1.0,1
C00001007,CAMP0003,WECHAT_MP,2025-05-03 11:42:55,APPLY,1.0,1
C00006321,CAMP0014,BYTEDANCE_AD,2025-05-13 06:07:50,APPLY,1.0,1
C00002085,CAMP0035,BYTEDANCE_AD,2025-02-03 22:10:34,APPLY,1.0,1
C00004539,CAMP0035,TENCENT_AD,2025-05-07 16:03:10,APPLY,1.0,1
C00007874,CAMP0008,TENCENT_AD,2025-02-18 20:15:23,APPLY,1.0,1
C00002579,CAMP0002,BAIDU_SEM,2025-02-21 09:16:42,APPLY,1.0,1
C00002107,CAMP0029,APP_ORG,2025-03-17 21:19:26,APPLY,1.0,1
C00007210,CAMP0027,PARTNER_BANK1,2025-03-24 10:11:45,APPLY,1.0,1
C00002501,CAMP0022,BAIDU_SEM,2025-02-11 13:30:57,APPLY,1.0,1
C00003983,CAMP0036,TENCENT_AD,2025-04-25 20:55:50,APPLY,1.0,1
C00009893,CAMP0032,TENCENT_AD,2025-02-14 12:55:27,APPLY,1.0,1
C00004777,CAMP0014,H5_PROMO,2025-05-12 14:01:32,APPLY,1.0,1
C00005787,CAMP0033,TENCENT_AD,2025-02-08 12:11:49,APPLY,1.0,1
C00000186,CAMP0029,APP_ORG,2025-03-03 21:23:32,APPLY,1.0,1
C00000231,CAMP0014,BYTEDANCE_AD,2025-05-06 17:56:54,APPLY,1.0,1
C00009078,CAMP0037,REFERRAL,2025-02-16 10:55:55,APPLY,1.0,1
C00005209,CAMP0012,TENCENT_AD,2025-04-28 13:43:52,APPLY,1.0,1
C00001850,CAMP0005,KUAISHOU_AD,2025-03-11 22:33:53,APPLY,1.0,1
C00007264,CAMP0014,BYTEDANCE_AD,2025-05-15 13:05:33,APPLY,1.0,1
C00009722,CAMP0012,REFERRAL,2025-02-25 20:47:54,APPLY,1.0,1
C00007645,CAMP0005,H5_PROMO,2025-04-11 22:43:06,APPLY,1.0,1
C00000583,CAMP0005,KUAISHOU_AD,2025-04-26 16:00:22,APPLY,1.0,1
C00002714,CAMP0033,BAIDU_SEM,2025-04-13 00:35:28,APPLY,1.0,1
C00002887,CAMP0014,BAIDU_SEM,2025-05-16 22:53:03,APPLY,1.0,1
C00003679,CAMP0031,TENCENT_AD,2025-03-09 08:58:20,APPLY,1.0,1
C00001258,CAMP0018,PARTNER_MALL,2025-02-06 07:53:33,APPLY,1.0,1
C00009909,CAMP0026,WECHAT_MP,2025-02-12 01:52:02,APPLY,1.0,1
C00005626,CAMP0038,H5_PROMO,2025-02-12 22:34:02,APPLY,1.0,1
C00007107,CAMP0028,BYTEDANCE_AD,2025-03-22 15:47:42,APPLY,1.0,1
C00008413,CAMP0034,BAIDU_SEM,2025-03-23 12:03:33,APPLY,1.0,1
C00002178,CAMP0035,TENCENT_AD,2025-03-09 10:15:46,APPLY,1.0,1
C00005197,CAMP0017,BYTEDANCE_AD,2025-03-25 09:34:25,APPLY,1.0,1
C00003852,CAMP0014,BYTEDANCE_AD,2025-02-15 12:38:15,APPLY,1.0,1
C00008995,CAMP0003,BYTEDANCE_AD,2025-03-29 13:43:14,APPLY,1.0,1
C00007977,CAMP0030,BAIDU_SEM,2025-02-18 13:02:04,APPLY,1.0,1
C00003062,CAMP0011,REFERRAL,2025-04-20 11:39:31,APPLY,1.0,1
C00002301,CAMP0038,KUAISHOU_AD,2025-04-20 15:45:44,APPLY,1.0,1
C00005092,CAMP0034,BAIDU_SEM,2025-03-23 20:56:32,APPLY,1.0,1
C00007939,CAMP0016,BYTEDANCE_AD,2025-02-21 22:18:32,APPLY,1.0,1
C00002363,CAMP0002,APP_ORG,2025-02-20 20:02:58,APPLY,1.0,1
C00006959,CAMP0016,BAIDU_SEM,2025-01-26 20:08:55,APPLY,1.0,1
C00003214,CAMP0002,WECHAT_MP,2025-02-12 22:32:23,APPLY,1.0,1
C00005205,CAMP0019,BYTEDANCE_AD,2025-02-12 20:51:21,APPLY,1.0,1
C00006749,CAMP0015,H5_PROMO,2025-02-22 23:21:09,APPLY,1.0,1
C00003596,CAMP0014,KUAISHOU_AD,2025-05-18 17:30:20,APPLY,1.0,1
C00000317,CAMP0014,BYTEDANCE_AD,2025-03-26 02:43:48,APPLY,1.0,1
C00004622,CAMP0002,BAIDU_SEM,2025-02-23 20:15:58,APPLY,1.0,1
C00002299,CAMP0038,TENCENT_AD,2025-03-09 16:59:26,APPLY,1.0,1
C00004251,CAMP0039,REFERRAL,2025-02-20 02:51:03,APPLY,1.0,1
C00004752,CAMP0023,BAIDU_SEM,2025-03-30 12:01:41,APPLY,1.0,1
C00009134,CAMP0014,H5_PROMO,2025-05-11 12:58:22,APPLY,1.0,1
C00002810,CAMP0001,APP_ORG,2025-02-17 13:43:08,APPLY,1.0,1
C00003955,CAMP0034,PARTNER_BANK1,2025-03-03 20:48:43,APPLY,1.0,1
C00006635,CAMP0017,BYTEDANCE_AD,2025-02-11 12:41:14,APPLY,1.0,1
C00004826,CAMP0019,REFERRAL,2025-02-17 12:22:43,APPLY,1.0,1
C00001707,CAMP0014,BAIDU_SEM,2025-01-28 07:02:39,APPLY,1.0,1
C00006337,CAMP0036,TENCENT_AD,2025-02-10 23:28:41,APPLY,1.0,1
C00007387,CAMP0012,KUAISHOU_AD,2025-03-23 22:52:06,APPLY,1.0,1
C00000548,CAMP0011,BYTEDANCE_AD,2025-01-19 18:40:52,APPLY,1.0,1
C00005235,CAMP0026,APP_ORG,2025-02-26 22:22:15,APPLY,1.0,1
C00002739,CAMP0029,PARTNER_BANK1,2025-03-05 20:21:57,APPLY,1.0,1
C00000926,CAMP0003,H5_PROMO,2025-05-05 21:28:59,APPLY,1.0,1
C00000929,CAMP0034,BAIDU_SEM,2025-03-19 21:29:48,APPLY,1.0,1
C00000394,CAMP0038,APP_ORG,2025-05-04 20:57:32,APPLY,1.0,1
C00003260,CAMP0011,H5_PROMO,2025-04-08 12:10:10,APPLY,1.0,1
C00003525,CAMP0038,BYTEDANCE_AD,2025-04-08 13:51:04,APPLY,1.0,1
C00005232,CAMP0012,APP_ORG,2025-03-03 22:48:57,APPLY,1.0,1
C00009705,CAMP0017,BYTEDANCE_AD,2025-02-04 17:22:58,APPLY,1.0,1
C00001111,CAMP0024,TENCENT_AD,2025-03-24 17:48:51,APPLY,1.0,1
C00001546,CAMP0014,WECHAT_MP,2025-05-17 23:51:22,APPLY,1.0,1
C00006962,CAMP0035,REFERRAL,2025-03-12 17:11:00,APPLY,1.0,1
C00005754,CAMP0039,APP_ORG,2025-02-01 13:39:40,APPLY,1.0,1
C00005183,CAMP0011,BAIDU_SEM,2025-03-20 11:49:53,APPLY,1.0,1
C00009952,CAMP0014,TENCENT_AD,2025-05-10 15:31:11,APPLY,1.0,1
C00004524,CAMP0029,BAIDU_SEM,2025-02-28 20:22:24,APPLY,1.0,1
C00000842,CAMP0008,BAIDU_SEM,2025-02-06 12:21:18,APPLY,1.0,1
C00006141,CAMP0026,PARTNER_BANK1,2025-02-24 16:56:52,APPLY,1.0,1
C00007589,CAMP0020,PARTNER_MALL,2025-01-30 19:58:44,APPLY,1.0,1
C00003635,CAMP0014,BYTEDANCE_AD,2025-03-07 13:27:43,APPLY,1.0,1
C00002289,CAMP0032,BAIDU_SEM,2025-03-01 12:51:59,APPLY,1.0,1
C00004844,CAMP0031,WECHAT_MP,2025-02-24 13:37:43,APPLY,1.0,1
C00007052,CAMP0038,BAIDU_SEM,2025-03-11 18:47:49,APPLY,1.0,1
C00009232,CAMP0014,BYTEDANCE_AD,2025-05-17 20:22:34,APPLY,1.0,1
C00002091,CAMP0003,APP_ORG,2025-01-30 20:51:11,APPLY,1.0,1
C00003594,CAMP0014,WECHAT_MP,2025-04-22 13:10:11,APPLY,1.0,1
C00002535,CAMP0029,APP_ORG,2025-03-21 12:47:05,APPLY,1.0,1
C00009255,CAMP0014,TENCENT_AD,2025-05-17 13:59:05,APPLY,1.0,1
C00009688,CAMP0032,TENCENT_AD,2025-02-13 13:34:16,APPLY,1.0,1
C00004141,CAMP0010,BAIDU_SEM,2025-02-07 19:20:46,APPLY,1.0,1
C00005216,CAMP0023,TENCENT_AD,2025-03-11 21:08:41,APPLY,1.0,1
C00000841,CAMP0014,KUAISHOU_AD,2025-05-18 20:33:23,APPLY,1.0,1
C00002042,CAMP0026,TENCENT_AD,2025-01-30 07:50:55,APPLY,1.0,1
C00008784,CAMP0037,TENCENT_AD,2025-02-06 07:40:51,APPLY,1.0,1
C00006721,CAMP0011,BYTEDANCE_AD,2025-01-31 11:56:15,APPLY,1.0,1
C00008769,CAMP0038,BAIDU_SEM,2025-02-24 22:26:14,APPLY,1.0,1
C00005382,CAMP0010,KUAISHOU_AD,2025-02-11 23:22:24,APPLY,1.0,1
C00005345,CAMP0024,TENCENT_AD,2025-02-09 16:06:09,APPLY,1.0,1
C00008852,CAMP0027,BYTEDANCE_AD,2025-03-09 23:09:59,APPLY,1.0,1
C00004580,CAMP0038,PARTNER_BANK1,2025-02-11 22:29:05,APPLY,1.0,1
C00004081,CAMP0025,TENCENT_AD,2025-02-09 12:09:45,APPLY,1.0,1
C00008257,CAMP0019,REFERRAL,2025-02-06 21:38:48,APPLY,1.0,1
C00008833,CAMP0038,BAIDU_SEM,2025-04-20 17:34:24,APPLY,1.0,1
C00005478,CAMP0011,BYTEDANCE_AD,2025-01-17 20:33:58,APPLY,1.0,1
C00001740,CAMP0031,TENCENT_AD,2025-01-29 22:50:30,APPLY,1.0,1
C00000237,CAMP0031,BAIDU_SEM,2025-03-01 22:58:25,APPLY,1.0,1
C00003487,CAMP0007,TENCENT_AD,2025-03-03 21:55:52,APPLY,1.0,1
C00006363,CAMP0025,KUAISHOU_AD,2025-02-22 21:56:45,APPLY,1.0,1
C00006029,CAMP0006,PARTNER_BANK1,2025-01-18 01:56:24,APPLY,1.0,1
C00000543,CAMP0017,APP_ORG,2025-03-01 21:08:14,APPLY,1.0,1
C00007738,CAMP0023,PARTNER_MALL,2025-02-19 22:20:38,APPLY,1.0,1
C00004223,CAMP0014,BYTEDANCE_AD,2025-04-24 13:48:04,APPLY,1.0,1
C00006418,CAMP0021,APP_ORG,2025-01-12 22:44:24,APPLY,1.0,1
C00008465,CAMP0023,KUAISHOU_AD,2025-04-04 19:35:07,APPLY,1.0,1
C00005594,CAMP0033,BYTEDANCE_AD,2025-04-04 17:21:06,APPLY,1.0,1
C00006649,CAMP0001,TENCENT_AD,2025-02-15 12:26:51,APPLY,1.0,1
C00003490,CAMP0028,TENCENT_AD,2025-02-18 09:20:02,APPLY,1.0,1
C00008757,CAMP0015,BAIDU_SEM,2025-03-18 21:23:59,APPLY,1.0,1
C00003935,CAMP0035,TENCENT_AD,2025-03-27 20:44:42,APPLY,1.0,1
C00006819,CAMP0038,PARTNER_BANK1,2025-04-05 11:11:20,APPLY,1.0,1
C00004775,CAMP0014,H5_PROMO,2025-01-26 22:35:42,APPLY,1.0,1
C00000135,CAMP0036,KUAISHOU_AD,2025-04-29 22:15:19,APPLY,1.0,1
C00004337,CAMP0014,BYTEDANCE_AD,2025-02-16 15:55:57,APPLY,1.0,1
C00002090,CAMP0003,BYTEDANCE_AD,2025-05-06 13:42:36,APPLY,1.0,1
C00000242,CAMP0019,BAIDU_SEM,2025-01-17 20:53:21,APPLY,1.0,1
C00000818,CAMP0028,BAIDU_SEM,2025-03-18 20:17:54,APPLY,1.0,1
C00000270,CAMP0020,APP_ORG,2025-02-02 21:57:39,APPLY,1.0,1
C00001279,CAMP0036,TENCENT_AD,2025-03-17 20:21:26,APPLY,1.0,1
C00008941,CAMP0014,BAIDU_SEM,2025-03-21 13:25:59,APPLY,1.0,1
C00001440,CAMP0014,REFERRAL,2025-05-10 18:50:03,APPLY,1.0,1
C00006296,CAMP0003,REFERRAL,2025-02-22 21:15:57,APPLY,1.0,1
C00000425,CAMP0027,TENCENT_AD,2025-03-30 13:00:46,APPLY,1.0,1
C00001766,CAMP0027,REFERRAL,2025-04-01 13:06:26,APPLY,1.0,1
C00006851,CAMP0012,H5_PROMO,2025-04-07 16:47:49,APPLY,1.0,1
C00002324,CAMP0003,BYTEDANCE_AD,2025-05-10 22:13:39,APPLY,1.0,1
C00001889,CAMP0033,BYTEDANCE_AD,2025-04-16 22:17:47,APPLY,1.0,1
C00003058,CAMP0022,APP_ORG,2025-03-02 00:49:16,APPLY,1.0,1
C00002857,CAMP0032,TENCENT_AD,2025-03-17 14:01:12,APPLY,1.0,1
C00005787,CAMP0005,TENCENT_AD,2025-02-05 20:13:23,APPLY,1.0,1
C00001032,CAMP0031,BYTEDANCE_AD,2025-04-16 21:33:26,APPLY,1.0,1
C00005256,CAMP0015,TENCENT_AD,2025-03-12 22:39:28,APPLY,1.0,1
C00004967,CAMP0025,TENCENT_AD,2025-02-10 08:39:23,APPLY,1.0,1
C00009868,CAMP0031,KUAISHOU_AD,2025-03-29 13:39:51,APPLY,1.0,1
C00000145,CAMP0007,BYTEDANCE_AD,2025-03-02 14:43:51,APPLY,1.0,1
C00002409,CAMP0002,BYTEDANCE_AD,2025-01-17 18:35:06,APPLY,1.0,1
C00001238,CAMP0028,BAIDU_SEM,2025-03-21 14:26:55,APPLY,1.0,1
C00003884,CAMP0002,TENCENT_AD,2025-02-27 17:57:46,APPLY,1.0,1
C00000574,CAMP0022,APP_ORG,2025-01-10 07:29:11,APPLY,1.0,1
C00002755,CAMP0028,BAIDU_SEM,2025-03-18 17:59:45,APPLY,1.0,1
C00006704,CAMP0040,TENCENT_AD,2025-02-20 13:41:26,APPLY,1.0,1
C00001999,CAMP0001,BAIDU_SEM,2025-04-07 21:13:28,APPLY,1.0,1
C00001282,CAMP0025,BYTEDANCE_AD,2025-02-12 20:01:54,APPLY,1.0,1
C00006725,CAMP0023,BYTEDANCE_AD,2025-02-15 19:59:48,APPLY,1.0,1
C00005836,CAMP0014,H5_PROMO,2025-02-01 16:21:02,APPLY,1.0,1
C00005382,CAMP0014,KUAISHOU_AD,2025-02-11 21:23:28,APPLY,1.0,1
C00002970,CAMP0026,WECHAT_MP,2025-02-03 22:14:23,APPLY,1.0,1
C00003852,CAMP0024,BYTEDANCE_AD,2025-04-08 19:24:58,APPLY,1.0,1
C00004412,CAMP0014,BYTEDANCE_AD,2025-05-16 22:44:41,APPLY,1.0,1
C00003334,CAMP0003,BAIDU_SEM,2025-05-11 17:26:16,APPLY,1.0,1
C00003263,CAMP0015,KUAISHOU_AD,2025-02-18 21:06:58,APPLY,1.0,1
C00007574,CAMP0035,APP_ORG,2025-04-12 12:14:00,APPLY,1.0,1
C00001387,CAMP0024,REFERRAL,2025-03-30 21:43:01,APPLY,1.0,1
C00006841,CAMP0037,TENCENT_AD,2025-03-03 13:09:33,APPLY,1.0,1
C00006491,CAMP0008,WECHAT_MP,2025-01-22 21:31:49,APPLY,1.0,1
C00006055,CAMP0022,REFERRAL,2025-02-22 12:09:09,APPLY,1.0,1
C00009875,CAMP0029,H5_PROMO,2025-01-31 17:14:18,APPLY,1.0,1
C00009832,CAMP0039,BYTEDANCE_AD,2025-01-26 13:02:50,APPLY,1.0,1
C00005598,CAMP0027,KUAISHOU_AD,2025-04-16 18:42:20,APPLY,1.0,1
C00006664,CAMP0014,TENCENT_AD,2025-05-18 13:29:34,APPLY,1.0,1
C00007084,CAMP0014,H5_PROMO,2025-05-14 12:41:14,APPLY,1.0,1
C00005313,CAMP0028,KUAISHOU_AD,2025-02-26 12:43:42,APPLY,1.0,1
C00002538,CAMP0036,BAIDU_SEM,2025-03-06 13:06:47,APPLY,1.0,1
C00006772,CAMP0006,TENCENT_AD,2025-01-16 20:53:46,APPLY,1.0,1
C00008342,CAMP0031,BAIDU_SEM,2025-02-28 14:20:49,APPLY,1.0,1
C00002066,CAMP0024,KUAISHOU_AD,2025-02-10 22:39:52,APPLY,1.0,1
C00003781,CAMP0012,APP_ORG,2025-04-07 12:27:38,APPLY,1.0,1
