customer_id,product_code,total_amount,available_amount,used_amount,apr,grade,valid_from,valid_to,status,created_at,is_test_data
C00009060,JOINT_LOAN,15000.00,15000.00,0,0.20,C,2025-02-21,2026-02-21,ACTIVE,2025-02-21 16:27:35,1
C00001580,PLATFORM_LOAN,26918.81,26918.81,0,0.21,C,2025-02-21,2026-02-21,ACTIVE,2025-02-21 12:16:57,1
C00000675,PLATFORM_LOAN,43678.35,43678.35,0,0.16,B,2025-03-01,2026-03-01,ACTIVE,2025-03-01 21:40:40,1
C00004105,JOINT_LOAN,2000.00,2000.00,0,0.14,B,2025-02-02,2026-02-02,ACTIVE,2025-02-02 08:32:56,1
C00007025,SELF_LOAN,10000.00,10000.00,0,0.13,A,2025-04-22,2026-04-22,ACTIVE,2025-04-22 13:46:11,1
C00002173,JOINT_LOAN,57139.94,57139.94,0,0.16,B,2025-05-02,2026-05-02,ACTIVE,2025-05-02 12:41:10,1
C00007593,JOINT_LOAN,10000.00,10000.00,0,0.17,B,2025-05-10,2026-05-10,ACTIVE,2025-05-10 22:01:17,1
C00008234,SELF_LOAN,41984.58,41984.58,0,0.11,A,2025-03-18,2026-03-18,ACTIVE,2025-03-18 12:54:27,1
C00006028,JOINT_LOAN,30000.00,30000.00,0,0.16,B,2025-05-31,2026-05-31,ACTIVE,2025-05-31 19:23:21,1
C00000962,GUARANTEE_LOAN,15000.00,15000.00,0,0.17,B,2025-03-09,2026-03-09,ACTIVE,2025-03-09 10:12:01,1
C00002438,GUARANTEE_LOAN,5000.00,5000.00,0,0.19,C,2025-03-10,2026-03-10,ACTIVE,2025-03-10 23:06:40,1
C00002823,SELF_LOAN,20000.00,20000.00,0,0.19,C,2025-03-12,2026-03-12,ACTIVE,2025-03-12 20:48:16,1
C00002677,SELF_LOAN,29630.70,29630.70,0,0.18,C,2025-04-23,2026-04-23,ACTIVE,2025-04-23 21:58:15,1
C00004454,GUARANTEE_LOAN,15000.00,15000.00,0,0.20,C,2025-02-26,2026-02-26,ACTIVE,2025-02-26 20:28:20,1
C00006958,PLATFORM_LOAN,7696.62,7696.62,0,0.22,D,2025-02-02,2026-02-02,ACTIVE,2025-02-02 13:06:45,1
C00008332,JOINT_LOAN,5000.00,5000.00,0,0.11,A,2025-03-17,2026-03-17,ACTIVE,2025-03-17 18:40:02,1
C00006144,PLATFORM_LOAN,2000.00,2000.00,0,0.18,B,2025-01-17,2026-01-17,ACTIVE,2025-01-17 20:13:49,1
C00001139,SELF_LOAN,15000.00,15000.00,0,0.16,B,2025-02-11,2026-02-11,ACTIVE,2025-02-11 08:48:39,1
C00003009,SELF_LOAN,29247.78,29247.78,0,0.20,C,2025-05-24,2026-05-24,ACTIVE,2025-05-24 10:01:51,1
C00004268,GUARANTEE_LOAN,1000.00,1000.00,0,0.16,B,2025-02-14,2026-02-14,ACTIVE,2025-02-14 22:38:38,1
C00007186,PLATFORM_LOAN,5000.00,5000.00,0,0.14,A,2025-05-16,2026-05-16,ACTIVE,2025-05-16 12:09:17,1
C00004496,JOINT_LOAN,50000.00,50000.00,0,0.10,A,2025-01-15,2026-01-15,ACTIVE,2025-01-15 15:18:23,1
C00001926,JOINT_LOAN,22823.20,22823.20,0,0.22,C,2025-03-02,2026-03-02,ACTIVE,2025-03-02 20:04:36,1
C00008103,PLATFORM_LOAN,7189.22,7189.22,0,0.24,D,2025-02-24,2026-02-24,ACTIVE,2025-02-24 18:03:56,1
C00009704,SELF_LOAN,9631.18,9631.18,0,0.24,D,2025-02-21,2026-02-21,ACTIVE,2025-02-21 20:44:54,1
C00008042,GUARANTEE_LOAN,1000.00,1000.00,0,0.18,C,2025-03-18,2026-03-18,ACTIVE,2025-03-18 03:05:35,1
C00009470,PLATFORM_LOAN,1000.00,1000.00,0,0.23,D,2025-06-23,2026-06-23,ACTIVE,2025-06-23 10:52:37,1
C00009036,PLATFORM_LOAN,7019.56,7019.56,0,0.24,D,2025-05-23,2026-05-23,ACTIVE,2025-05-23 13:52:40,1
C00003603,SELF_LOAN,42710.86,42710.86,0,0.11,A,2025-02-17,2026-02-17,ACTIVE,2025-02-17 22:18:41,1
C00004450,PLATFORM_LOAN,44610.40,44610.40,0,0.16,B,2025-01-23,2026-01-23,ACTIVE,2025-01-23 22:10:11,1
C00007970,PLATFORM_LOAN,5000.00,5000.00,0,0.10,A,2025-05-13,2026-05-13,ACTIVE,2025-05-13 11:58:46,1
C00008657,PLATFORM_LOAN,1000.00,1000.00,0,0.20,C,2025-02-15,2026-02-15,ACTIVE,2025-02-15 21:14:01,1
C00002583,SELF_LOAN,10000.00,10000.00,0,0.22,C,2025-04-19,2026-04-19,ACTIVE,2025-04-19 23:00:37,1
C00001806,PLATFORM_LOAN,2000.00,2000.00,0,0.23,D,2025-03-31,2026-03-31,ACTIVE,2025-03-31 12:33:08,1
C00007187,PLATFORM_LOAN,10000.00,10000.00,0,0.22,C,2025-03-17,2026-03-17,ACTIVE,2025-03-17 02:53:37,1
C00009034,SELF_LOAN,44118.83,44118.83,0,0.17,B,2025-02-13,2026-02-13,ACTIVE,2025-02-13 20:56:05,1
C00004756,GUARANTEE_LOAN,1000.00,1000.00,0,0.16,B,2025-05-22,2026-05-22,ACTIVE,2025-05-22 14:17:39,1
C00008747,SELF_LOAN,5000.00,5000.00,0,0.23,D,2025-05-26,2026-05-26,ACTIVE,2025-05-26 16:57:25,1
C00003868,JOINT_LOAN,2000.00,2000.00,0,0.24,E,2025-06-20,2026-06-20,ACTIVE,2025-06-20 20:23:49,1
C00007380,SELF_LOAN,2000.00,2000.00,0,0.16,B,2025-02-28,2026-02-28,ACTIVE,2025-02-28 21:47:56,1
C00000289,JOINT_LOAN,8000.00,8000.00,0,0.13,A,2025-03-31,2026-03-31,ACTIVE,2025-03-31 02:42:22,1
C00009690,SELF_LOAN,30000.00,30000.00,0,0.16,B,2025-03-07,2026-03-07,ACTIVE,2025-03-07 20:52:52,1
C00003596,SELF_LOAN,41034.40,41034.40,0,0.11,A,2025-05-20,2026-05-20,ACTIVE,2025-05-20 13:29:17,1
C00006433,PLATFORM_LOAN,30000.00,30000.00,0,0.17,B,2025-02-27,2026-02-27,ACTIVE,2025-02-27 21:17:51,1
C00003806,PLATFORM_LOAN,10000.00,10000.00,0,0.13,A,2025-04-09,2026-04-09,ACTIVE,2025-04-09 13:27:47,1
C00008088,SELF_LOAN,1000.00,1000.00,0,0.16,B,2025-05-09,2026-05-09,ACTIVE,2025-05-09 20:44:15,1
C00003289,PLATFORM_LOAN,20000.00,20000.00,0,0.19,C,2025-01-15,2026-01-15,ACTIVE,2025-01-15 11:22:38,1
C00004267,PLATFORM_LOAN,8296.62,8296.62,0,0.23,D,2025-03-10,2026-03-10,ACTIVE,2025-03-10 11:48:02,1
C00008931,SELF_LOAN,8000.00,8000.00,0,0.18,C,2025-01-30,2026-01-30,ACTIVE,2025-01-30 13:33:09,1
C00003910,SELF_LOAN,15000.00,15000.00,0,0.16,B,2025-05-10,2026-05-10,ACTIVE,2025-05-10 20:27:41,1
C00009233,JOINT_LOAN,30000.00,30000.00,0,0.11,A,2025-06-18,2026-06-18,ACTIVE,2025-06-19 01:50:37,1
C00003459,SELF_LOAN,28151.36,28151.36,0,0.21,C,2025-04-03,2026-04-03,ACTIVE,2025-04-03 13:36:24,1
C00002493,JOINT_LOAN,30000.00,30000.00,0,0.16,B,2025-05-25,2026-05-25,ACTIVE,2025-05-25 12:55:49,1
C00005277,PLATFORM_LOAN,2000.00,2000.00,0,0.21,C,2025-06-20,2026-06-20,ACTIVE,2025-06-20 20:17:34,1
C00006130,PLATFORM_LOAN,5000.00,5000.00,0,0.10,A,2025-03-04,2026-03-04,ACTIVE,2025-03-04 18:39:01,1
C00003763,PLATFORM_LOAN,2000.00,2000.00,0,0.13,A,2025-03-20,2026-03-20,ACTIVE,2025-03-20 22:41:42,1
C00005617,SELF_LOAN,8000.00,8000.00,0,0.11,A,2025-02-28,2026-02-28,ACTIVE,2025-02-28 00:59:22,1
C00002358,SELF_LOAN,15000.00,15000.00,0,0.21,C,2025-05-25,2026-05-25,ACTIVE,2025-05-25 12:30:56,1
C00005367,PLATFORM_LOAN,2000.00,2000.00,0,0.14,A,2025-02-28,2026-02-28,ACTIVE,2025-02-28 16:40:42,1
C00000178,SELF_LOAN,29708.74,29708.74,0,0.18,C,2025-03-30,2026-03-30,ACTIVE,2025-03-30 20:44:05,1
C00004772,PLATFORM_LOAN,2000.00,2000.00,0,0.20,C,2025-02-27,2026-02-27,ACTIVE,2025-02-27 22:38:23,1
C00007592,JOINT_LOAN,55912.73,55912.73,0,0.15,B,2025-02-19,2026-02-19,ACTIVE,2025-02-19 08:09:54,1
C00000209,PLATFORM_LOAN,50000.00,50000.00,0,0.10,A,2025-05-28,2026-05-28,ACTIVE,2025-05-28 21:07:32,1
C00008963,SELF_LOAN,20000.00,20000.00,0,0.20,C,2025-02-09,2026-02-09,ACTIVE,2025-02-09 20:21:54,1
C00004707,PLATFORM_LOAN,28028.37,28028.37,0,0.21,C,2025-01-15,2026-01-15,ACTIVE,2025-01-15 12:24:57,1
C00009035,SELF_LOAN,7613.20,7613.20,0,0.24,D,2025-02-28,2026-02-28,ACTIVE,2025-02-28 23:03:32,1
C00003657,SELF_LOAN,10000.00,10000.00,0,0.17,B,2025-03-06,2026-03-06,ACTIVE,2025-03-06 13:09:54,1
C00008796,JOINT_LOAN,10000.00,10000.00,0,0.13,A,2025-03-15,2026-03-15,ACTIVE,2025-03-15 13:19:46,1
C00002838,JOINT_LOAN,50000.00,50000.00,0,0.14,B,2025-02-18,2026-02-18,ACTIVE,2025-02-18 17:41:47,1
C00003256,PLATFORM_LOAN,4806.07,4806.07,0,0.24,E,2025-02-04,2026-02-04,ACTIVE,2025-02-04 12:50:20,1
C00008850,PLATFORM_LOAN,22140.54,22140.54,0,0.19,C,2025-02-18,2026-02-18,ACTIVE,2025-02-18 10:20:23,1
C00009402,SELF_LOAN,36494.81,36494.81,0,0.18,B,2025-03-11,2026-03-11,ACTIVE,2025-03-11 12:21:08,1
C00005983,SELF_LOAN,15000.00,15000.00,0,0.16,B,2025-02-09,2026-02-09,ACTIVE,2025-02-09 12:35:10,1
C00006760,SELF_LOAN,8357.45,8357.45,0,0.24,D,2025-01-24,2026-01-24,ACTIVE,2025-01-24 11:54:27,1
C00001684,PLATFORM_LOAN,9142.88,9142.88,0,0.24,D,2025-05-12,2026-05-12,ACTIVE,2025-05-12 09:15:55,1
C00001532,PLATFORM_LOAN,10000.00,10000.00,0,0.18,B,2025-05-02,2026-05-02,ACTIVE,2025-05-02 21:12:00,1
C00008444,PLATFORM_LOAN,2000.00,2000.00,0,0.20,C,2025-04-09,2026-04-09,ACTIVE,2025-04-09 07:36:29,1
C00008870,SELF_LOAN,7644.15,7644.15,0,0.23,D,2025-03-22,2026-03-22,ACTIVE,2025-03-22 16:41:38,1
C00007990,PLATFORM_LOAN,9581.89,9581.89,0,0.24,D,2025-03-11,2026-03-11,ACTIVE,2025-03-11 12:23:19,1
C00005707,JOINT_LOAN,7652.79,7652.79,0,0.23,D,2025-06-04,2026-06-04,ACTIVE,2025-06-04 13:45:57,1
C00003303,SELF_LOAN,35918.15,35918.15,0,0.11,A,2025-02-10,2026-02-10,ACTIVE,2025-02-10 10:34:15,1
C00005417,SELF_LOAN,23956.02,23956.02,0,0.19,C,2025-02-27,2026-02-27,ACTIVE,2025-02-27 13:28:30,1
C00005795,JOINT_LOAN,20000.00,20000.00,0,0.22,C,2025-02-07,2026-02-07,ACTIVE,2025-02-07 22:27:32,1
C00003263,GUARANTEE_LOAN,30000.00,30000.00,0,0.11,A,2025-03-22,2026-03-22,ACTIVE,2025-03-22 16:31:56,1
C00004527,PLATFORM_LOAN,10000.00,10000.00,0,0.13,A,2025-04-08,2026-04-08,ACTIVE,2025-04-08 22:08:49,1
C00001928,PLATFORM_LOAN,20000.00,20000.00,0,0.14,B,2025-02-20,2026-02-20,ACTIVE,2025-02-20 22:29:57,1
C00009373,SELF_LOAN,5000.00,5000.00,0,0.23,D,2025-03-09,2026-03-09,ACTIVE,2025-03-09 09:40:41,1
C00000920,JOINT_LOAN,7455.61,7455.61,0,0.24,D,2025-02-02,2026-02-02,ACTIVE,2025-02-02 20:59:12,1
C00002025,JOINT_LOAN,76322.46,76322.46,0,0.11,A,2025-05-18,2026-05-18,ACTIVE,2025-05-18 20:21:39,1
C00006667,SELF_LOAN,15000.00,15000.00,0,0.21,C,2025-06-07,2026-06-07,ACTIVE,2025-06-07 11:34:21,1
C00009323,SELF_LOAN,28155.14,28155.14,0,0.19,C,2025-02-18,2026-02-18,ACTIVE,2025-02-18 14:08:04,1
C00008156,SELF_LOAN,10000.00,10000.00,0,0.11,A,2025-02-20,2026-02-20,ACTIVE,2025-02-20 20:31:14,1
C00008680,SELF_LOAN,42264.75,42264.75,0,0.15,B,2025-01-19,2026-01-19,ACTIVE,2025-01-19 06:09:47,1
C00002376,PLATFORM_LOAN,5000.00,5000.00,0,0.20,C,2025-02-15,2026-02-15,ACTIVE,2025-02-15 22:50:07,1
C00002059,PLATFORM_LOAN,15000.00,15000.00,0,0.22,C,2025-01-24,2026-01-24,ACTIVE,2025-01-24 12:37:38,1
C00009671,SELF_LOAN,20000.00,20000.00,0,0.20,C,2025-01-19,2026-01-19,ACTIVE,2025-01-19 19:45:10,1
C00005445,SELF_LOAN,10000.00,10000.00,0,0.18,B,2025-03-12,2026-03-12,ACTIVE,2025-03-12 20:45:06,1
C00003286,PLATFORM_LOAN,10000.00,10000.00,0,0.17,B,2025-05-25,2026-05-25,ACTIVE,2025-05-25 11:41:55,1
C00000056,PLATFORM_LOAN,2000.00,2000.00,0,0.22,C,2025-01-28,2026-01-28,ACTIVE,2025-01-28 09:43:40,1
C00005730,SELF_LOAN,2000.00,2000.00,0,0.17,B,2025-06-18,2026-06-18,ACTIVE,2025-06-18 12:36:37,1
C00009828,SELF_LOAN,8951.95,8951.95,0,0.23,D,2025-04-08,2026-04-08,ACTIVE,2025-04-08 06:37:37,1
C00003515,SELF_LOAN,1000.00,1000.00,0,0.11,A,2025-02-17,2026-02-17,ACTIVE,2025-02-17 22:30:31,1
C00004933,PLATFORM_LOAN,7972.80,7972.80,0,0.22,D,2025-05-06,2026-05-06,ACTIVE,2025-05-06 21:40:12,1
C00004673,SELF_LOAN,29395.24,29395.24,0,0.21,C,2025-05-15,2026-05-15,ACTIVE,2025-05-15 11:24:28,1
C00009706,PLATFORM_LOAN,20000.00,20000.00,0,0.11,A,2025-04-03,2026-04-03,ACTIVE,2025-04-03 22:25:32,1
C00002208,GUARANTEE_LOAN,10000.00,10000.00,0,0.11,A,2025-02-13,2026-02-13,ACTIVE,2025-02-13 11:28:52,1
C00000978,JOINT_LOAN,8699.45,8699.45,0,0.24,D,2025-01-17,2026-01-17,ACTIVE,2025-01-17 12:42:12,1
C00009217,GUARANTEE_LOAN,20000.00,20000.00,0,0.21,C,2025-01-27,2026-01-27,ACTIVE,2025-01-27 20:36:27,1
C00007255,PLATFORM_LOAN,30000.00,30000.00,0,0.16,B,2025-06-09,2026-06-09,ACTIVE,2025-06-09 10:49:00,1
C00001840,JOINT_LOAN,1000.00,1000.00,0,0.19,C,2025-04-06,2026-04-06,ACTIVE,2025-04-06 20:19:44,1
C00007751,PLATFORM_LOAN,27201.01,27201.01,0,0.20,C,2025-03-19,2026-03-19,ACTIVE,2025-03-19 18:49:35,1
C00005547,JOINT_LOAN,5000.00,5000.00,0,0.14,B,2025-02-26,2026-02-26,ACTIVE,2025-02-26 20:23:39,1
C00005563,SELF_LOAN,20000.00,20000.00,0,0.21,C,2025-02-14,2026-02-14,ACTIVE,2025-02-14 13:48:38,1
C00006089,GUARANTEE_LOAN,10000.00,10000.00,0,0.14,A,2025-04-23,2026-04-23,ACTIVE,2025-04-23 14:03:23,1
C00000712,PLATFORM_LOAN,56710.02,56710.02,0,0.11,A,2025-06-09,2026-06-09,ACTIVE,2025-06-09 12:49:15,1
C00000038,SELF_LOAN,8982.08,8982.08,0,0.24,D,2025-02-20,2026-02-20,ACTIVE,2025-02-20 11:48:01,1
C00000436,JOINT_LOAN,10000.00,10000.00,0,0.13,A,2025-02-24,2026-02-24,ACTIVE,2025-02-24 16:41:19,1
C00005464,JOINT_LOAN,2000.00,2000.00,0,0.16,B,2025-05-17,2026-05-17,ACTIVE,2025-05-17 02:01:18,1
C00008553,SELF_LOAN,8000.00,8000.00,0,0.14,B,2025-02-16,2026-02-16,ACTIVE,2025-02-16 22:29:17,1
C00006766,PLATFORM_LOAN,1000.00,1000.00,0,0.17,B,2025-02-25,2026-02-25,ACTIVE,2025-02-25 02:39:53,1
C00007847,PLATFORM_LOAN,20000.00,20000.00,0,0.12,A,2025-04-01,2026-04-01,ACTIVE,2025-04-01 19:08:25,1
C00000299,PLATFORM_LOAN,5000.00,5000.00,0,0.11,A,2025-03-19,2026-03-19,ACTIVE,2025-03-19 12:32:46,1
C00001905,JOINT_LOAN,9799.49,9799.49,0,0.23,D,2025-02-02,2026-02-02,ACTIVE,2025-02-02 13:07:58,1
C00002672,PLATFORM_LOAN,74255.58,74255.58,0,0.11,A,2025-02-07,2026-02-07,ACTIVE,2025-02-07 21:52:35,1
C00000573,JOINT_LOAN,4054.00,4054.00,0,0.24,E,2025-04-17,2026-04-17,ACTIVE,2025-04-17 13:27:19,1
C00009595,SELF_LOAN,42991.02,42991.02,0,0.14,A,2025-04-19,2026-04-19,ACTIVE,2025-04-19 13:42:48,1
C00003463,JOINT_LOAN,2000.00,2000.00,0,0.15,B,2025-04-30,2026-04-30,ACTIVE,2025-04-30 20:56:39,1
C00009674,PLATFORM_LOAN,5000.00,5000.00,0,0.21,C,2025-02-07,2026-02-07,ACTIVE,2025-02-07 22:46:55,1
C00000979,PLATFORM_LOAN,50000.00,50000.00,0,0.11,A,2025-02-16,2026-02-16,ACTIVE,2025-02-16 07:35:44,1
C00004853,JOINT_LOAN,2000.00,2000.00,0,0.17,B,2025-02-17,2026-02-17,ACTIVE,2025-02-17 21:46:10,1
C00006443,GUARANTEE_LOAN,46291.43,46291.43,0,0.18,B,2025-03-01,2026-03-01,ACTIVE,2025-03-01 12:18:19,1
C00009404,JOINT_LOAN,15000.00,15000.00,0,0.18,B,2025-05-19,2026-05-19,ACTIVE,2025-05-19 20:54:50,1
C00008059,JOINT_LOAN,8000.00,8000.00,0,0.12,A,2025-04-22,2026-04-22,ACTIVE,2025-04-22 23:46:59,1
C00006506,PLATFORM_LOAN,10000.00,10000.00,0,0.19,C,2025-02-13,2026-02-13,ACTIVE,2025-02-13 20:19:49,1
C00007127,PLATFORM_LOAN,15000.00,15000.00,0,0.18,C,2025-02-03,2026-02-03,ACTIVE,2025-02-03 12:34:34,1
C00001026,JOINT_LOAN,15000.00,15000.00,0,0.15,B,2025-06-27,2026-06-27,ACTIVE,2025-06-27 22:31:05,1
C00009232,GUARANTEE_LOAN,26863.47,26863.47,0,0.21,C,2025-05-07,2026-05-07,ACTIVE,2025-05-07 13:02:41,1
C00004458,SELF_LOAN,9113.31,9113.31,0,0.23,D,2025-06-22,2026-06-22,ACTIVE,2025-06-22 09:49:40,1
C00001689,SELF_LOAN,7305.60,7305.60,0,0.23,D,2025-04-11,2026-04-11,ACTIVE,2025-04-11 13:27:35,1
C00005578,PLATFORM_LOAN,20000.00,20000.00,0,0.15,B,2025-01-29,2026-01-29,ACTIVE,2025-01-29 13:51:28,1
C00003124,SELF_LOAN,8000.00,8000.00,0,0.11,A,2025-05-19,2026-05-19,ACTIVE,2025-05-19 01:59:49,1
C00001561,JOINT_LOAN,22056.11,22056.11,0,0.18,C,2025-03-17,2026-03-17,ACTIVE,2025-03-17 14:25:14,1
C00002014,GUARANTEE_LOAN,9231.66,9231.66,0,0.24,D,2025-04-26,2026-04-26,ACTIVE,2025-04-26 12:55:38,1
C00006929,PLATFORM_LOAN,2000.00,2000.00,0,0.14,A,2025-03-04,2026-03-04,ACTIVE,2025-03-04 13:20:35,1
C00003645,GUARANTEE_LOAN,20000.00,20000.00,0,0.15,B,2025-05-26,2026-05-26,ACTIVE,2025-05-26 01:27:10,1
C00000763,JOINT_LOAN,30000.00,30000.00,0,0.15,B,2025-02-15,2026-02-15,ACTIVE,2025-02-15 12:25:30,1
C00000128,SELF_LOAN,5000.00,5000.00,0,0.23,D,2025-06-21,2026-06-21,ACTIVE,2025-06-21 13:32:29,1
C00006321,PLATFORM_LOAN,7946.29,7946.29,0,0.22,D,2025-05-13,2026-05-13,ACTIVE,2025-05-13 06:18:23,1
C00007169,PLATFORM_LOAN,8000.00,8000.00,0,0.18,C,2025-05-19,2026-05-19,ACTIVE,2025-05-19 12:29:49,1
C00002241,PLATFORM_LOAN,2000.00,2000.00,0,0.22,C,2025-05-21,2026-05-21,ACTIVE,2025-05-21 21:44:20,1
C00002579,SELF_LOAN,5000.00,5000.00,0,0.16,B,2025-02-21,2026-02-21,ACTIVE,2025-02-21 09:28:15,1
C00003572,SELF_LOAN,2000.00,2000.00,0,0.16,B,2025-04-10,2026-04-10,ACTIVE,2025-04-10 13:23:38,1
C00005491,SELF_LOAN,8000.00,8000.00,0,0.11,A,2025-03-04,2026-03-04,ACTIVE,2025-03-04 22:54:20,1
C00002107,GUARANTEE_LOAN,9488.75,9488.75,0,0.23,D,2025-03-17,2026-03-17,ACTIVE,2025-03-17 21:28:20,1
C00008509,PLATFORM_LOAN,58071.30,58071.30,0,0.12,A,2025-05-29,2026-05-29,ACTIVE,2025-05-29 21:24:31,1
C00004655,SELF_LOAN,26846.41,26846.41,0,0.20,C,2025-02-15,2026-02-15,ACTIVE,2025-02-15 22:55:37,1
C00003359,JOINT_LOAN,8283.24,8283.24,0,0.22,D,2025-02-26,2026-02-26,ACTIVE,2025-02-26 22:12:01,1
C00007210,SELF_LOAN,23828.19,23828.19,0,0.19,C,2025-03-24,2026-03-24,ACTIVE,2025-03-24 10:26:56,1
C00002501,GUARANTEE_LOAN,26727.93,26727.93,0,0.21,C,2025-02-11,2026-02-11,ACTIVE,2025-02-11 13:36:10,1
C00008158,GUARANTEE_LOAN,5000.00,5000.00,0,0.20,C,2025-06-16,2026-06-16,ACTIVE,2025-06-16 14:03:32,1
C00005479,SELF_LOAN,15000.00,15000.00,0,0.21,C,2025-01-20,2026-01-20,ACTIVE,2025-01-20 22:44:47,1
C00003983,SELF_LOAN,7624.38,7624.38,0,0.24,D,2025-04-25,2026-04-25,ACTIVE,2025-04-25 21:00:32,1
C00009893,SELF_LOAN,30000.00,30000.00,0,0.11,A,2025-02-14,2026-02-14,ACTIVE,2025-02-14 13:10:29,1
C00003225,PLATFORM_LOAN,30000.00,30000.00,0,0.17,B,2025-05-07,2026-05-07,ACTIVE,2025-05-07 17:40:56,1
