loan_id,from_status,to_status,remark,changed_at,is_test_data
LN20250302000001,\N,NORMAL,放款成功,2025-03-02 22:38:55,1
LN20250422000001,\N,NORMAL,放款成功,2025-04-22 20:18:12,1
LN20250409000002,\N,NORMAL,放款成功,2025-04-09 12:32:28,1
LN20250405000001,\N,NORMAL,放款成功,2025-04-05 20:17:52,1
LN20250320000001,\N,NORMAL,放款成功,2025-03-20 20:17:15,1
LN20250523000001,\N,NORMAL,放款成功,2025-05-23 21:36:36,1
LN20250528000001,\N,NORMAL,放款成功,2025-05-28 15:02:48,1
LN20250427000001,\N,NORMAL,放款成功,2025-04-27 13:39:56,1
LN20250516000003,\N,NORMAL,放款成功,2025-05-16 21:38:28,1
LN20250324000001,\N,NORMAL,放款成功,2025-03-24 13:58:22,1
LN20250422000002,\N,NORMAL,放款成功,2025-04-22 21:49:17,1
LN20250428000001,\N,NORMAL,放款成功,2025-04-28 08:27:08,1
LN20250506000001,\N,NORMAL,放款成功,2025-05-06 00:27:27,1
LN20250513000002,\N,NORMAL,放款成功,2025-05-13 20:26:32,1
LN20250621000002,\N,NORMAL,放款成功,2025-06-21 19:26:00,1
LN20250524000001,\N,NORMAL,放款成功,2025-05-24 09:16:39,1
LN20250204000002,\N,NORMAL,放款成功,2025-02-04 20:24:57,1
LN20250218000003,\N,NORMAL,放款成功,2025-02-18 12:34:10,1
LN20250118000002,\N,NORMAL,放款成功,2025-01-18 16:24:58,1
LN20250317000003,\N,NORMAL,放款成功,2025-03-17 20:52:55,1
LN20250214000003,\N,NORMAL,放款成功,2025-02-14 21:17:54,1
LN20250213000003,\N,NORMAL,放款成功,2025-02-13 13:08:47,1
LN20250218000004,\N,NORMAL,放款成功,2025-02-18 13:50:46,1
LN20250514000002,\N,NORMAL,放款成功,2025-05-14 18:18:36,1
LN20250621000003,\N,NORMAL,放款成功,2025-06-21 20:51:41,1
LN20250411000003,\N,NORMAL,放款成功,2025-04-11 09:43:23,1
LN20250605000001,\N,NORMAL,放款成功,2025-06-05 10:20:25,1
LN20250622000001,\N,NORMAL,放款成功,2025-06-22 13:50:16,1
LN20250610000001,\N,NORMAL,放款成功,2025-06-10 07:05:52,1
LN20250617000002,\N,NORMAL,放款成功,2025-06-17 00:21:42,1
LN20250624000002,\N,NORMAL,放款成功,2025-06-24 22:33:39,1
LN20250310000002,\N,NORMAL,放款成功,2025-03-10 23:55:50,1
LN20250228000002,\N,NORMAL,放款成功,2025-02-28 10:26:50,1
LN20250216000003,\N,NORMAL,放款成功,2025-02-16 20:22:28,1
LN20250328000003,\N,NORMAL,放款成功,2025-03-28 00:02:38,1
LN20250405000002,\N,NORMAL,放款成功,2025-04-05 10:08:10,1
LN20250401000001,\N,NORMAL,放款成功,2025-04-01 01:36:03,1
LN20250309000002,\N,NORMAL,放款成功,2025-03-09 20:45:48,1
LN20250526000004,\N,NORMAL,放款成功,2025-05-26 20:23:10,1
LN20250529000002,\N,NORMAL,放款成功,2025-05-29 13:02:16,1
LN20250306000003,\N,NORMAL,放款成功,2025-03-06 18:22:20,1
LN20250418000001,\N,NORMAL,放款成功,2025-04-18 22:52:04,1
LN20250326000003,\N,NORMAL,放款成功,2025-03-26 22:33:13,1
LN20250317000004,\N,NORMAL,放款成功,2025-03-17 15:19:52,1
LN20250329000001,\N,NORMAL,放款成功,2025-03-29 20:44:21,1
LN20250304000006,\N,NORMAL,放款成功,2025-03-04 17:27:44,1
LN20250309000003,\N,NORMAL,放款成功,2025-03-09 22:04:12,1
LN20250613000001,\N,NORMAL,放款成功,2025-06-13 10:12:24,1
LN20250615000003,\N,NORMAL,放款成功,2025-06-15 12:02:04,1
LN20250305000001,\N,NORMAL,放款成功,2025-03-05 22:14:51,1
LN20250403000001,\N,NORMAL,放款成功,2025-04-03 21:31:20,1
LN20250324000002,\N,NORMAL,放款成功,2025-03-24 22:42:59,1
LN20250323000002,\N,NORMAL,放款成功,2025-03-23 14:53:08,1
LN20250418000002,\N,NORMAL,放款成功,2025-04-18 13:30:40,1
LN20250411000004,\N,NORMAL,放款成功,2025-04-11 18:11:19,1
LN20250328000004,\N,NORMAL,放款成功,2025-03-28 07:40:08,1
LN20250315000001,\N,NORMAL,放款成功,2025-03-15 22:47:11,1
LN20250223000004,\N,NORMAL,放款成功,2025-02-23 13:39:26,1
LN20250317000005,\N,NORMAL,放款成功,2025-03-17 20:47:30,1
LN20250207000002,\N,NORMAL,放款成功,2025-02-07 17:58:13,1
LN20250225000002,\N,NORMAL,放款成功,2025-02-25 13:57:20,1
LN20250327000003,\N,NORMAL,放款成功,2025-03-27 22:46:10,1
LN20250325000001,\N,NORMAL,放款成功,2025-03-25 15:10:50,1
LN20250224000003,\N,NORMAL,放款成功,2025-02-24 14:17:36,1
LN20250220000001,\N,NORMAL,放款成功,2025-02-20 18:24:13,1
LN20250222000002,\N,NORMAL,放款成功,2025-02-22 20:30:11,1
LN20250327000004,\N,NORMAL,放款成功,2025-03-27 10:54:08,1
LN20250215000004,\N,NORMAL,放款成功,2025-02-15 12:34:31,1
LN20250309000004,\N,NORMAL,放款成功,2025-03-09 09:47:27,1
LN20250328000005,\N,NORMAL,放款成功,2025-03-28 12:25:02,1
LN20250205000001,\N,NORMAL,放款成功,2025-02-05 21:29:07,1
LN20250602000001,\N,NORMAL,放款成功,2025-06-02 09:49:52,1
LN20250506000002,\N,NORMAL,放款成功,2025-05-06 20:42:46,1
LN20250520000001,\N,NORMAL,放款成功,2025-05-20 22:56:42,1
LN20250412000002,\N,NORMAL,放款成功,2025-04-12 12:22:40,1
LN20250419000001,\N,NORMAL,放款成功,2025-04-19 13:22:57,1
LN20250407000002,\N,NORMAL,放款成功,2025-04-07 22:56:04,1
LN20250329000002,\N,NORMAL,放款成功,2025-03-29 13:33:31,1
LN20250322000002,\N,NORMAL,放款成功,2025-03-22 21:39:00,1
LN20250310000003,\N,NORMAL,放款成功,2025-03-10 00:48:52,1
LN20250313000002,\N,NORMAL,放款成功,2025-03-13 21:35:57,1
LN20250612000004,\N,NORMAL,放款成功,2025-06-12 16:37:38,1
LN20250201000002,\N,NORMAL,放款成功,2025-02-01 22:22:46,1
LN20250301000002,\N,NORMAL,放款成功,2025-03-01 16:51:11,1
LN20250212000003,\N,NORMAL,放款成功,2025-02-12 13:29:11,1
LN20250207000003,\N,NORMAL,放款成功,2025-02-07 20:40:45,1
LN20250324000003,\N,NORMAL,放款成功,2025-03-24 09:35:15,1
LN20250503000002,\N,NORMAL,放款成功,2025-05-03 20:05:40,1
LN20250302000002,\N,NORMAL,放款成功,2025-03-02 21:35:38,1
LN20250312000002,\N,NORMAL,放款成功,2025-03-12 13:08:13,1
LN20250222000003,\N,NORMAL,放款成功,2025-02-22 21:44:51,1
LN20250303000001,\N,NORMAL,放款成功,2025-03-03 20:22:44,1
LN20250219000001,\N,NORMAL,放款成功,2025-02-19 23:46:50,1
LN20250215000005,\N,NORMAL,放款成功,2025-02-15 02:07:01,1
LN20250526000005,\N,NORMAL,放款成功,2025-05-26 22:40:11,1
LN20250624000003,\N,NORMAL,放款成功,2025-06-24 20:12:47,1
LN20250517000001,\N,NORMAL,放款成功,2025-05-17 19:18:42,1
LN20250228000003,\N,NORMAL,放款成功,2025-02-28 13:39:20,1
LN20250227000003,\N,NORMAL,放款成功,2025-02-27 22:34:50,1
LN20250228000004,\N,NORMAL,放款成功,2025-02-28 20:17:47,1
LN20250303000002,\N,NORMAL,放款成功,2025-03-03 19:35:13,1
LN20250125000002,\N,NORMAL,放款成功,2025-01-25 20:20:58,1
LN20250223000005,\N,NORMAL,放款成功,2025-02-23 12:42:32,1
LN20250204000003,\N,NORMAL,放款成功,2025-02-04 18:15:07,1
LN20250208000001,\N,NORMAL,放款成功,2025-02-08 21:13:50,1
LN20250318000002,\N,NORMAL,放款成功,2025-03-18 23:53:08,1
LN20250601000002,\N,NORMAL,放款成功,2025-06-01 20:08:38,1
LN20250201000003,\N,NORMAL,放款成功,2025-02-01 13:24:29,1
LN20250218000005,\N,NORMAL,放款成功,2025-02-18 16:24:50,1
LN20250307000001,\N,NORMAL,放款成功,2025-03-07 21:11:01,1
LN20250620000002,\N,NORMAL,放款成功,2025-06-20 21:13:45,1
LN20250630000002,\N,NORMAL,放款成功,2025-06-30 23:45:43,1
LN20250409000003,\N,NORMAL,放款成功,2025-04-09 13:49:26,1
LN20250228000005,\N,NORMAL,放款成功,2025-02-28 20:00:11,1
LN20250223000006,\N,NORMAL,放款成功,2025-02-23 21:11:45,1
LN20250510000001,\N,NORMAL,放款成功,2025-05-10 20:47:29,1
LN20250525000001,\N,NORMAL,放款成功,2025-05-25 20:50:59,1
LN20250513000003,\N,NORMAL,放款成功,2025-05-13 21:18:30,1
LN20250525000002,\N,NORMAL,放款成功,2025-05-25 09:18:29,1
LN20250408000001,\N,NORMAL,放款成功,2025-04-08 02:36:31,1
LN20250411000005,\N,NORMAL,放款成功,2025-04-11 09:30:00,1
LN20250326000004,\N,NORMAL,放款成功,2025-03-26 14:18:26,1
LN20250220000002,\N,NORMAL,放款成功,2025-02-20 11:25:50,1
LN20250323000003,\N,NORMAL,放款成功,2025-03-23 17:36:12,1
LN20250211000001,\N,NORMAL,放款成功,2025-02-11 20:28:04,1
LN20250122000001,\N,NORMAL,放款成功,2025-01-22 08:52:54,1
LN20250220000003,\N,NORMAL,放款成功,2025-02-20 21:40:45,1
LN20250226000001,\N,NORMAL,放款成功,2025-02-26 11:42:54,1
LN20250220000004,\N,NORMAL,放款成功,2025-02-20 18:08:23,1
LN20250130000002,\N,NORMAL,放款成功,2025-01-30 17:01:20,1
LN20250122000002,\N,NORMAL,放款成功,2025-01-22 07:30:07,1
LN20250129000002,\N,NORMAL,放款成功,2025-01-29 22:50:18,1
LN20250219000002,\N,NORMAL,放款成功,2025-02-19 11:45:06,1
LN20250627000001,\N,NORMAL,放款成功,2025-06-27 13:21:36,1
LN20250401000002,\N,NORMAL,放款成功,2025-04-01 12:53:13,1
LN20250307000002,\N,NORMAL,放款成功,2025-03-07 16:15:14,1
LN20250222000004,\N,NORMAL,放款成功,2025-02-22 22:47:14,1
LN20250313000003,\N,NORMAL,放款成功,2025-03-13 22:51:35,1
LN20250504000002,\N,NORMAL,放款成功,2025-05-04 17:23:50,1
LN20250529000003,\N,NORMAL,放款成功,2025-05-29 12:45:49,1
LN20250608000003,\N,NORMAL,放款成功,2025-06-08 09:00:12,1
LN20250624000004,\N,NORMAL,放款成功,2025-06-24 07:06:17,1
LN20250615000004,\N,NORMAL,放款成功,2025-06-15 22:11:51,1
LN20250227000004,\N,NORMAL,放款成功,2025-02-27 22:16:44,1
LN20250309000005,\N,NORMAL,放款成功,2025-03-09 10:38:54,1
LN20250228000006,\N,NORMAL,放款成功,2025-02-28 08:23:54,1
LN20250312000003,\N,NORMAL,放款成功,2025-03-12 12:16:52,1
LN20250517000002,\N,NORMAL,放款成功,2025-05-17 20:58:50,1
LN20250605000002,\N,NORMAL,放款成功,2025-06-05 07:40:07,1
LN20250514000003,\N,NORMAL,放款成功,2025-05-14 13:23:33,1
LN20250227000005,\N,NORMAL,放款成功,2025-02-27 13:31:23,1
LN20250209000004,\N,NORMAL,放款成功,2025-02-09 12:16:56,1
LN20250310000004,\N,NORMAL,放款成功,2025-03-10 21:44:24,1
LN20250228000007,\N,NORMAL,放款成功,2025-02-28 22:24:05,1
LN20250422000003,\N,NORMAL,放款成功,2025-04-22 14:03:01,1
LN20250409000004,\N,NORMAL,放款成功,2025-04-09 22:02:13,1
LN20250211000002,\N,NORMAL,放款成功,2025-02-11 13:29:34,1
LN20250329000003,\N,NORMAL,放款成功,2025-03-29 09:19:37,1
LN20250421000001,\N,NORMAL,放款成功,2025-04-21 22:37:56,1
LN20250508000001,\N,NORMAL,放款成功,2025-05-08 21:19:25,1
LN20250525000003,\N,NORMAL,放款成功,2025-05-25 13:29:14,1
LN20250517000003,\N,NORMAL,放款成功,2025-05-17 20:16:39,1
LN20250424000002,\N,NORMAL,放款成功,2025-04-24 12:25:48,1
LN20250503000003,\N,NORMAL,放款成功,2025-05-03 12:15:58,1
LN20250610000002,\N,NORMAL,放款成功,2025-06-10 12:58:33,1
LN20250210000003,\N,NORMAL,放款成功,2025-02-10 12:40:54,1
LN20250201000004,\N,NORMAL,放款成功,2025-02-01 22:05:12,1
LN20250312000004,\N,NORMAL,放款成功,2025-03-12 21:06:13,1
LN20250301000003,\N,NORMAL,放款成功,2025-03-01 13:24:14,1
LN20250301000004,\N,NORMAL,放款成功,2025-03-01 11:41:34,1
LN20250316000003,\N,NORMAL,放款成功,2025-03-16 13:38:24,1
LN20250318000003,\N,NORMAL,放款成功,2025-03-18 13:15:12,1
LN20250605000003,\N,NORMAL,放款成功,2025-06-05 21:10:18,1
LN20250517000004,\N,NORMAL,放款成功,2025-05-17 21:22:15,1
LN20250526000006,\N,NORMAL,放款成功,2025-05-26 09:42:54,1
LN20250505000002,\N,NORMAL,放款成功,2025-05-05 08:07:33,1
LN20250420000001,\N,NORMAL,放款成功,2025-04-20 18:18:26,1
LN20250303000003,\N,NORMAL,放款成功,2025-03-03 22:41:54,1
LN20250311000003,\N,NORMAL,放款成功,2025-03-11 22:16:48,1
LN20250218000006,\N,NORMAL,放款成功,2025-02-18 21:25:45,1
LN20250124000003,\N,NORMAL,放款成功,2025-01-24 11:47:46,1
LN20250215000006,\N,NORMAL,放款成功,2025-02-15 20:39:47,1
LN20250222000005,\N,NORMAL,放款成功,2025-02-22 13:00:35,1
LN20250522000001,\N,NORMAL,放款成功,2025-05-22 21:16:21,1
LN20250521000001,\N,NORMAL,放款成功,2025-05-21 13:47:55,1
LN20250617000003,\N,NORMAL,放款成功,2025-06-17 15:42:22,1
LN20250621000004,\N,NORMAL,放款成功,2025-06-21 22:22:12,1
LN20250418000003,\N,NORMAL,放款成功,2025-04-18 20:32:07,1
LN20250511000003,\N,NORMAL,放款成功,2025-05-11 22:48:47,1
LN20250508000002,\N,NORMAL,放款成功,2025-05-08 20:51:19,1
LN20250423000001,\N,NORMAL,放款成功,2025-04-23 00:14:09,1
LN20250224000004,\N,NORMAL,放款成功,2025-02-24 20:24:57,1
LN20250203000003,\N,NORMAL,放款成功,2025-02-03 12:18:36,1
LN20250321000002,\N,NORMAL,放款成功,2025-03-21 14:19:54,1
LN20250612000005,\N,NORMAL,放款成功,2025-06-12 13:52:25,1
LN20250601000003,\N,NORMAL,放款成功,2025-06-01 22:23:07,1
LN20250324000004,\N,NORMAL,放款成功,2025-03-24 20:14:04,1
LN20250504000003,\N,NORMAL,放款成功,2025-05-04 22:35:03,1
LN20250422000004,\N,NORMAL,放款成功,2025-04-22 00:11:29,1
LN20250321000003,\N,NORMAL,放款成功,2025-03-21 20:17:12,1
LN20250323000004,\N,NORMAL,放款成功,2025-03-23 13:01:44,1
LN20250320000002,\N,NORMAL,放款成功,2025-03-20 22:58:19,1
LN20250306000004,\N,NORMAL,放款成功,2025-03-06 08:35:26,1
LN20250619000002,\N,NORMAL,放款成功,2025-06-19 20:55:39,1
LN20250530000002,\N,NORMAL,放款成功,2025-05-30 22:26:38,1
LN20250323000005,\N,NORMAL,放款成功,2025-03-23 22:28:44,1
LN20250627000002,\N,NORMAL,放款成功,2025-06-27 17:55:25,1
LN20250618000002,\N,NORMAL,放款成功,2025-06-18 12:55:10,1
LN20250617000004,\N,NORMAL,放款成功,2025-06-17 18:10:17,1
LN20250515000002,\N,NORMAL,放款成功,2025-05-15 15:07:18,1
LN20250519000002,\N,NORMAL,放款成功,2025-05-19 13:32:21,1
LN20250525000004,\N,NORMAL,放款成功,2025-05-25 12:17:08,1
LN20250224000005,\N,NORMAL,放款成功,2025-02-24 20:48:39,1
LN20250521000002,\N,NORMAL,放款成功,2025-05-21 09:42:12,1
LN20250311000004,\N,NORMAL,放款成功,2025-03-11 12:06:36,1
LN20250216000004,\N,NORMAL,放款成功,2025-02-16 11:02:26,1
LN20250531000002,\N,NORMAL,放款成功,2025-05-31 10:11:24,1
LN20250531000003,\N,NORMAL,放款成功,2025-05-31 11:57:07,1
LN20250621000005,\N,NORMAL,放款成功,2025-06-21 16:52:03,1
LN20250221000003,\N,NORMAL,放款成功,2025-02-21 22:30:35,1
LN20250310000005,\N,NORMAL,放款成功,2025-03-10 22:49:55,1
LN20250407000003,\N,NORMAL,放款成功,2025-04-07 12:58:33,1
LN20250402000002,\N,NORMAL,放款成功,2025-04-02 14:09:15,1
LN20250403000002,\N,NORMAL,放款成功,2025-04-03 09:54:21,1
LN20250501000002,\N,NORMAL,放款成功,2025-05-01 22:18:10,1
LN20250428000002,\N,NORMAL,放款成功,2025-04-28 14:55:03,1
LN20250215000007,\N,NORMAL,放款成功,2025-02-15 13:59:05,1
LN20250314000001,\N,NORMAL,放款成功,2025-03-14 12:25:26,1
LN20250130000003,\N,NORMAL,放款成功,2025-01-30 20:12:17,1
LN20250218000007,\N,NORMAL,放款成功,2025-02-18 21:17:29,1
LN20250517000005,\N,NORMAL,放款成功,2025-05-17 09:07:02,1
LN20250223000007,\N,NORMAL,放款成功,2025-02-23 21:11:43,1
LN20250306000005,\N,NORMAL,放款成功,2025-03-06 12:31:17,1
LN20250512000002,\N,NORMAL,放款成功,2025-05-12 16:06:55,1
